DCID,isPerCapitaValid,isPositiveIndicator,perCapitaDenominator
who/GHE_YLDRATE.GHECAUSES--GHE072,n,,
who/GHE_YLDRATE.GHECAUSES--GHE072__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE072__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE073,n,,
who/GHE_YLDRATE.GHECAUSES--GHE073__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE073__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE074,n,,
who/GHE_YLDRATE.GHECAUSES--GHE074__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE074__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE075,n,,
who/GHE_YLDRATE.GHECAUSES--GHE075__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE075__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE076,n,,
who/GHE_YLDRATE.GHECAUSES--GHE076__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE076__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE077,n,,
who/GHE_YLDRATE.GHECAUSES--GHE077__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE077__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE078,n,,
who/GHE_YLDRATE.GHECAUSES--GHE078__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE078__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE079,n,,
who/GHE_YLDRATE.GHECAUSES--GHE079__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE079__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE080,n,,
who/GHE_YLDRATE.GHECAUSES--GHE080__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE080__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE081,n,,
who/GHE_YLDRATE.GHECAUSES--GHE081__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE081__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE082,n,,
who/GHE_YLDRATE.GHECAUSES--GHE082__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE082__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE083,n,,
who/GHE_YLDRATE.GHECAUSES--GHE083__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE083__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE084,n,,
who/GHE_YLDRATE.GHECAUSES--GHE084__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE084__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE085,n,,
who/GHE_YLDRATE.GHECAUSES--GHE085__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE085__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE086,n,,
who/GHE_YLDRATE.GHECAUSES--GHE086__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE086__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE087,n,,
who/GHE_YLDRATE.GHECAUSES--GHE087__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE087__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE088,n,,
who/GHE_YLDRATE.GHECAUSES--GHE088__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE088__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE089,n,,
who/GHE_YLDRATE.GHECAUSES--GHE089__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE089__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE090,n,,
who/GHE_YLDRATE.GHECAUSES--GHE090__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE090__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE091,n,,
who/GHE_YLDRATE.GHECAUSES--GHE091__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE091__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE092,n,,
who/GHE_YLDRATE.GHECAUSES--GHE092__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE092__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE093,n,,
who/GHE_YLDRATE.GHECAUSES--GHE093__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE093__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE094,n,,
who/GHE_YLDRATE.GHECAUSES--GHE094__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE094__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE095,n,,
who/GHE_YLDRATE.GHECAUSES--GHE095__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE095__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE096,n,,
who/GHE_YLDRATE.GHECAUSES--GHE096__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE096__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE097,n,,
who/GHE_YLDRATE.GHECAUSES--GHE097__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE097__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE098,n,,
who/GHE_YLDRATE.GHECAUSES--GHE098__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE098__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE099,n,,
who/GHE_YLDRATE.GHECAUSES--GHE099__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE099__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE100,n,,
who/GHE_YLDRATE.GHECAUSES--GHE100__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE100__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE101,n,,
who/GHE_YLDRATE.GHECAUSES--GHE101__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE101__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE102,n,,
who/GHE_YLDRATE.GHECAUSES--GHE102__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE102__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE103,n,,
who/GHE_YLDRATE.GHECAUSES--GHE103__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE103__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE104,n,,
who/GHE_YLDRATE.GHECAUSES--GHE104__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE104__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE105,n,,
who/GHE_YLDRATE.GHECAUSES--GHE105__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE105__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE106,n,,
who/GHE_YLDRATE.GHECAUSES--GHE106__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE106__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE107,n,,
who/GHE_YLDRATE.GHECAUSES--GHE107__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE107__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE108,n,,
who/GHE_YLDRATE.GHECAUSES--GHE108__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE108__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE109,n,,
who/GHE_YLDRATE.GHECAUSES--GHE109__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE109__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE110,n,,
who/GHE_YLDRATE.GHECAUSES--GHE110__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE110__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE111,n,,
who/GHE_YLDRATE.GHECAUSES--GHE111__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE111__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE112,n,,
who/GHE_YLDRATE.GHECAUSES--GHE112__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE112__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE113,n,,
who/GHE_YLDRATE.GHECAUSES--GHE113__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE113__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE114,n,,
who/GHE_YLDRATE.GHECAUSES--GHE114__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE114__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE115,n,,
who/GHE_YLDRATE.GHECAUSES--GHE115__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE115__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE116,n,,
who/GHE_YLDRATE.GHECAUSES--GHE116__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE116__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE117,n,,
who/GHE_YLDRATE.GHECAUSES--GHE117__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE117__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE118,n,,
who/GHE_YLDRATE.GHECAUSES--GHE118__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE118__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE119,n,,
who/GHE_YLDRATE.GHECAUSES--GHE119__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE119__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE120,n,,
who/GHE_YLDRATE.GHECAUSES--GHE120__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE120__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE121,n,,
who/GHE_YLDRATE.GHECAUSES--GHE121__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE121__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE122,n,,
who/GHE_YLDRATE.GHECAUSES--GHE122__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE122__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE123,n,,
who/GHE_YLDRATE.GHECAUSES--GHE123__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE123__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE124,n,,
who/GHE_YLDRATE.GHECAUSES--GHE124__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE124__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE125,n,,
who/GHE_YLDRATE.GHECAUSES--GHE125__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE125__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE126,n,,
who/GHE_YLDRATE.GHECAUSES--GHE126__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE126__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE127,n,,
who/GHE_YLDRATE.GHECAUSES--GHE127__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE127__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE128,n,,
who/GHE_YLDRATE.GHECAUSES--GHE128__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE128__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE129,n,,
who/GHE_YLDRATE.GHECAUSES--GHE129__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE129__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE130,n,,
who/GHE_YLDRATE.GHECAUSES--GHE130__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE130__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE131,n,,
who/GHE_YLDRATE.GHECAUSES--GHE131__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE131__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE132,n,,
who/GHE_YLDRATE.GHECAUSES--GHE132__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE132__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE133,n,,
who/GHE_YLDRATE.GHECAUSES--GHE133__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE133__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE134,n,,
who/GHE_YLDRATE.GHECAUSES--GHE134__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE134__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE135,n,,
who/GHE_YLDRATE.GHECAUSES--GHE135__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE135__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE136,n,,
who/GHE_YLDRATE.GHECAUSES--GHE136__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE136__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE137,n,,
who/GHE_YLDRATE.GHECAUSES--GHE137__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE137__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE138,n,,
who/GHE_YLDRATE.GHECAUSES--GHE138__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE138__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE139,n,,
who/GHE_YLDRATE.GHECAUSES--GHE139__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE139__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE140,n,,
who/GHE_YLDRATE.GHECAUSES--GHE140__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE140__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE141,n,,
who/GHE_YLDRATE.GHECAUSES--GHE141__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE141__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE142,n,,
who/GHE_YLDRATE.GHECAUSES--GHE142__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE142__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE143,n,,
who/GHE_YLDRATE.GHECAUSES--GHE143__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE143__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE144,n,,
who/GHE_YLDRATE.GHECAUSES--GHE144__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE144__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE145,n,,
who/GHE_YLDRATE.GHECAUSES--GHE145__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE145__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE146,n,,
who/GHE_YLDRATE.GHECAUSES--GHE146__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE146__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE147,n,,
who/GHE_YLDRATE.GHECAUSES--GHE147__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE147__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE148,n,,
who/GHE_YLDRATE.GHECAUSES--GHE148__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE148__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE149,n,,
who/GHE_YLDRATE.GHECAUSES--GHE149__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE149__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE150,n,,
who/GHE_YLDRATE.GHECAUSES--GHE150__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE150__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE151,n,,
who/GHE_YLDRATE.GHECAUSES--GHE151__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE151__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE152,n,,
who/GHE_YLDRATE.GHECAUSES--GHE152__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE152__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE153,n,,
who/GHE_YLDRATE.GHECAUSES--GHE153__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE153__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE154,n,,
who/GHE_YLDRATE.GHECAUSES--GHE154__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE154__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE155,n,,
who/GHE_YLDRATE.GHECAUSES--GHE155__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE155__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE156,n,,
who/GHE_YLDRATE.GHECAUSES--GHE156__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE156__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE157,n,,
who/GHE_YLDRATE.GHECAUSES--GHE157__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE157__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE158,n,,
who/GHE_YLDRATE.GHECAUSES--GHE158__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE158__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE159,n,,
who/GHE_YLDRATE.GHECAUSES--GHE159__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE159__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE160,n,,
who/GHE_YLDRATE.GHECAUSES--GHE160__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE160__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE161,n,,
who/GHE_YLDRATE.GHECAUSES--GHE161__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE161__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE162,n,,
who/GHE_YLDRATE.GHECAUSES--GHE162__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE162__SEX--M,n,,
who/GHE_YLDRATE.GHECAUSES--GHE163,n,,
who/GHE_YLDRATE.GHECAUSES--GHE163__SEX--F,n,,
who/GHE_YLDRATE.GHECAUSES--GHE163__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE000__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE000__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE001__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE001__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE002__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE002__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE003__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE003__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE004__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE004__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE005__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE005__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE006__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE006__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE007__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE007__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE008__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE008__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE009__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE009__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE010__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE010__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE011__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE011__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE012__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE012__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE013__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE013__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE014__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE014__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE015__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE015__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE016__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE016__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE017__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE017__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE018__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE018__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE019__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE019__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE020__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE020__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE021__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE021__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE022__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE022__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE023__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE023__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE024__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE024__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE025__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE025__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE026__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE026__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE027__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE027__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE028__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE028__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE029__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE029__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE030__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE030__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE031__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE031__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE032__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE032__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE033__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE033__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE034__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE034__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE035__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE035__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE036__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE036__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE037__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE037__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE038__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE038__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE039__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE039__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE040__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE040__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE041__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE041__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE042__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE042__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE049__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE049__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE050__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE050__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE051__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE051__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE052__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE052__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE053__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE053__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE054__SEX--F,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE054__SEX--M,n,,
who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE055__SEX--F,n,,
