dcid,year,unemploymentPercentOfLaborForce
country/DZA,2000,29.496
country/DZA,2001,27.306
country/DZA,2002,25.664
country/DZA,2003,23.716
country/DZA,2004,17.656
country/DZA,2005,15.265
country/DZA,2006,12.512
country/DZA,2007,13.793
country/DZA,2008,11.343
country/DZA,2009,10.167
country/DZA,2010,9.961
country/DZA,2011,9.971
country/DZA,2012,10.969
country/DZA,2013,9.829
country/DZA,2014,10.6
country/DZA,2015,11.214
country/DZA,2016,10.498
country/DZA,2017,11.709
country/DZA,2018,11.731
country/DZA,2019,11.383
country/CPV,1980,21.5
country/CPV,1981,21.861
country/CPV,1982,22.229
country/CPV,1983,22.603
country/CPV,1984,22.982
country/CPV,1985,23.369
country/CPV,1986,23.762
country/CPV,1987,24.161
country/CPV,1988,24.567
country/CPV,1989,24.98
country/CPV,1990,25.4
country/CPV,1991,25.827
country/CPV,1992,26.0
country/CPV,1993,26.0
country/CPV,1994,26.0
country/CPV,1995,26.0
country/CPV,1996,25.0
country/CPV,1997,25.0
country/CPV,1998,24.0
country/CPV,1999,22.0
country/CPV,2000,20.0
country/CPV,2001,21.0
country/CPV,2002,20.5
country/CPV,2003,20.0
country/CPV,2004,19.5
country/CPV,2005,21.4
country/CPV,2006,13.5
country/CPV,2007,15.2
country/CPV,2008,13.0
country/CPV,2009,13.0
country/CPV,2010,10.7
country/CPV,2011,12.2
country/CPV,2012,16.8
country/CPV,2013,16.4
country/CPV,2014,15.8
country/CPV,2015,12.4
country/CPV,2016,15.0
country/CPV,2017,12.2
country/CPV,2018,12.2
country/CPV,2019,8.5
country/CPV,2020,8.5
country/CPV,2021,8.5
country/CPV,2022,8.5
country/CPV,2023,8.5
country/CPV,2024,8.5
country/CPV,2025,8.5
country/CPV,2026,8.5
country/CPV,2027,8.5
country/CPV,2028,8.5
country/MUS,1982,20.563
country/MUS,1983,19.721
country/MUS,1984,17.623
country/MUS,1985,15.306
country/MUS,1986,10.941
country/MUS,1987,5.963
country/MUS,1988,3.888
country/MUS,1989,3.6
country/MUS,1990,2.824
country/MUS,1991,2.732
country/MUS,1992,3.342
country/MUS,1993,3.939
country/MUS,1994,4.492
country/MUS,1995,5.116
country/MUS,1996,5.785
country/MUS,1997,6.561
country/MUS,1998,6.888
country/MUS,1999,7.698
country/MUS,2000,6.501
country/MUS,2001,6.8
country/MUS,2002,7.2
country/MUS,2003,7.698
country/MUS,2004,8.395
country/MUS,2005,9.567
country/MUS,2006,9.081
country/MUS,2007,8.522
country/MUS,2008,7.222
country/MUS,2009,7.328
country/MUS,2010,7.8
country/MUS,2011,7.9
country/MUS,2012,8.1
country/MUS,2013,8.0
country/MUS,2014,7.8
country/MUS,2015,7.9
country/MUS,2016,7.3
country/MUS,2017,7.1
country/MUS,2018,6.9
country/MUS,2019,6.7
country/MUS,2020,9.2
country/MUS,2021,9.1
country/MUS,2022,7.7
country/MUS,2023,7.38
country/MUS,2024,7.316
country/MUS,2025,7.303
country/MUS,2026,7.301
country/MUS,2027,7.3
country/MUS,2028,7.3
country/MAR,1995,16.0
country/MAR,1996,15.5
country/MAR,1997,15.4
country/MAR,1998,15.2
country/MAR,1999,13.8
country/MAR,2000,13.4
country/MAR,2001,12.3
country/MAR,2002,11.3
country/MAR,2003,11.5
country/MAR,2004,10.8
country/MAR,2005,11.1
country/MAR,2006,9.7
country/MAR,2007,9.8
country/MAR,2008,9.6
country/MAR,2009,9.1
country/MAR,2010,9.1
country/MAR,2011,8.9
country/MAR,2012,9.0
country/MAR,2013,9.2
country/MAR,2014,9.9
country/MAR,2015,9.7
country/MAR,2016,9.4
country/MAR,2017,10.2
country/MAR,2018,9.5
country/MAR,2019,9.2
country/MAR,2020,11.9
country/MAR,2021,12.3
country/MAR,2022,11.8
country/MAR,2023,12.038
country/MAR,2024,11.677
country/MAR,2025,11.645
country/MAR,2026,11.613
country/MAR,2027,11.579
country/MAR,2028,11.544
country/NGA,2010,5.092
country/NGA,2011,5.957
country/NGA,2012,10.566
country/NGA,2013,9.955
country/NGA,2014,7.841
country/NGA,2015,9.0
country/NGA,2016,13.375
country/NGA,2017,17.462
country/NGA,2018,22.562
country/STP,1980,13.623
country/STP,1981,13.623
country/STP,1982,13.623
country/STP,1983,13.623
country/STP,1984,13.623
country/STP,1985,13.623
country/STP,1986,13.623
country/STP,1987,13.623
country/STP,1988,13.623
country/STP,1989,15.1
country/STP,1990,15.878
country/STP,1991,16.764
country/STP,1992,15.564
country/STP,1993,14.944
country/STP,1994,14.645
country/STP,1995,14.352
country/STP,1996,14.065
country/STP,1997,14.419
country/STP,1998,14.419
country/STP,1999,14.419
country/STP,2000,14.4
country/STP,2001,15.73
country/STP,2002,17.63
country/STP,2003,16.36
country/STP,2004,16.12
country/STP,2005,16.47
country/STP,2006,16.65
country/STP,2007,15.852
country/STP,2008,15.712
country/STP,2009,15.095
country/STP,2010,14.628
country/STP,2011,14.127
country/STP,2012,13.59
country/STP,2013,13.525
country/STP,2014,13.472
country/STP,2015,13.433
country/STP,2016,13.416
country/STP,2017,13.472
country/SYC,1995,7.7
country/SYC,1996,7.452
country/SYC,1997,6.757
country/SYC,1998,4.211
country/SYC,1999,3.172
country/SYC,2000,3.112
country/SYC,2001,4.412
country/SYC,2002,4.064
country/SYC,2003,3.151
country/SYC,2004,3.531
country/SYC,2005,3.624
country/SYC,2006,2.511
country/SYC,2007,1.863
country/SYC,2008,1.716
country/SYC,2009,5.136
country/SYC,2010,4.605
country/SYC,2011,4.13
country/SYC,2012,3.705
country/SYC,2013,3.325
country/SYC,2014,2.983
country/SYC,2015,2.684
country/SYC,2016,2.684
country/SYC,2017,3.0
country/SYC,2018,3.0
country/SYC,2019,3.0
country/SYC,2020,3.0
country/SYC,2021,3.0
country/SYC,2022,3.0
country/SYC,2023,3.0
country/SYC,2024,3.0
country/SYC,2025,3.0
country/SYC,2026,3.0
country/SYC,2027,3.0
country/SYC,2028,3.0
country/SDN,1981,22.328
country/SDN,1982,22.219
country/SDN,1983,21.426
country/SDN,1984,20.66
country/SDN,1985,19.923
country/SDN,1986,19.211
country/SDN,1987,18.525
country/SDN,1988,17.863
country/SDN,1989,17.225
country/SDN,1990,16.61
country/SDN,1991,15.998
country/SDN,1992,15.409
country/SDN,1993,15.757
country/SDN,1994,15.177
country/SDN,1995,14.618
country/SDN,1996,14.0
country/SDN,1997,13.5
country/SDN,1998,13.0
country/SDN,1999,12.5
country/SDN,2000,15.2
country/SDN,2001,15.0
country/SDN,2002,15.9
country/SDN,2003,15.8
country/SDN,2004,16.183
country/SDN,2005,17.01
country/SDN,2006,17.493
country/SDN,2007,16.77
country/SDN,2008,16.04
country/SDN,2009,14.894
country/SDN,2010,13.733
country/SDN,2011,12.033
country/SDN,2012,14.8
country/SDN,2013,15.2
country/SDN,2014,19.8
country/SDN,2015,21.6
country/SDN,2016,20.6
country/SDN,2017,19.6
country/SDN,2018,19.5
country/SDN,2019,22.1
country/SDN,2020,26.83
country/SDN,2021,28.328
country/SDN,2022,32.137
country/SDN,2023,45.961
country/SDN,2024,47.172
country/SDN,2025,44.855
country/SDN,2026,43.727
country/SDN,2027,42.685
country/SDN,2028,41.623
country/TUN,1990,16.198
country/TUN,1991,16.223
country/TUN,1992,16.247
country/TUN,1993,16.272
country/TUN,1994,16.296
country/TUN,1995,16.177
country/TUN,1996,16.058
country/TUN,1997,15.939
country/TUN,1998,16.063
country/TUN,1999,15.982
country/TUN,2000,15.691
country/TUN,2001,15.126
country/TUN,2002,15.263
country/TUN,2003,14.514
country/TUN,2004,14.237
country/TUN,2005,12.819
country/TUN,2006,12.511
country/TUN,2007,12.397
country/TUN,2008,12.442
country/TUN,2009,13.29
country/TUN,2010,13.048
country/TUN,2011,18.889
country/TUN,2012,16.723
country/TUN,2013,15.33
country/TUN,2014,14.959
country/TUN,2015,15.39
country/TUN,2016,15.544
country/TUN,2017,15.513
country/TUN,2018,15.53
country/TUN,2019,14.889
country/TUN,2020,17.4
country/TUN,2021,16.2
country/TUN,2022,15.2
country/FJI,1986,9.551
country/FJI,1987,11.908
country/FJI,1988,12.003
country/FJI,1989,7.789
country/FJI,1990,8.172
country/FJI,1991,7.534
country/FJI,1992,6.895
country/FJI,1993,7.534
country/FJI,1994,7.278
country/FJI,1995,6.895
country/FJI,1996,3.742
country/FJI,1997,4.183
country/FJI,1998,4.628
country/FJI,1999,5.071
country/FJI,2000,5.512
country/FJI,2001,5.951
country/FJI,2002,6.388
country/FJI,2003,6.822
country/FJI,2004,7.255
country/FJI,2005,7.3
country/FJI,2006,7.7
country/FJI,2007,8.6
country/FJI,2008,8.8
country/FJI,2009,8.7
country/FJI,2010,7.1
country/FJI,2011,7.1
country/FJI,2012,6.8
country/FJI,2013,6.367
country/FJI,2014,6.2
country/FJI,2015,5.5
country/FJI,2016,5.5
country/FJI,2017,4.5
country/FJI,2018,4.5
country/FJI,2019,4.5
country/FJI,2020,13.351
country/FJI,2021,9.0
country/FJI,2022,6.5
country/FJI,2023,5.5
country/FJI,2024,5.0
country/FJI,2025,4.7
country/FJI,2026,4.5
country/FJI,2027,4.5
country/FJI,2028,4.5
country/ARM,2001,38.4
country/ARM,2002,35.3
country/ARM,2003,31.2
country/ARM,2004,31.6
country/ARM,2005,31.2
country/ARM,2006,27.8
country/ARM,2007,28.7
country/ARM,2008,16.4
country/ARM,2009,18.7
country/ARM,2010,19.0
country/ARM,2011,18.4
country/ARM,2012,17.3
country/ARM,2013,16.2
country/ARM,2014,17.6
country/ARM,2015,18.5
country/ARM,2016,18.0
country/ARM,2017,17.8
country/ARM,2018,19.0
country/ARM,2019,18.3
country/ARM,2020,18.2
country/ARM,2021,15.3
country/ARM,2022,13.0
country/ARM,2023,13.5
country/ARM,2024,14.0
country/ARM,2025,14.0
country/ARM,2026,14.0
country/ARM,2027,14.0
country/ARM,2028,14.0
country/AZE,2000,11.777
country/AZE,2001,10.913
country/AZE,2002,10.037
country/AZE,2003,9.167
country/AZE,2004,7.987
country/AZE,2005,7.256
country/AZE,2006,6.615
country/AZE,2007,6.326
country/AZE,2008,5.856
country/AZE,2009,5.742
country/AZE,2010,5.631
country/AZE,2011,5.424
country/AZE,2012,5.185
country/AZE,2013,4.973
country/AZE,2014,4.913
country/AZE,2015,4.958
country/AZE,2016,5.043
country/AZE,2017,4.961
country/AZE,2018,4.944
country/AZE,2019,4.848
country/AZE,2020,7.157
country/AZE,2021,5.952
country/AZE,2022,5.932
country/AZE,2023,5.865
country/AZE,2024,5.8
country/AZE,2025,5.735
country/AZE,2026,5.671
country/AZE,2027,5.607
country/AZE,2028,5.545
country/BLR,1993,6.281
country/BLR,1994,6.947
country/BLR,1995,7.703
country/BLR,1996,8.774
country/BLR,1997,7.6
country/BLR,1998,7.174
country/BLR,1999,6.947
country/BLR,2000,6.961
country/BLR,2001,7.096
country/BLR,2002,7.471
country/BLR,2003,7.931
country/BLR,2004,7.347
country/BLR,2005,6.57
country/BLR,2006,6.295
country/BLR,2007,5.962
country/BLR,2008,5.844
country/BLR,2009,5.808
country/BLR,2010,5.738
country/BLR,2011,5.588
country/BLR,2012,5.536
country/BLR,2013,5.436
country/BLR,2014,5.417
country/BLR,2015,5.821
country/BLR,2016,5.92
country/BLR,2017,5.684
country/BLR,2018,4.825
country/BLR,2019,4.191
country/BLR,2020,4.082
country/BLR,2021,4.309
country/BLR,2022,4.203
country/BLR,2023,4.01
country/BLR,2024,3.602
country/BLR,2025,3.504
country/BLR,2026,3.455
country/BLR,2027,3.455
country/BLR,2028,3.455
country/ALB,1980,5.028
country/ALB,1981,4.224
country/ALB,1982,2.813
country/ALB,1983,3.335
country/ALB,1984,4.41
country/ALB,1985,5.853
country/ALB,1986,5.43
country/ALB,1987,5.164
country/ALB,1988,6.033
country/ALB,1989,6.721
country/ALB,1990,8.457
country/ALB,1991,8.9
country/ALB,1992,26.5
country/ALB,1993,22.3
country/ALB,1994,18.4
country/ALB,1995,12.9
country/ALB,1996,12.3
country/ALB,1997,14.9
country/ALB,1998,17.7
country/ALB,1999,18.4
country/ALB,2000,16.8
country/ALB,2001,16.44
country/ALB,2002,15.751
country/ALB,2003,15.0
country/ALB,2004,14.4
country/ALB,2005,14.1
country/ALB,2006,13.8
country/ALB,2007,13.4
country/ALB,2008,13.1
country/ALB,2009,13.8
country/ALB,2010,14.0
country/ALB,2011,14.0
country/ALB,2012,13.4
country/ALB,2013,15.9
country/ALB,2014,17.5
country/ALB,2015,17.1
country/ALB,2016,15.2
country/ALB,2017,13.7
country/ALB,2018,12.3
country/ALB,2019,11.47
country/ALB,2020,11.675
country/ALB,2021,11.4
country/ALB,2022,11.1
country/ALB,2023,11.0
country/ALB,2024,11.0
country/ALB,2025,11.0
country/ALB,2026,11.0
country/ALB,2027,11.0
country/ALB,2028,11.0
country/GEO,1996,12.715
country/GEO,1997,7.551
country/GEO,1998,12.381
country/GEO,1999,12.628
country/GEO,2000,10.3
country/GEO,2001,11.1
country/GEO,2002,13.5
country/GEO,2003,12.7
country/GEO,2004,13.9
country/GEO,2005,15.1
country/GEO,2006,15.4
country/GEO,2007,17.4
country/GEO,2008,17.9
country/GEO,2009,18.3
country/GEO,2010,27.2
country/GEO,2011,27.2
country/GEO,2012,26.7
country/GEO,2013,26.4
country/GEO,2014,23.0
country/GEO,2015,21.9
country/GEO,2016,21.7
country/GEO,2017,21.6
country/GEO,2018,19.2
country/GEO,2019,17.6
country/GEO,2020,18.5
country/GEO,2021,20.6
country/GEO,2022,17.3
country/GEO,2023,18.4
country/GEO,2024,18.6
country/GEO,2025,18.08
country/GEO,2026,17.474
country/GEO,2027,17.979
country/GEO,2028,17.516
country/KAZ,1994,7.536
country/KAZ,1995,10.983
country/KAZ,1996,12.959
country/KAZ,1997,13.008
country/KAZ,1998,13.116
country/KAZ,1999,13.465
country/KAZ,2000,12.753
country/KAZ,2001,10.433
country/KAZ,2002,9.318
country/KAZ,2003,8.754
country/KAZ,2004,8.38
country/KAZ,2005,8.088
country/KAZ,2006,7.788
country/KAZ,2007,7.257
country/KAZ,2008,6.627
country/KAZ,2009,6.554
country/KAZ,2010,5.762
country/KAZ,2011,5.388
country/KAZ,2012,5.283
country/KAZ,2013,5.192
country/KAZ,2014,5.136
country/KAZ,2015,5.037
country/KAZ,2016,4.93
country/KAZ,2017,4.872
country/KAZ,2018,4.828
country/KAZ,2019,4.794
country/KAZ,2020,4.925
country/KAZ,2021,4.9
country/KAZ,2022,4.875
country/KAZ,2023,4.775
country/KAZ,2024,4.775
country/KAZ,2025,4.775
country/KAZ,2026,4.775
country/KAZ,2027,4.775
country/KAZ,2028,4.775
country/KGZ,1994,4.114
country/KGZ,1995,5.742
country/KGZ,1996,7.815
country/KGZ,1997,5.747
country/KGZ,1998,5.874
country/KGZ,1999,7.196
country/KGZ,2000,7.544
country/KGZ,2001,7.839
country/KGZ,2002,12.55
country/KGZ,2003,9.903
country/KGZ,2004,8.53
country/KGZ,2005,8.117
country/KGZ,2006,8.267
country/KGZ,2007,8.153
country/KGZ,2008,8.219
country/KGZ,2009,8.417
country/KGZ,2010,8.644
country/KGZ,2011,8.53
country/KGZ,2012,8.427
country/KGZ,2013,8.332
country/KGZ,2014,8.046
country/KGZ,2015,7.554
country/KGZ,2016,7.211
country/KGZ,2017,6.891
country/KGZ,2018,6.922
country/KGZ,2019,6.922
country/KGZ,2020,8.656
country/KGZ,2021,9.014
country/KGZ,2022,9.014
country/KGZ,2023,9.014
country/KGZ,2024,9.014
country/KGZ,2025,9.014
country/KGZ,2026,9.014
country/KGZ,2027,9.014
country/KGZ,2028,9.014
country/BGR,1989,0.025
country/BGR,1990,2.9
country/BGR,1991,6.78
country/BGR,1992,13.24
country/BGR,1993,15.84
country/BGR,1994,14.05
country/BGR,1995,11.37
country/BGR,1996,10.988
country/BGR,1997,14.023
country/BGR,1998,12.367
country/BGR,1999,13.79
country/BGR,2000,18.134
country/BGR,2001,17.514
country/BGR,2002,17.416
country/BGR,2003,13.857
country/BGR,2004,12.192
country/BGR,2005,10.177
country/BGR,2006,9.022
country/BGR,2007,6.935
country/BGR,2008,5.664
country/BGR,2009,6.878
country/BGR,2010,10.306
country/BGR,2011,11.35
country/BGR,2012,12.379
country/BGR,2013,13.038
country/BGR,2014,11.524
country/BGR,2015,9.233
country/BGR,2016,7.666
country/BGR,2017,6.23
country/BGR,2018,5.273
country/BGR,2019,4.275
country/BGR,2020,5.207
country/BGR,2021,5.346
country/BGR,2022,4.243
country/BGR,2023,4.6
country/BGR,2024,4.4
country/BGR,2025,4.2
country/BGR,2026,4.2
country/BGR,2027,4.2
country/BGR,2028,4.2
country/MDA,1993,2.899
country/MDA,1994,15.0
country/MDA,1995,14.4
country/MDA,1996,13.0
country/MDA,1997,12.0
country/MDA,1998,9.232
country/MDA,1999,11.118
country/MDA,2000,8.5
country/MDA,2001,7.3
country/MDA,2002,6.8
country/MDA,2003,7.9
country/MDA,2004,8.1
country/MDA,2005,7.3
country/MDA,2006,7.4
country/MDA,2007,5.1
country/MDA,2008,4.0
country/MDA,2009,6.4
country/MDA,2010,7.4
country/MDA,2011,6.7
country/MDA,2012,5.6
country/MDA,2013,5.1
country/MDA,2014,3.9
country/MDA,2015,5.025
country/MDA,2016,4.225
country/MDA,2017,4.125
country/MDA,2018,3.05
country/MDA,2019,5.125
country/MDA,2020,3.825
country/MDA,2021,3.25
country/MDA,2022,4.6
country/MDA,2023,4.931
country/MDA,2024,4.158
country/MDA,2025,4.158
country/MDA,2026,4.158
country/MDA,2027,4.158
country/MDA,2028,4.158
country/RUS,1992,5.2
country/RUS,1993,5.9
country/RUS,1994,8.1
country/RUS,1995,8.3
country/RUS,1996,9.258
country/RUS,1997,10.808
country/RUS,1998,11.875
country/RUS,1999,13.033
country/RUS,2000,10.558
country/RUS,2001,8.942
country/RUS,2002,8.042
country/RUS,2003,8.233
country/RUS,2004,7.733
country/RUS,2005,7.15
country/RUS,2006,7.05
country/RUS,2007,6.025
country/RUS,2008,6.233
country/RUS,2009,8.242
country/RUS,2010,7.358
country/RUS,2011,6.508
country/RUS,2012,5.45
country/RUS,2013,5.5
country/RUS,2014,5.158
country/RUS,2015,5.575
country/RUS,2016,5.525
country/RUS,2017,5.2
country/RUS,2018,4.8
country/RUS,2019,4.6
country/RUS,2020,5.783
country/RUS,2021,4.825
country/RUS,2022,3.942
country/RUS,2023,3.251
country/RUS,2024,3.144
country/RUS,2025,3.485
country/RUS,2026,4.225
country/RUS,2027,4.465
country/RUS,2028,4.505
country/TJK,1999,3.2
country/TJK,2000,2.6
country/TJK,2001,2.5
country/TJK,2002,2.6
country/TJK,2003,2.3
country/TJK,2004,2.2
country/TJK,2005,2.1
country/TJK,2006,2.3
country/TJK,2007,2.5
country/TJK,2008,2.3
country/TJK,2009,2.1
country/TJK,2010,2.2
country/TJK,2011,2.492
country/CHN,2017,5.0
country/CHN,2018,4.9
country/CHN,2019,5.2
country/CHN,2020,5.2
country/CHN,2021,5.1
country/CHN,2022,5.5
country/CHN,2023,5.3
country/CHN,2024,5.2
country/CHN,2025,5.2
country/CHN,2026,5.2
country/CHN,2027,5.2
country/CHN,2028,5.2
country/UKR,1995,14.8
country/UKR,1996,10.0
country/UKR,1997,9.8
country/UKR,1998,11.3
country/UKR,1999,11.9
country/UKR,2000,11.483
country/UKR,2001,10.789
country/UKR,2002,9.629
country/UKR,2003,9.057
country/UKR,2004,8.588
country/UKR,2005,7.185
country/UKR,2006,6.81
country/UKR,2007,6.351
country/UKR,2008,6.363
country/UKR,2009,8.843
country/UKR,2010,8.097
country/UKR,2011,7.856
country/UKR,2012,7.529
country/UKR,2013,7.172
country/UKR,2014,9.275
country/UKR,2015,9.143
country/UKR,2016,9.45
country/UKR,2017,9.65
country/UKR,2018,9.0
country/UKR,2019,8.5
country/UKR,2020,9.15
country/UKR,2021,9.835
country/UKR,2022,24.528
country/UKR,2023,19.367
country/UKR,2024,10.633
country/UKR,2025,9.186
country/UKR,2026,8.683
country/UKR,2027,8.435
country/UKR,2028,8.488
country/UZB,2002,5.2
country/UZB,2003,4.9
country/UZB,2004,3.6
country/UZB,2005,3.0
country/UZB,2006,5.2
country/UZB,2007,4.99
country/UZB,2008,4.893
country/UZB,2009,5.041
country/UZB,2010,5.357
country/UZB,2011,4.963
country/UZB,2012,4.874
country/UZB,2013,4.86
country/UZB,2014,5.087
country/UZB,2015,5.153
country/UZB,2016,5.163
country/UZB,2017,5.83
country/UZB,2018,9.347
country/UZB,2019,8.976
country/UZB,2020,10.531
country/UZB,2021,9.625
country/UZB,2022,8.851
country/UZB,2023,8.351
country/UZB,2024,7.851
country/UZB,2025,7.351
country/UZB,2026,6.851
country/UZB,2027,6.351
country/UZB,2028,5.851
country/CZE,1995,4.0
country/CZE,1996,3.9
country/CZE,1997,4.775
country/CZE,1998,6.491
country/CZE,1999,8.72
country/CZE,2000,8.757
country/CZE,2001,8.113
country/CZE,2002,7.27
country/CZE,2003,7.77
country/CZE,2004,8.344
country/CZE,2005,7.932
country/CZE,2006,7.128
country/CZE,2007,5.306
country/CZE,2008,4.377
country/CZE,2009,6.703
country/CZE,2010,7.284
country/CZE,2011,6.708
country/CZE,2012,6.975
country/CZE,2013,6.949
country/CZE,2014,6.111
country/CZE,2015,5.021
country/CZE,2016,3.946
country/CZE,2017,2.89
country/CZE,2018,2.102
country/CZE,2019,1.888
country/CZE,2020,2.416
country/CZE,2021,2.659
country/CZE,2022,2.08
country/CZE,2023,2.8
country/CZE,2024,2.6
country/CZE,2025,2.26
country/CZE,2026,2.16
country/CZE,2027,2.16
country/CZE,2028,2.16
country/SVK,1993,12.7
country/SVK,1994,14.6
country/SVK,1995,13.7
country/SVK,1996,12.6
country/SVK,1997,11.882
country/SVK,1998,12.725
country/SVK,1999,16.492
country/SVK,2000,18.9
country/SVK,2001,19.458
country/SVK,2002,18.825
country/SVK,2003,17.7
country/SVK,2004,18.358
country/SVK,2005,16.358
country/SVK,2006,13.442
country/SVK,2007,11.217
country/SVK,2008,9.592
country/SVK,2009,12.1
country/SVK,2010,14.417
country/SVK,2011,13.6
country/SVK,2012,13.9
country/SVK,2013,14.15
country/SVK,2014,13.125
country/SVK,2015,11.458
country/SVK,2016,9.65
country/SVK,2017,8.058
country/SVK,2018,6.517
country/SVK,2019,5.725
country/SVK,2020,6.633
country/SVK,2021,6.8
country/SVK,2022,6.167
country/SVK,2023,6.1
country/SVK,2024,5.9
country/SVK,2025,5.9
country/SVK,2026,5.9
country/SVK,2027,5.9
country/SVK,2028,5.9
country/EST,1993,6.526
country/EST,1994,7.546
country/EST,1995,9.645
country/EST,1996,9.881
country/EST,1997,9.65
country/EST,1998,9.831
country/EST,1999,12.201
country/EST,2000,14.602
country/EST,2001,13.009
country/EST,2002,11.227
country/EST,2003,10.342
country/EST,2004,10.14
country/EST,2005,8.031
country/EST,2006,5.912
country/EST,2007,4.592
country/EST,2008,5.455
country/EST,2009,13.549
country/EST,2010,16.707
country/EST,2011,12.325
country/EST,2012,10.023
country/EST,2013,8.628
country/EST,2014,7.351
country/EST,2015,6.185
country/EST,2016,6.758
country/EST,2017,5.763
country/EST,2018,5.371
country/EST,2019,4.448
country/EST,2020,6.806
country/EST,2021,6.177
country/EST,2022,5.571
country/EST,2023,6.663
country/EST,2024,7.078
country/EST,2025,6.753
country/EST,2026,6.623
country/EST,2027,6.494
country/EST,2028,6.364
country/LVA,1992,3.178
country/LVA,1993,6.951
country/LVA,1994,6.951
country/LVA,1995,6.951
country/LVA,1996,20.711
country/LVA,1997,15.167
country/LVA,1998,13.958
country/LVA,1999,14.067
country/LVA,2000,14.342
country/LVA,2001,13.475
country/LVA,2002,12.492
country/LVA,2003,11.65
country/LVA,2004,11.742
country/LVA,2005,10.042
country/LVA,2006,7.033
country/LVA,2007,6.075
country/LVA,2008,7.75
country/LVA,2009,17.55
country/LVA,2010,19.475
country/LVA,2011,16.208
country/LVA,2012,15.048
country/LVA,2013,11.868
country/LVA,2014,10.847
country/LVA,2015,9.875
country/LVA,2016,9.642
country/LVA,2017,8.715
country/LVA,2018,7.415
country/LVA,2019,6.311
country/LVA,2020,8.099
country/LVA,2021,7.557
country/LVA,2022,6.851
country/LVA,2023,6.665
country/LVA,2024,6.571
country/LVA,2025,6.478
country/LVA,2026,6.384
country/LVA,2027,6.427
country/LVA,2028,6.402
country/SRB,1997,12.26
country/SRB,1998,12.8
country/SRB,1999,13.3
country/SRB,2000,12.1
country/SRB,2001,12.2
country/SRB,2002,14.47
country/SRB,2003,16.0
country/SRB,2004,19.53
country/SRB,2005,21.83
country/SRB,2006,21.56
country/SRB,2007,18.8
country/SRB,2008,14.4
country/SRB,2009,16.9
country/SRB,2010,20.0
country/SRB,2011,23.6
country/SRB,2012,24.6
country/SRB,2013,23.0
country/SRB,2014,20.552
country/SRB,2015,18.924
country/SRB,2016,16.382
country/SRB,2017,14.493
country/SRB,2018,13.673
country/SRB,2019,11.193
country/SRB,2020,9.728
country/SRB,2021,11.008
country/SRB,2022,9.396
country/SRB,2023,9.076
country/SRB,2024,8.979
country/SRB,2025,8.836
country/SRB,2026,8.709
country/SRB,2027,8.583
country/SRB,2028,8.458
country/HUN,1980,0.607
country/HUN,1981,0.232
country/HUN,1982,0.154
country/HUN,1983,0.173
country/HUN,1984,0.117
country/HUN,1985,0.041
country/HUN,1986,0.212
country/HUN,1987,0.315
country/HUN,1988,0.463
country/HUN,1989,0.531
country/HUN,1990,2.082
country/HUN,1991,8.415
country/HUN,1992,9.303
country/HUN,1993,11.29
country/HUN,1994,10.118
country/HUN,1995,10.17
country/HUN,1996,9.89
country/HUN,1997,8.73
country/HUN,1998,7.8
country/HUN,1999,7.0
country/HUN,2000,6.433
country/HUN,2001,5.74
country/HUN,2002,5.843
country/HUN,2003,5.901
country/HUN,2004,6.122
country/HUN,2005,6.8
country/HUN,2006,7.075
country/HUN,2007,7.0
country/HUN,2008,7.425
country/HUN,2009,9.675
country/HUN,2010,10.775
country/HUN,2011,10.675
country/HUN,2012,10.675
country/HUN,2013,9.825
country/HUN,2014,7.525
country/HUN,2015,6.625
country/HUN,2016,4.975
country/HUN,2017,4.05
country/HUN,2018,3.6
country/HUN,2019,3.3
country/HUN,2020,4.125
country/HUN,2021,4.05
country/HUN,2022,3.6
country/HUN,2023,3.9
country/HUN,2024,3.844
country/HUN,2025,3.654
country/HUN,2026,3.463
country/HUN,2027,3.272
country/HUN,2028,3.3
country/LTU,1999,14.6
country/LTU,2000,16.375
country/LTU,2001,17.362
country/LTU,2002,13.737
country/LTU,2003,12.441
country/LTU,2004,10.884
country/LTU,2005,8.324
country/LTU,2006,5.778
country/LTU,2007,4.248
country/LTU,2008,5.827
country/LTU,2009,13.787
country/LTU,2010,17.814
country/LTU,2011,15.39
country/LTU,2012,13.366
country/LTU,2013,11.77
country/LTU,2014,10.699
country/LTU,2015,9.119
country/LTU,2016,7.861
country/LTU,2017,7.073
country/LTU,2018,6.146
country/LTU,2019,6.254
country/LTU,2020,8.488
country/LTU,2021,7.113
country/LTU,2022,5.925
country/LTU,2023,6.5
country/LTU,2024,6.3
country/LTU,2025,6.1
country/LTU,2026,6.0
country/LTU,2027,6.0
country/LTU,2028,6.0
country/MNG,2007,11.3
country/MNG,2008,9.2
country/MNG,2009,11.6
country/MNG,2010,9.9
country/MNG,2011,7.7
country/MNG,2012,8.2
country/MNG,2013,7.9
country/MNG,2014,7.9
country/MNG,2015,7.5
country/MNG,2016,10.0
country/MNG,2017,8.8
country/MNG,2018,7.8
country/MNG,2019,10.0
country/MNG,2020,7.0
country/MNG,2021,8.1
country/MNG,2022,7.29
country/MNG,2023,6.561
country/MNG,2024,5.905
country/MNG,2025,5.314
country/MNG,2026,5.0
country/MNG,2027,5.0
country/MNG,2028,5.0
