dcid,year,inflationPercentAverageConsumerPrices
country/SEN,1982,17.384
country/SEN,1983,11.707
country/SEN,1984,11.742
country/SEN,1985,13.041
country/SEN,1986,6.122
country/SEN,1987,4.13
country/SEN,1988,1.823
country/SEN,1989,0.449
country/SEN,1990,0.325
country/SEN,1991,1.754
country/SEN,1992,0.007
country/SEN,1993,0.744
country/SEN,1994,32.104
country/SEN,1995,8.076
country/SEN,1996,2.835
country/SEN,1997,1.784
country/SEN,1998,0.989
country/SEN,1999,0.818
country/SEN,2000,0.754
country/SEN,2001,3.053
country/SEN,2002,2.398
country/SEN,2003,0.048
country/SEN,2004,0.515
country/SEN,2005,1.707
country/SEN,2006,2.114
country/SEN,2007,5.863
country/SEN,2008,6.335
country/SEN,2009,2.248
country/SEN,2010,1.228
country/SEN,2011,3.404
country/SEN,2012,1.417
country/SEN,2013,0.71
country/SEN,2014,1.089
country/SEN,2015,0.858
country/SEN,2016,1.192
country/SEN,2017,1.143
country/SEN,2018,0.455
country/SEN,2019,1.02
country/SEN,2020,2.529
country/SEN,2021,2.178
country/SEN,2022,9.689
country/SEN,2023,6.083
country/SEN,2024,3.312
country/SEN,2025,2.044
country/SEN,2026,2.0
country/SEN,2027,2.0
country/SEN,2028,12.405
country/SLE,1980,12.867
country/SLE,1981,23.369
country/SLE,1982,26.89
country/SLE,1983,68.526
country/SLE,1984,66.575
country/SLE,1985,76.576
country/SLE,1986,80.867
country/SLE,1987,178.7
country/SLE,1988,34.287
country/SLE,1989,60.8
country/SLE,1990,110.946
country/SLE,1991,102.695
country/SLE,1992,65.5
country/SLE,1993,22.202
country/SLE,1994,24.199
country/SLE,1995,25.987
country/SLE,1996,23.137
country/SLE,1997,14.559
country/SLE,1998,35.986
country/SLE,1999,34.092
country/SLE,2000,0.918
country/SLE,2001,2.568
country/SLE,2002,0.121
country/SLE,2003,3.991
country/SLE,2004,12.922
country/SLE,2005,13.702
country/SLE,2006,10.533
country/SLE,2007,16.978
country/SLE,2008,8.211
country/SLE,2009,7.469
country/SLE,2010,7.186
country/SLE,2011,6.791
country/SLE,2012,6.588
country/SLE,2013,5.524
country/SLE,2014,4.639
country/SLE,2015,6.689
country/SLE,2016,10.886
country/SLE,2017,18.222
country/SLE,2018,16.03
country/SLE,2019,14.805
country/SLE,2020,13.447
country/SLE,2021,11.874
country/SLE,2022,27.209
country/SLE,2023,42.886
country/SLE,2024,29.75
country/SLE,2025,19.25
country/SLE,2026,14.55
country/SLE,2027,11.05
country/SLE,2028,8.9
country/SOM,2013,2.8
country/SOM,2014,1.3
country/SOM,2015,0.913
country/SOM,2016,0.024
country/SOM,2017,3.957
country/SOM,2018,4.266
country/SOM,2019,4.517
country/SOM,2020,4.304
country/SOM,2021,4.62
country/SOM,2022,6.785
country/SOM,2023,5.7
country/SOM,2024,4.1
country/SOM,2025,3.8
country/SOM,2026,3.6
country/SOM,2027,3.4
country/SOM,2028,3.2
country/NAM,1991,13.512
country/NAM,1992,21.551
country/NAM,1993,9.329
country/NAM,1994,12.056
country/NAM,1995,11.123
country/NAM,1996,8.704
country/NAM,1997,9.679
country/NAM,1998,6.617
country/NAM,1999,9.382
country/NAM,2000,10.215
country/NAM,2001,10.212
country/NAM,2002,12.716
country/NAM,2003,7.215
country/NAM,2004,4.137
country/NAM,2005,2.282
country/NAM,2006,4.961
country/NAM,2007,6.548
country/NAM,2008,9.095
country/NAM,2009,9.452
country/NAM,2010,4.875
country/NAM,2011,5.006
country/NAM,2012,6.722
country/NAM,2013,5.601
country/NAM,2014,5.348
country/NAM,2015,3.396
country/NAM,2016,6.727
country/NAM,2017,6.147
country/NAM,2018,4.294
country/NAM,2019,3.721
country/NAM,2020,2.209
country/NAM,2021,3.62
country/NAM,2022,6.077
country/NAM,2023,6.0
country/NAM,2024,4.855
country/NAM,2025,4.855
country/NAM,2026,4.855
country/NAM,2027,4.855
country/NAM,2028,4.855
country/SDN,1980,26.531
country/SDN,1981,24.019
country/SDN,1982,26.608
country/SDN,1983,30.566
country/SDN,1984,33.659
country/SDN,1985,45.625
country/SDN,1986,59.996
country/SDN,1987,26.512
country/SDN,1988,62.864
country/SDN,1989,65.338
country/SDN,1990,0.874
country/SDN,1991,123.578
country/SDN,1992,117.624
country/SDN,1993,101.305
country/SDN,1994,115.478
country/SDN,1995,68.375
country/SDN,1996,86.764
country/SDN,1997,47.169
country/SDN,1998,24.622
country/SDN,1999,17.166
country/SDN,2000,7.121
country/SDN,2001,1.935
country/SDN,2002,22.225
country/SDN,2003,6.489
country/SDN,2004,9.658
country/SDN,2005,8.506
country/SDN,2006,7.199
country/SDN,2007,14.754
country/SDN,2008,14.297
country/SDN,2009,11.257
country/SDN,2010,12.978
country/SDN,2011,18.097
country/SDN,2012,35.559
country/SDN,2013,36.522
country/SDN,2014,36.907
country/SDN,2015,16.91
country/SDN,2016,17.75
country/SDN,2017,32.352
country/SDN,2018,63.293
country/SDN,2019,50.994
country/SDN,2020,163.258
country/SDN,2021,359.092
country/SDN,2022,138.808
country/SDN,2023,256.172
country/SDN,2024,152.429
country/SDN,2025,76.527
country/SDN,2026,53.442
country/SDN,2027,41.096
country/SDN,2028,38.985
country/SSD,2012,42.357
country/SSD,2013,2.742
country/SSD,2014,4.252
country/SSD,2015,52.988
country/SSD,2016,346.054
country/SSD,2017,212.999
country/SSD,2018,83.396
country/SSD,2019,49.288
country/SSD,2020,23.984
country/SSD,2021,30.229
country/SSD,2022,3.21
country/SSD,2023,16.29
country/SSD,2024,13.595
country/SSD,2025,8.911
country/SSD,2026,7.915
country/SSD,2027,7.784
country/SSD,2028,7.894
country/SWZ,1980,18.2
country/SWZ,1981,20.056
country/SWZ,1982,10.807
country/SWZ,1983,11.568
country/SWZ,1984,12.94
country/SWZ,1985,20.463
country/SWZ,1986,13.737
country/SWZ,1987,13.377
country/SWZ,1988,20.395
country/SWZ,1989,7.546
country/SWZ,1990,13.092
country/SWZ,1991,8.934
country/SWZ,1992,7.558
country/SWZ,1993,12.023
country/SWZ,1994,13.769
country/SWZ,1995,12.289
country/SWZ,1996,6.425
country/SWZ,1997,7.945
country/SWZ,1998,7.51
country/SWZ,1999,5.862
country/SWZ,2000,9.911
country/SWZ,2001,7.489
country/SWZ,2002,11.869
country/SWZ,2003,7.276
country/SWZ,2004,3.47
country/SWZ,2005,4.895
country/SWZ,2006,5.195
country/SWZ,2007,8.076
country/SWZ,2008,12.657
country/SWZ,2009,7.448
country/SWZ,2010,4.509
country/SWZ,2011,6.107
country/SWZ,2012,8.94
country/SWZ,2013,5.621
country/SWZ,2014,5.681
country/SWZ,2015,4.951
country/SWZ,2016,7.847
country/SWZ,2017,6.221
country/SWZ,2018,4.815
country/SWZ,2019,2.598
country/SWZ,2020,3.872
country/SWZ,2021,3.719
country/SWZ,2022,4.802
country/SWZ,2023,5.467
country/SWZ,2024,4.966
country/SWZ,2025,4.261
country/SWZ,2026,4.025
country/SWZ,2027,4.296
country/SWZ,2028,4.296
country/TZA,1980,30.2
country/TZA,1981,25.7
country/TZA,1982,28.9
country/TZA,1983,27.1
country/TZA,1984,36.1
country/TZA,1985,33.3
country/TZA,1986,32.4
country/TZA,1987,29.9
country/TZA,1988,31.2
country/TZA,1989,25.8
country/TZA,1990,36.4
country/TZA,1991,25.2
country/TZA,1992,20.7
country/TZA,1993,26.1
country/TZA,1994,37.9
country/TZA,1995,26.77
country/TZA,1996,21.049
country/TZA,1997,16.138
country/TZA,1998,12.778
country/TZA,1999,7.889
country/TZA,2000,5.956
country/TZA,2001,5.147
country/TZA,2002,4.555
country/TZA,2003,4.429
country/TZA,2004,4.138
country/TZA,2005,4.359
country/TZA,2006,7.251
country/TZA,2007,7.028
country/TZA,2008,10.276
country/TZA,2009,12.144
country/TZA,2010,7.192
country/TZA,2011,12.691
country/TZA,2012,16.001
country/TZA,2013,7.87
country/TZA,2014,6.132
country/TZA,2015,5.588
country/TZA,2016,5.17
country/TZA,2017,5.319
country/TZA,2018,3.509
country/TZA,2019,3.448
country/TZA,2020,3.289
country/TZA,2021,3.69
country/TZA,2022,4.35
country/TZA,2023,4.036
country/TZA,2024,4.038
country/TZA,2025,4.026
country/TZA,2026,4.012
country/TZA,2027,4.007
country/TZA,2028,4.03
country/TGO,1980,12.32
country/TGO,1981,19.716
country/TGO,1982,11.13
country/TGO,1983,9.355
country/TGO,1984,3.527
country/TGO,1985,1.815
country/TGO,1986,4.125
country/TGO,1987,0.054
country/TGO,1988,0.151
country/TGO,1989,0.951
country/TGO,1990,1.13
country/TGO,1991,0.238
country/TGO,1992,1.622
country/TGO,1993,0.089
country/TGO,1994,35.259
country/TGO,1995,15.797
country/TGO,1996,4.596
country/TGO,1997,5.307
country/TGO,1998,0.975
country/TGO,1999,0.053
country/TGO,2000,1.567
country/TGO,2001,5.074
country/TGO,2002,2.73
country/TGO,2003,0.932
country/TGO,2004,0.677
country/TGO,2005,5.295
country/TGO,2006,1.082
country/TGO,2007,0.433
country/TGO,2008,7.69
country/TGO,2009,4.067
country/TGO,2010,0.212
country/TGO,2011,3.558
country/TGO,2012,2.639
country/TGO,2013,1.763
country/TGO,2014,0.187
country/TGO,2015,1.79
country/TGO,2016,0.857
country/TGO,2017,0.215
country/TGO,2018,0.928
country/TGO,2019,0.687
country/TGO,2020,1.831
country/TGO,2021,4.548
country/TGO,2022,7.616
country/TGO,2023,5.022
country/TGO,2024,2.817
country/TGO,2025,2.042
country/TGO,2026,1.953
country/TGO,2027,2.0
country/TGO,2028,1.7
country/TUN,1980,10.011
country/TUN,1981,8.903
country/TUN,1982,13.673
country/TUN,1983,8.972
country/TUN,1984,8.596
country/TUN,1985,7.551
country/TUN,1986,6.159
country/TUN,1987,8.224
country/TUN,1988,7.156
country/TUN,1989,7.722
country/TUN,1990,6.502
country/TUN,1991,7.693
country/TUN,1992,5.518
country/TUN,1993,4.04
country/TUN,1994,5.423
country/TUN,1995,6.232
country/TUN,1996,3.733
country/TUN,1997,3.599
country/TUN,1998,3.102
country/TUN,1999,2.768
country/TUN,2000,2.77
country/TUN,2001,1.945
country/TUN,2002,2.714
country/TUN,2003,2.72
country/TUN,2004,3.692
country/TUN,2005,1.962
country/TUN,2006,4.143
country/TUN,2007,3.421
country/TUN,2008,4.915
country/TUN,2009,3.541
country/TUN,2010,4.361
country/TUN,2011,3.24
country/TUN,2012,4.612
country/TUN,2013,5.316
country/TUN,2014,4.626
country/TUN,2015,4.437
country/TUN,2016,3.629
country/TUN,2017,5.309
country/TUN,2018,7.308
country/TUN,2019,6.722
country/TUN,2020,5.635
country/TUN,2021,5.707
country/TUN,2022,8.308
country/TUN,2023,9.409
country/TUN,2024,9.794
country/TUN,2025,8.691
country/TUN,2026,7.721
country/TUN,2027,7.419
country/TUN,2028,5.602
country/UGA,1980,99.203
country/UGA,1981,100.0
country/UGA,1982,100.0
country/UGA,1983,150.0
country/UGA,1984,16.711
country/UGA,1985,100.0
country/UGA,1986,143.8
country/UGA,1987,215.4
country/UGA,1988,166.7
country/UGA,1989,130.8
country/UGA,1990,45.4
country/UGA,1991,20.819
country/UGA,1992,42.248
country/UGA,1993,29.969
country/UGA,1994,5.85
country/UGA,1995,6.787
country/UGA,1996,7.516
country/UGA,1997,7.729
country/UGA,1998,5.834
country/UGA,1999,5.759
country/UGA,2000,3.382
country/UGA,2001,1.922
country/UGA,2002,0.3
country/UGA,2003,8.71
country/UGA,2004,3.666
country/UGA,2005,8.602
country/UGA,2006,7.219
country/UGA,2007,6.09
country/UGA,2008,12.044
country/UGA,2009,13.017
country/UGA,2010,3.983
country/UGA,2011,18.659
country/UGA,2012,14.011
country/UGA,2013,5.467
country/UGA,2014,4.29
country/UGA,2015,3.692
country/UGA,2016,5.169
country/UGA,2017,5.576
country/UGA,2018,2.549
country/UGA,2019,2.137
country/UGA,2020,2.758
country/UGA,2021,2.207
country/UGA,2022,7.192
country/UGA,2023,5.752
country/UGA,2024,4.653
country/UGA,2025,4.978
country/UGA,2026,4.988
country/UGA,2027,5.0
country/UGA,2028,5.0
country/BFA,1980,12.259
country/BFA,1981,7.556
country/BFA,1982,12.058
country/BFA,1983,8.346
country/BFA,1984,4.847
country/BFA,1985,7.054
country/BFA,1986,2.7
country/BFA,1987,2.85
country/BFA,1988,4.191
country/BFA,1989,0.322
country/BFA,1990,0.807
country/BFA,1991,2.502
country/BFA,1992,1.991
country/BFA,1993,0.614
country/BFA,1994,24.72
country/BFA,1995,7.772
country/BFA,1996,6.109
country/BFA,1997,2.929
country/BFA,1998,4.911
country/BFA,1999,1.08
country/BFA,2000,0.169
country/BFA,2001,4.727
country/BFA,2002,2.3
country/BFA,2003,2.04
country/BFA,2004,0.4
country/BFA,2005,6.409
country/BFA,2006,2.336
country/BFA,2007,0.233
country/BFA,2008,10.668
country/BFA,2009,0.864
country/BFA,2010,0.608
country/BFA,2011,2.769
country/BFA,2012,3.817
country/BFA,2013,0.525
country/BFA,2014,0.258
country/BFA,2015,1.653
country/BFA,2016,0.441
country/BFA,2017,1.483
country/BFA,2018,1.956
country/BFA,2019,3.233
country/BFA,2020,1.885
country/BFA,2021,3.908
country/BFA,2022,14.07
country/BFA,2023,1.4
country/BFA,2024,3.0
country/BFA,2025,2.0
country/BFA,2026,2.0
country/BFA,2027,2.0
country/BFA,2028,2.0
country/ZMB,1980,11.729
country/ZMB,1981,13.997
country/ZMB,1982,12.495
country/ZMB,1983,19.692
country/ZMB,1984,20.019
country/ZMB,1985,37.43
country/ZMB,1986,47.986
country/ZMB,1987,43.035
country/ZMB,1988,45.818
country/ZMB,1989,113.161
country/ZMB,1990,93.873
country/ZMB,1991,85.28
country/ZMB,1992,146.714
country/ZMB,1993,158.403
country/ZMB,1994,46.073
country/ZMB,1995,31.456
country/ZMB,1996,38.581
country/ZMB,1997,21.418
country/ZMB,1998,22.664
country/ZMB,1999,23.861
country/ZMB,2000,24.091
country/ZMB,2001,21.357
country/ZMB,2002,22.239
country/ZMB,2003,21.4
country/ZMB,2004,17.969
country/ZMB,2005,18.325
country/ZMB,2006,9.017
country/ZMB,2007,10.655
country/ZMB,2008,12.449
country/ZMB,2009,13.392
country/ZMB,2010,8.5
country/ZMB,2011,8.658
country/ZMB,2012,6.575
country/ZMB,2013,6.978
country/ZMB,2014,7.811
country/ZMB,2015,10.107
country/ZMB,2016,17.87
country/ZMB,2017,6.577
country/ZMB,2018,7.495
country/ZMB,2019,9.151
country/ZMB,2020,15.733
country/ZMB,2021,22.021
country/ZMB,2022,10.993
country/ZMB,2023,10.624
country/ZMB,2024,9.645
country/ZMB,2025,7.47
country/ZMB,2026,7.0
country/ZMB,2027,7.0
country/ZMB,2028,7.0
country/SLB,1980,8.25
country/SLB,1981,13.144
country/SLB,1982,12.998
country/SLB,1983,6.95
country/SLB,1984,10.922
country/SLB,1985,9.409
country/SLB,1986,13.1
country/SLB,1987,11.494
country/SLB,1988,16.812
country/SLB,1989,14.936
country/SLB,1990,8.7
country/SLB,1991,15.0
country/SLB,1992,10.8
country/SLB,1993,9.2
country/SLB,1994,13.294
country/SLB,1995,9.612
country/SLB,1996,11.773
country/SLB,1997,8.065
country/SLB,1998,12.355
country/SLB,1999,7.953
country/SLB,2000,6.928
country/SLB,2001,7.628
country/SLB,2002,9.366
country/SLB,2003,10.077
country/SLB,2004,6.916
country/SLB,2005,7.53
country/SLB,2006,11.235
country/SLB,2007,7.654
country/SLB,2008,17.338
country/SLB,2009,7.166
country/SLB,2010,0.905
country/SLB,2011,7.418
country/SLB,2012,5.914
country/SLB,2013,5.249
country/SLB,2014,5.296
country/SLB,2015,0.569
country/SLB,2016,0.497
country/SLB,2017,0.503
country/SLB,2018,3.475
country/SLB,2019,1.635
country/SLB,2020,2.964
country/SLB,2021,0.108
country/SLB,2022,5.507
country/SLB,2023,4.934
country/SLB,2024,3.989
country/SLB,2025,3.428
country/SLB,2026,3.307
country/SLB,2027,3.301
country/SLB,2028,3.236
country/FJI,1980,14.464
country/FJI,1981,11.2
country/FJI,1982,7.014
country/FJI,1983,6.807
country/FJI,1984,5.271
country/FJI,1985,4.41
country/FJI,1986,1.79
country/FJI,1987,5.664
country/FJI,1988,11.758
country/FJI,1989,6.189
country/FJI,1990,8.191
country/FJI,1991,6.497
country/FJI,1992,4.883
country/FJI,1993,5.207
country/FJI,1994,0.8
country/FJI,1995,2.183
country/FJI,1996,3.01
country/FJI,1997,3.393
country/FJI,1998,5.743
country/FJI,1999,1.983
country/FJI,2000,1.099
country/FJI,2001,4.264
country/FJI,2002,0.722
country/FJI,2003,4.22
country/FJI,2004,2.827
country/FJI,2005,2.303
country/FJI,2006,2.483
country/FJI,2007,4.811
country/FJI,2008,7.726
country/FJI,2009,3.655
country/FJI,2010,3.689
country/FJI,2011,7.282
country/FJI,2012,3.416
country/FJI,2013,2.909
country/FJI,2014,0.519
country/FJI,2015,1.375
country/FJI,2016,3.863
country/FJI,2017,3.348
country/FJI,2018,4.081
country/FJI,2019,1.773
country/FJI,2020,2.595
country/FJI,2021,0.156
country/FJI,2022,4.32
country/FJI,2023,3.0
country/FJI,2024,3.5
country/FJI,2025,2.6
country/FJI,2026,2.8
country/FJI,2027,3.0
country/FJI,2028,3.0
country/KIR,1980,16.1
country/KIR,1981,7.7
country/KIR,1982,5.486
country/KIR,1983,6.311
country/KIR,1984,5.442
country/KIR,1985,4.491
country/KIR,1986,6.607
country/KIR,1987,10.211
country/KIR,1988,1.135
country/KIR,1989,5.609
country/KIR,1990,3.951
country/KIR,1991,6.077
country/KIR,1992,4.217
country/KIR,1993,6.109
country/KIR,1994,4.0
country/KIR,1995,4.1
country/KIR,1996,1.667
country/KIR,1997,2.554
country/KIR,1998,3.668
country/KIR,1999,1.755
country/KIR,2000,0.377
country/KIR,2001,6.002
country/KIR,2002,3.176
country/KIR,2003,1.633
country/KIR,2004,0.74
country/KIR,2005,0.351
country/KIR,2006,0.985
country/KIR,2007,3.579
country/KIR,2008,13.665
country/KIR,2009,9.816
country/KIR,2010,3.9
country/KIR,2011,1.497
country/KIR,2012,3.046
country/KIR,2013,1.488
country/KIR,2014,2.104
country/KIR,2015,0.572
country/KIR,2016,1.917
country/KIR,2017,0.356
country/KIR,2018,0.564
country/KIR,2019,1.813
country/KIR,2020,2.553
country/KIR,2021,2.054
country/KIR,2022,5.34
country/KIR,2023,9.0
country/KIR,2024,3.5
country/KIR,2025,2.1
country/KIR,2026,1.9
country/KIR,2027,1.8
country/KIR,2028,1.8
country/NRU,2005,8.662
country/NRU,2006,19.302
country/NRU,2007,5.601
country/NRU,2008,1.035
country/NRU,2009,22.422
country/NRU,2010,1.968
country/NRU,2011,3.37
country/NRU,2012,0.262
country/NRU,2013,1.105
country/NRU,2014,0.275
country/NRU,2015,9.784
country/NRU,2016,8.15
country/NRU,2017,5.082
country/NRU,2018,14.426
country/NRU,2019,4.212
country/NRU,2020,0.971
country/NRU,2021,2.015
country/NRU,2022,4.802
country/NRU,2023,6.123
country/NRU,2024,4.985
country/NRU,2025,3.72
country/NRU,2026,2.977
country/NRU,2027,2.35
country/NRU,2028,1.918
country/VUT,1980,11.24
country/VUT,1981,26.846
country/VUT,1982,6.673
country/VUT,1983,1.653
country/VUT,1984,5.516
country/VUT,1985,1.066
country/VUT,1986,4.766
country/VUT,1987,16.039
country/VUT,1988,8.76
country/VUT,1989,7.748
country/VUT,1990,4.759
country/VUT,1991,6.469
country/VUT,1992,4.058
country/VUT,1993,3.566
country/VUT,1994,2.303
country/VUT,1995,2.23
country/VUT,1996,0.926
country/VUT,1997,2.813
country/VUT,1998,3.556
country/VUT,1999,1.999
country/VUT,2000,2.538
country/VUT,2001,3.578
country/VUT,2002,1.964
country/VUT,2003,3.016
country/VUT,2004,1.419
country/VUT,2005,1.199
country/VUT,2006,2.041
country/VUT,2007,3.935
country/VUT,2008,4.842
country/VUT,2009,4.297
country/VUT,2010,2.763
country/VUT,2011,0.874
country/VUT,2012,1.347
country/VUT,2013,1.459
country/VUT,2014,0.799
country/VUT,2015,2.483
country/VUT,2016,0.842
country/VUT,2017,3.067
country/VUT,2018,2.381
country/VUT,2019,2.713
country/VUT,2020,5.346
country/VUT,2021,2.343
country/VUT,2022,6.986
country/VUT,2023,9.292
country/VUT,2024,5.669
country/VUT,2025,4.688
country/VUT,2026,3.38
country/VUT,2027,2.982
country/VUT,2028,2.982
country/PNG,1980,12.064
country/PNG,1981,8.054
country/PNG,1982,5.535
country/PNG,1983,7.902
country/PNG,1984,7.421
country/PNG,1985,3.71
country/PNG,1986,5.454
country/PNG,1987,3.337
country/PNG,1988,5.445
country/PNG,1989,4.48
country/PNG,1990,6.953
country/PNG,1991,6.966
country/PNG,1992,4.31
country/PNG,1993,4.977
country/PNG,1994,2.849
country/PNG,1995,17.281
country/PNG,1996,11.632
country/PNG,1997,3.943
country/PNG,1998,13.59
country/PNG,1999,14.932
country/PNG,2000,15.596
country/PNG,2001,9.298
country/PNG,2002,11.799
country/PNG,2003,14.709
country/PNG,2004,2.159
country/PNG,2005,1.781
country/PNG,2006,2.368
country/PNG,2007,0.911
country/PNG,2008,10.767
country/PNG,2009,6.913
country/PNG,2010,5.102
country/PNG,2011,4.441
country/PNG,2012,4.537
country/PNG,2013,4.96
country/PNG,2014,5.222
country/PNG,2015,5.996
country/PNG,2016,6.674
country/PNG,2017,5.422
country/PNG,2018,4.412
country/PNG,2019,3.892
country/PNG,2020,4.872
country/PNG,2021,4.483
country/PNG,2022,5.253
country/PNG,2023,4.999
country/PNG,2024,4.9
country/PNG,2025,4.8
country/PNG,2026,4.8
country/PNG,2027,4.6
country/PNG,2028,4.5
country/WSM,1980,33.05
country/WSM,1981,20.51
country/WSM,1982,18.3
country/WSM,1983,16.46
country/WSM,1984,11.86
country/WSM,1985,9.091
country/WSM,1986,2.682
country/WSM,1987,11.161
country/WSM,1988,3.192
country/WSM,1989,12.25
country/WSM,1990,8.483
country/WSM,1991,1.82
country/WSM,1992,9.034
country/WSM,1993,1.709
country/WSM,1994,12.087
country/WSM,1995,2.926
country/WSM,1996,5.418
country/WSM,1997,6.9
country/WSM,1998,5.4
country/WSM,1999,0.373
country/WSM,2000,0.165
country/WSM,2001,1.891
country/WSM,2002,7.43
country/WSM,2003,4.367
country/WSM,2004,7.847
country/WSM,2005,7.821
country/WSM,2006,3.231
country/WSM,2007,4.482
country/WSM,2008,6.267
country/WSM,2009,14.642
country/WSM,2010,0.201
country/WSM,2011,2.875
country/WSM,2012,6.191
country/WSM,2013,0.207
country/WSM,2014,1.238
country/WSM,2015,1.923
country/WSM,2016,0.073
country/WSM,2017,1.346
country/WSM,2018,3.683
country/WSM,2019,2.189
country/WSM,2020,1.48
country/WSM,2021,3.01
country/WSM,2022,8.747
country/WSM,2023,11.981
country/WSM,2024,5.0
country/WSM,2025,4.0
country/WSM,2026,3.0
country/WSM,2027,3.0
country/WSM,2028,3.0
country/TON,1980,7.348
country/TON,1981,14.9
country/TON,1982,10.879
country/TON,1983,9.733
country/TON,1984,7.908
country/TON,1985,5.201
country/TON,1986,29.867
country/TON,1987,7.697
country/TON,1988,10.326
country/TON,1989,3.968
country/TON,1990,5.632
country/TON,1991,13.921
country/TON,1992,8.597
country/TON,1993,1.81
country/TON,1994,3.922
country/TON,1995,0.48
country/TON,1996,2.674
country/TON,1997,0.568
country/TON,1998,2.868
country/TON,1999,3.922
country/TON,2000,4.932
country/TON,2001,7.252
country/TON,2002,9.988
country/TON,2003,10.669
country/TON,2004,11.759
country/TON,2005,9.982
country/TON,2006,7.246
country/TON,2007,5.04
country/TON,2008,9.616
country/TON,2009,5.481
country/TON,2010,1.674
country/TON,2011,6.02
country/TON,2012,3.285
country/TON,2013,0.675
country/TON,2014,2.286
country/TON,2015,0.054
country/TON,2016,0.621
country/TON,2017,7.201
country/TON,2018,6.782
country/TON,2019,3.286
country/TON,2020,0.423
country/TON,2021,1.414
country/TON,2022,8.52
country/TON,2023,10.172
country/TON,2024,5.8
country/TON,2025,4.126
country/TON,2026,3.438
country/TON,2027,3.22
country/TON,2028,3.413
country/MHL,2004,2.014
country/MHL,2005,3.489
country/MHL,2006,5.26
country/MHL,2007,2.627
country/MHL,2008,14.669
country/MHL,2009,0.48
country/MHL,2010,1.77
country/MHL,2011,5.352
country/MHL,2012,4.34
country/MHL,2013,1.851
country/MHL,2014,1.098
country/MHL,2015,2.237
country/MHL,2016,1.507
country/MHL,2017,0.05
country/MHL,2018,0.802
country/MHL,2019,0.11
country/MHL,2020,0.658
country/MHL,2021,2.247
country/MHL,2022,3.234
country/MHL,2023,5.198
country/MHL,2024,2.797
country/MHL,2025,2.296
country/MHL,2026,2.0
country/MHL,2027,2.0
country/MHL,2028,2.0
country/FSM,1996,2.796
country/FSM,1997,2.667
country/FSM,1998,1.633
country/FSM,1999,1.919
country/FSM,2000,1.839
country/FSM,2001,1.317
country/FSM,2002,0.159
country/FSM,2003,0.245
country/FSM,2004,1.745
country/FSM,2005,4.087
country/FSM,2006,4.396
country/FSM,2007,3.639
country/FSM,2008,6.572
country/FSM,2009,8.154
country/FSM,2010,3.618
country/FSM,2011,3.851
country/FSM,2012,6.302
country/FSM,2013,2.138
country/FSM,2014,0.724
country/FSM,2015,0.034
country/FSM,2016,0.916
country/FSM,2017,0.098
country/FSM,2018,1.04
country/FSM,2019,2.209
country/FSM,2020,0.964
country/FSM,2021,1.772
country/FSM,2022,5.02
country/FSM,2023,5.341
country/FSM,2024,4.098
country/FSM,2025,2.925
country/FSM,2026,2.333
country/FSM,2027,2.016
country/FSM,2028,2.008
country/TUV,2001,1.531
country/TUV,2002,5.051
country/TUV,2003,2.914
country/TUV,2004,2.369
country/TUV,2005,3.221
country/TUV,2006,4.19
country/TUV,2007,2.285
country/TUV,2008,10.443
country/TUV,2009,0.283
country/TUV,2010,1.853
country/TUV,2011,0.5
country/TUV,2012,1.415
country/TUV,2013,2.02
country/TUV,2014,1.124
country/TUV,2015,3.14
country/TUV,2016,3.492
country/TUV,2017,4.087
country/TUV,2018,2.16
country/TUV,2019,3.492
country/TUV,2020,1.855
country/TUV,2021,6.212
country/TUV,2022,11.477
country/TUV,2023,6.207
country/TUV,2024,3.842
country/TUV,2025,3.431
country/TUV,2026,3.209
country/TUV,2027,2.944
country/TUV,2028,2.835
country/ARM,1993,3731.8
country/ARM,1994,5273.449
country/ARM,1995,176.743
country/ARM,1996,18.653
country/ARM,1997,14.034
country/ARM,1998,8.687
country/ARM,1999,0.723
country/ARM,2000,0.774
country/ARM,2001,3.16
country/ARM,2002,1.038
country/ARM,2003,4.682
country/ARM,2004,6.889
country/ARM,2005,0.569
country/ARM,2006,2.899
country/ARM,2007,4.409
country/ARM,2008,9.115
country/ARM,2009,3.516
country/ARM,2010,8.152
country/ARM,2011,7.494
country/ARM,2012,2.492
country/ARM,2013,5.714
country/ARM,2014,3.02
country/ARM,2015,3.696
country/ARM,2016,1.424
country/ARM,2017,1.189
country/ARM,2018,2.486
country/ARM,2019,1.443
country/ARM,2020,1.226
country/ARM,2021,7.202
country/ARM,2022,8.649
country/ARM,2023,3.469
country/ARM,2024,3.988
country/ARM,2025,3.961
country/ARM,2026,3.95
country/ARM,2027,3.95
country/ARM,2028,3.95
country/AZE,1993,1129.7
country/AZE,1994,1664.0
country/AZE,1995,411.76
country/AZE,1996,19.795
country/AZE,1997,3.674
country/AZE,1998,0.773
country/AZE,1999,8.525
country/AZE,2000,1.805
country/AZE,2001,1.768
country/AZE,2002,2.758
country/AZE,2003,2.121
country/AZE,2004,6.709
country/AZE,2005,9.577
country/AZE,2006,8.3
country/AZE,2007,16.713
country/AZE,2008,20.807
country/AZE,2009,1.46
country/AZE,2010,5.725
country/AZE,2011,7.875
country/AZE,2012,1.075
country/AZE,2013,2.408
country/AZE,2014,1.367
country/AZE,2015,4.04
