sentence,dcid
does the country have a national strategy for youth employment?,dc/topic/sdg_8.b.1
does the us have a national employment strategy that includes youth employment?,dc/topic/sdg_8.b.1
does the us have a national strategy for youth employment?,dc/topic/sdg_8.b.1
double the rate of improvement in energy efficiency by 2030,dc/topic/sdg_7.3
double the share of exports from least developed countries by 2020,dc/topic/sdg_17.11
drastically increase the amount of renewable energy used in the world by 2030,dc/topic/sdg_7.2
"drastically reduce the amount of waste we produce by preventing it from being created in the first place, reducing the amount of waste we do create, recycling what we can, and reusing what we can",dc/topic/sdg_12.5
economic dashboard,dc/topic/sdg_17.13.1
economic growth,dc/topic/sdg_8
economic growth that benefits everyone,dc/topic/sdg_8
economic growth that provides decent work for all,dc/topic/sdg_8
economic overview,dc/topic/sdg_17.13.1
economic report,dc/topic/sdg_17.13.1
economical and eco-friendly power,dc/topic/sdg_7
education,dc/topic/sdg_4
electricity access,dc/topic/sdg_7.1.1
"eliminate aids, tuberculosis, malaria, and neglected tropical diseases by 2030",dc/topic/sdg_3.3
eliminate all forms of discrimination against women and girls,dc/topic/sdg_5.1
"eliminate all forms of malnutrition by 2030, including achieving the internationally agreed targets on stunting and wasting in children under 5 years of age by 2025, and addressing the nutritional needs of adolescent girls, pregnant and lactating women, and older persons",dc/topic/sdg_2.2
eliminate child labor in all its forms in the united states by 2025,dc/topic/sdg_8.7
eliminate corruption and bribery,dc/topic/sdg_16.5
"eliminate extreme poverty for everyone, everywhere, by 2030 currently, this means people living on less than $125 a day",dc/topic/sdg_1.1
eliminate half of all poverty in the united states by 2030,dc/topic/sdg_1.2
"eliminate harmful practices like child, early, and forced marriage and female genital mutilation",dc/topic/sdg_5.3
"eliminate hunger by 2030 and ensure that all people, in particular the poor and those in vulnerable situations, including infants, have access to safe, nutritious and sufficient food all year round",dc/topic/sdg_2.1
"eliminate inefficient fossil fuel subsidies that encourage wasteful consumption and distort the market, taking into account the specific needs of developing countries and protecting the poor and affected communities",dc/topic/sdg_12.c
eliminate poverty,dc/topic/sdg_1
eliminate preventable deaths of newborns and children under 5 years of age by 2030,dc/topic/sdg_3.2
eliminate remittance corridors with costs higher than 5%,dc/topic/sdg_10.c
"eliminate trade barriers and distortions in global agricultural markets, including by phasing out all forms of agricultural export subsidies and other export measures with equivalent effect, in accordance with the doha development round",dc/topic/sdg_2.b
"eliminate violence against women and girls, in all spheres of life",dc/topic/sdg_5.2
employee's share of recruitment costs as a percentage of monthly income in the country of destination,dc/topic/sdg_10.7.1
employment,dc/topic/sdg_8.5.2
employment rate,dc/topic/sdg_8.5.2
"empower least developed countries and small island developing states to take charge of their own climate change response, with a particular focus on women, youth, and local and marginalized communities",dc/topic/sdg_13.b
empower local communities to take charge of their water and sanitation,dc/topic/sdg_6.b
"empower women economically by giving them equal rights to land, property, financial services, inheritance, and natural resources, in accordance with national laws",dc/topic/sdg_5.a
empower women to participate fully in society,dc/topic/sdg_5.5
"enable least developed countries and small island developing states to develop the skills and resources they need to effectively plan and manage climate change, especially for women, youth, and local and marginalized communities",dc/topic/sdg_13.b
"encourage a worldwide, fair, and open trading system that is based on rules and does not discriminate against any country this includes finishing the doha development agenda",dc/topic/sdg_17.10
encourage and implement non-discriminatory laws and policies for sustainable development,dc/topic/sdg_16.b
"encourage and promote the formation of effective partnerships between the public sector, private sector, and civil society, based on the experience and resources of past partnerships",dc/topic/sdg_17.17
