GROUPING ID,Variable,Legend,SERIES_CODE,SERIES_DESCRIPTION,VARIABLE_CODE,VARIABLE_DESCRIPTION
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__DISABILITY_STATUS--PD__GROUNDS_OF_DISCRIMINATION--GRD_RELIGION,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Disability status = Persons with disability | Grounds of discrimination = Religion or belief]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__DISABILITY_STATUS--PD__GROUNDS_OF_DISCRIMINATION--GRD_SEX,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Disability status = Persons with disability | Grounds of discrimination = Sex]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__DISABILITY_STATUS--PD__GROUNDS_OF_DISCRIMINATION--GRD_SEXO,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Disability status = Persons with disability | Grounds of discrimination = Sexual orientation]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__DISABILITY_STATUS--PD__GROUNDS_OF_DISCRIMINATION--GRD_WEDLOCK,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Disability status = Persons with disability | Grounds of discrimination = Born out of wedlock]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__DISABILITY_STATUS--PWD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Disability status = Persons without disability]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__DISABILITY_STATUS--PWD__GROUNDS_OF_DISCRIMINATION--GRD_AGE,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Disability status = Persons without disability | Grounds of discrimination = Age]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__DISABILITY_STATUS--PWD__GROUNDS_OF_DISCRIMINATION--GRD_COLR,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Disability status = Persons without disability | Grounds of discrimination = Colour]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__DISABILITY_STATUS--PWD__GROUNDS_OF_DISCRIMINATION--GRD_DIS,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Disability status = Persons without disability | Grounds of discrimination = Disability]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__DISABILITY_STATUS--PWD__GROUNDS_OF_DISCRIMINATION--GRD_ETH,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Disability status = Persons without disability | Grounds of discrimination = Ethnic]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__DISABILITY_STATUS--PWD__GROUNDS_OF_DISCRIMINATION--GRD_ETHI,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Disability status = Persons without disability | Grounds of discrimination = Ethnic or immigration status]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__DISABILITY_STATUS--PWD__GROUNDS_OF_DISCRIMINATION--GRD_MARFAM,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Disability status = Persons without disability | Grounds of discrimination = Marital and family status]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__DISABILITY_STATUS--PWD__GROUNDS_OF_DISCRIMINATION--GRD_MIG,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Disability status = Persons without disability | Grounds of discrimination = Migration status]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__DISABILITY_STATUS--PWD__GROUNDS_OF_DISCRIMINATION--GRD_OTHER,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Disability status = Persons without disability | Grounds of discrimination = Other]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__DISABILITY_STATUS--PWD__GROUNDS_OF_DISCRIMINATION--GRD_POLVIEW,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Disability status = Persons without disability | Grounds of discrimination = Political opinion]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__DISABILITY_STATUS--PWD__GROUNDS_OF_DISCRIMINATION--GRD_RELIGION,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Disability status = Persons without disability | Grounds of discrimination = Religion or belief]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__DISABILITY_STATUS--PWD__GROUNDS_OF_DISCRIMINATION--GRD_SEX,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Disability status = Persons without disability | Grounds of discrimination = Sex]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__DISABILITY_STATUS--PWD__GROUNDS_OF_DISCRIMINATION--GRD_SEXO,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Disability status = Persons without disability | Grounds of discrimination = Sexual orientation]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__DISABILITY_STATUS--PWD__GROUNDS_OF_DISCRIMINATION--GRD_WEDLOCK,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Disability status = Persons without disability | Grounds of discrimination = Born out of wedlock]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_AGE,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Age]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_CLOTH,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Clothing]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_COLR,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Colour]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_DIS,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Disability]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_DISHEA,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Disability or health status]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_EDU,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Educational]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_ETH,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Ethnic]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_ETHCOLLAN,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Ethnicity, colour, language]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_ETHCOLLANMIG,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Ethnic, colour, language, migration]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_ETHCOLLANNAL,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Ethnicity, colour, language, nationality]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_ETHCUL,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Ethnicity or culture]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_ETHI,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Ethnic or immigration status]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_ETHIO,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Ethnic or migration origin]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_ETHRACECOLLAN,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Ethnicity, race, colour, language]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_FAM,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Family status]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_GENID,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Gender identity]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_GEO,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Geographic location]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_HEAILLINJ,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Health problems, illness or injury]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_HEALTH,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Health status]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_LANDIA,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Language  or dialect]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_MAR,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Marital status]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_MARFAM,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Marital and family status]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_MIG,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Migration status]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_NETW,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Networking]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_ORIGIN,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Place of origin]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_OTHER,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Other]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_PHYSCOND,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Physical condition]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_POLVIEW,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Political opinion]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_RACE,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Race]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_RACECOLR,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Race or Colour]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_RELIGION,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Religion or belief]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_RES,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Place of residence]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_SEX,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Sex]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_SEXGENID,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Sexual/gender identity]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_SEXO,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Sexual orientation]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_SEXOGENID,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Sexual orientation and gender identity]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_SOCIOECON,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Socioeconomic status]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_TRAD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Traditions]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_WEDLOCK,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Born out of wedlock]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_WORK,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Sex = Male | Grounds of discrimination = Work status]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_AGE,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Age]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_CLOTH,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Clothing]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_COLR,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Colour]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_DIS,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Disability]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_DISHEA,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Disability or health status]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_ETH,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Ethnic]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_ETHCOLLAN,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Ethnicity, colour, language]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_ETHCOLLANMIG,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Ethnic, colour, language, migration]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_ETHI,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Ethnic or immigration status]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_ETHIO,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Ethnic or migration origin]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_GEO,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Geographic location]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_HEALTH,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Health status]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_LANDIA,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Language  or dialect]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_MAR,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Marital status]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_MARFAM,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Marital and family status]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_MIG,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Migration status]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_ORIGIN,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Place of origin]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_OTHER,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Other]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_PHYSCOND,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Physical condition]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_POLVIEW,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Political opinion]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_RACECOLR,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Race or Colour]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_RELIGION,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Religion or belief]"
