GROUPING ID,GROUPING DESCRIPTION,Variable Legend,SELECT,DISPLAY,POPULATION_TYPE,VARIABLE,SERIES,SERIES_Name
EMP_PIFL_RT.1060,"Share of employment outside the formal sector (Male, Married) by Education levels according to ISCED11",Doctoral or equivalent level (ISCED11_8),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_8__MARITAL_STATUS--MTS_MRD,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1060,"Share of employment outside the formal sector (Male, Married) by Education levels according to ISCED11",Not elsewhere classified (ISCED11_9),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_9__MARITAL_STATUS--MTS_MRD,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1060,"Share of employment outside the formal sector (Male, Married) by Education levels according to ISCED11",No schooling (ISCED11_X),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_X__MARITAL_STATUS--MTS_MRD,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1061,"Share of employment outside the formal sector (Male, Married / Union / Cohabiting) by Education levels according to ISCED11",Early childhood education (ISCED11_0),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_0__MARITAL_STATUS--MTS_2,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1061,"Share of employment outside the formal sector (Male, Married / Union / Cohabiting) by Education levels according to ISCED11",Primary education (ISCED11_1),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_1__MARITAL_STATUS--MTS_2,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1061,"Share of employment outside the formal sector (Male, Married / Union / Cohabiting) by Education levels according to ISCED11",Lower secondary education (ISCED11_2),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_2__MARITAL_STATUS--MTS_2,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1061,"Share of employment outside the formal sector (Male, Married / Union / Cohabiting) by Education levels according to ISCED11",Upper secondary education (ISCED11_3),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_3__MARITAL_STATUS--MTS_2,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1061,"Share of employment outside the formal sector (Male, Married / Union / Cohabiting) by Education levels according to ISCED11",Post-secondary non-tertiary education (ISCED11_4),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_4__MARITAL_STATUS--MTS_2,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1061,"Share of employment outside the formal sector (Male, Married / Union / Cohabiting) by Education levels according to ISCED11",Short-cycle tertiary education (ISCED11_5),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_5__MARITAL_STATUS--MTS_2,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1061,"Share of employment outside the formal sector (Male, Married / Union / Cohabiting) by Education levels according to ISCED11",Bachelor's or equivalent level (ISCED11_6),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_6__MARITAL_STATUS--MTS_2,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1061,"Share of employment outside the formal sector (Male, Married / Union / Cohabiting) by Education levels according to ISCED11",Master's or equivalent level (ISCED11_7),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_7__MARITAL_STATUS--MTS_2,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1061,"Share of employment outside the formal sector (Male, Married / Union / Cohabiting) by Education levels according to ISCED11",Doctoral or equivalent level (ISCED11_8),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_8__MARITAL_STATUS--MTS_2,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1061,"Share of employment outside the formal sector (Male, Married / Union / Cohabiting) by Education levels according to ISCED11",Not elsewhere classified (ISCED11_9),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_9__MARITAL_STATUS--MTS_2,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1061,"Share of employment outside the formal sector (Male, Married / Union / Cohabiting) by Education levels according to ISCED11",No schooling (ISCED11_X),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_X__MARITAL_STATUS--MTS_2,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1062,"Share of employment outside the formal sector (Male, Single) by Education levels according to ISCED11",Early childhood education (ISCED11_0),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_0__MARITAL_STATUS--MTS_SGLE,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1062,"Share of employment outside the formal sector (Male, Single) by Education levels according to ISCED11",Primary education (ISCED11_1),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_1__MARITAL_STATUS--MTS_SGLE,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1062,"Share of employment outside the formal sector (Male, Single) by Education levels according to ISCED11",Lower secondary education (ISCED11_2),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_2__MARITAL_STATUS--MTS_SGLE,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1062,"Share of employment outside the formal sector (Male, Single) by Education levels according to ISCED11",Upper secondary education (ISCED11_3),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_3__MARITAL_STATUS--MTS_SGLE,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1062,"Share of employment outside the formal sector (Male, Single) by Education levels according to ISCED11",Post-secondary non-tertiary education (ISCED11_4),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_4__MARITAL_STATUS--MTS_SGLE,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1062,"Share of employment outside the formal sector (Male, Single) by Education levels according to ISCED11",Short-cycle tertiary education (ISCED11_5),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_5__MARITAL_STATUS--MTS_SGLE,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1062,"Share of employment outside the formal sector (Male, Single) by Education levels according to ISCED11",Bachelor's or equivalent level (ISCED11_6),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_6__MARITAL_STATUS--MTS_SGLE,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1062,"Share of employment outside the formal sector (Male, Single) by Education levels according to ISCED11",Master's or equivalent level (ISCED11_7),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_7__MARITAL_STATUS--MTS_SGLE,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1062,"Share of employment outside the formal sector (Male, Single) by Education levels according to ISCED11",Doctoral or equivalent level (ISCED11_8),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_8__MARITAL_STATUS--MTS_SGLE,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1062,"Share of employment outside the formal sector (Male, Single) by Education levels according to ISCED11",Not elsewhere classified (ISCED11_9),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_9__MARITAL_STATUS--MTS_SGLE,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1062,"Share of employment outside the formal sector (Male, Single) by Education levels according to ISCED11",No schooling (ISCED11_X),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_X__MARITAL_STATUS--MTS_SGLE,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1063,"Share of employment outside the formal sector (Male, Single / Widowed / Divorced) by Education levels according to ISCED11",Early childhood education (ISCED11_0),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_0__MARITAL_STATUS--MTS_1,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1063,"Share of employment outside the formal sector (Male, Single / Widowed / Divorced) by Education levels according to ISCED11",Primary education (ISCED11_1),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_1__MARITAL_STATUS--MTS_1,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1063,"Share of employment outside the formal sector (Male, Single / Widowed / Divorced) by Education levels according to ISCED11",Lower secondary education (ISCED11_2),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_2__MARITAL_STATUS--MTS_1,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1063,"Share of employment outside the formal sector (Male, Single / Widowed / Divorced) by Education levels according to ISCED11",Upper secondary education (ISCED11_3),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_3__MARITAL_STATUS--MTS_1,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1063,"Share of employment outside the formal sector (Male, Single / Widowed / Divorced) by Education levels according to ISCED11",Post-secondary non-tertiary education (ISCED11_4),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_4__MARITAL_STATUS--MTS_1,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1063,"Share of employment outside the formal sector (Male, Single / Widowed / Divorced) by Education levels according to ISCED11",Short-cycle tertiary education (ISCED11_5),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_5__MARITAL_STATUS--MTS_1,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1063,"Share of employment outside the formal sector (Male, Single / Widowed / Divorced) by Education levels according to ISCED11",Bachelor's or equivalent level (ISCED11_6),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_6__MARITAL_STATUS--MTS_1,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1063,"Share of employment outside the formal sector (Male, Single / Widowed / Divorced) by Education levels according to ISCED11",Master's or equivalent level (ISCED11_7),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_7__MARITAL_STATUS--MTS_1,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1063,"Share of employment outside the formal sector (Male, Single / Widowed / Divorced) by Education levels according to ISCED11",Doctoral or equivalent level (ISCED11_8),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_8__MARITAL_STATUS--MTS_1,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1063,"Share of employment outside the formal sector (Male, Single / Widowed / Divorced) by Education levels according to ISCED11",Not elsewhere classified (ISCED11_9),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_9__MARITAL_STATUS--MTS_1,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1063,"Share of employment outside the formal sector (Male, Single / Widowed / Divorced) by Education levels according to ISCED11",No schooling (ISCED11_X),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_X__MARITAL_STATUS--MTS_1,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1064,"Share of employment outside the formal sector (Male, Union / Cohabiting) by Education levels according to ISCED11",Early childhood education (ISCED11_0),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_0__MARITAL_STATUS--MTS_UNION,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1064,"Share of employment outside the formal sector (Male, Union / Cohabiting) by Education levels according to ISCED11",Primary education (ISCED11_1),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_1__MARITAL_STATUS--MTS_UNION,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1064,"Share of employment outside the formal sector (Male, Union / Cohabiting) by Education levels according to ISCED11",Lower secondary education (ISCED11_2),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_2__MARITAL_STATUS--MTS_UNION,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1064,"Share of employment outside the formal sector (Male, Union / Cohabiting) by Education levels according to ISCED11",Upper secondary education (ISCED11_3),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_3__MARITAL_STATUS--MTS_UNION,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1064,"Share of employment outside the formal sector (Male, Union / Cohabiting) by Education levels according to ISCED11",Post-secondary non-tertiary education (ISCED11_4),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_4__MARITAL_STATUS--MTS_UNION,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1064,"Share of employment outside the formal sector (Male, Union / Cohabiting) by Education levels according to ISCED11",Short-cycle tertiary education (ISCED11_5),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_5__MARITAL_STATUS--MTS_UNION,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1064,"Share of employment outside the formal sector (Male, Union / Cohabiting) by Education levels according to ISCED11",Bachelor's or equivalent level (ISCED11_6),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_6__MARITAL_STATUS--MTS_UNION,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1064,"Share of employment outside the formal sector (Male, Union / Cohabiting) by Education levels according to ISCED11",Master's or equivalent level (ISCED11_7),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_7__MARITAL_STATUS--MTS_UNION,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1064,"Share of employment outside the formal sector (Male, Union / Cohabiting) by Education levels according to ISCED11",Doctoral or equivalent level (ISCED11_8),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_8__MARITAL_STATUS--MTS_UNION,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1064,"Share of employment outside the formal sector (Male, Union / Cohabiting) by Education levels according to ISCED11",Not elsewhere classified (ISCED11_9),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_9__MARITAL_STATUS--MTS_UNION,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1064,"Share of employment outside the formal sector (Male, Union / Cohabiting) by Education levels according to ISCED11",No schooling (ISCED11_X),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_X__MARITAL_STATUS--MTS_UNION,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1065,"Share of employment outside the formal sector (Male, Widowed) by Education levels according to ISCED11",Early childhood education (ISCED11_0),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_0__MARITAL_STATUS--MTS_WID,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1065,"Share of employment outside the formal sector (Male, Widowed) by Education levels according to ISCED11",Primary education (ISCED11_1),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_1__MARITAL_STATUS--MTS_WID,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1065,"Share of employment outside the formal sector (Male, Widowed) by Education levels according to ISCED11",Lower secondary education (ISCED11_2),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_2__MARITAL_STATUS--MTS_WID,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1065,"Share of employment outside the formal sector (Male, Widowed) by Education levels according to ISCED11",Upper secondary education (ISCED11_3),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_3__MARITAL_STATUS--MTS_WID,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1065,"Share of employment outside the formal sector (Male, Widowed) by Education levels according to ISCED11",Post-secondary non-tertiary education (ISCED11_4),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_4__MARITAL_STATUS--MTS_WID,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1065,"Share of employment outside the formal sector (Male, Widowed) by Education levels according to ISCED11",Short-cycle tertiary education (ISCED11_5),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_5__MARITAL_STATUS--MTS_WID,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1065,"Share of employment outside the formal sector (Male, Widowed) by Education levels according to ISCED11",Bachelor's or equivalent level (ISCED11_6),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_6__MARITAL_STATUS--MTS_WID,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1065,"Share of employment outside the formal sector (Male, Widowed) by Education levels according to ISCED11",Master's or equivalent level (ISCED11_7),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_7__MARITAL_STATUS--MTS_WID,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1065,"Share of employment outside the formal sector (Male, Widowed) by Education levels according to ISCED11",Not elsewhere classified (ISCED11_9),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_9__MARITAL_STATUS--MTS_WID,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1065,"Share of employment outside the formal sector (Male, Widowed) by Education levels according to ISCED11",No schooling (ISCED11_X),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED11_X__MARITAL_STATUS--MTS_WID,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1066,"Share of employment outside the formal sector (Female, Divorced or legally separated) by Education levels according to ISCED97",Pre-primary education (ISCED97_0),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_0__MARITAL_STATUS--MTS_SEP,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1066,"Share of employment outside the formal sector (Female, Divorced or legally separated) by Education levels according to ISCED97",Primary education or first stage of basic education (ISCED97_1),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_1__MARITAL_STATUS--MTS_SEP,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1066,"Share of employment outside the formal sector (Female, Divorced or legally separated) by Education levels according to ISCED97",Lower secondary or second stage of basic education (ISCED97_2),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_2__MARITAL_STATUS--MTS_SEP,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1066,"Share of employment outside the formal sector (Female, Divorced or legally separated) by Education levels according to ISCED97",Upper secondary education (ISCED97_3),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_3__MARITAL_STATUS--MTS_SEP,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1066,"Share of employment outside the formal sector (Female, Divorced or legally separated) by Education levels according to ISCED97",Post-secondary non-tertiary education (ISCED97_4),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_4__MARITAL_STATUS--MTS_SEP,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1066,"Share of employment outside the formal sector (Female, Divorced or legally separated) by Education levels according to ISCED97",First stage of tertiary education (not leading directly to an advanced research qualification) (ISCED97_5),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_5__MARITAL_STATUS--MTS_SEP,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1066,"Share of employment outside the formal sector (Female, Divorced or legally separated) by Education levels according to ISCED97",Second stage of tertiary education (leading to an advanced research qualification) (ISCED97_6),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_6__MARITAL_STATUS--MTS_SEP,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1067,"Share of employment outside the formal sector (Female, Marital status not elsewhere classified) by Education levels according to ISCED97",Pre-primary education (ISCED97_0),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_0__MARITAL_STATUS--MTS_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1067,"Share of employment outside the formal sector (Female, Marital status not elsewhere classified) by Education levels according to ISCED97",Primary education or first stage of basic education (ISCED97_1),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_1__MARITAL_STATUS--MTS_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1067,"Share of employment outside the formal sector (Female, Marital status not elsewhere classified) by Education levels according to ISCED97",Lower secondary or second stage of basic education (ISCED97_2),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_2__MARITAL_STATUS--MTS_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1067,"Share of employment outside the formal sector (Female, Marital status not elsewhere classified) by Education levels according to ISCED97",Upper secondary education (ISCED97_3),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_3__MARITAL_STATUS--MTS_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1067,"Share of employment outside the formal sector (Female, Marital status not elsewhere classified) by Education levels according to ISCED97",First stage of tertiary education (not leading directly to an advanced research qualification) (ISCED97_5),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_5__MARITAL_STATUS--MTS_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1067,"Share of employment outside the formal sector (Female, Marital status not elsewhere classified) by Education levels according to ISCED97",Pre-primary education (ISCED97_0),DROP,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_0__MARITAL_STATUS--_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1067,"Share of employment outside the formal sector (Female, Marital status not elsewhere classified) by Education levels according to ISCED97",Primary education or first stage of basic education (ISCED97_1),DROP,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_1__MARITAL_STATUS--_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1067,"Share of employment outside the formal sector (Female, Marital status not elsewhere classified) by Education levels according to ISCED97",Lower secondary or second stage of basic education (ISCED97_2),DROP,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_2__MARITAL_STATUS--_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1067,"Share of employment outside the formal sector (Female, Marital status not elsewhere classified) by Education levels according to ISCED97",Upper secondary education (ISCED97_3),DROP,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_3__MARITAL_STATUS--_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1067,"Share of employment outside the formal sector (Female, Marital status not elsewhere classified) by Education levels according to ISCED97",First stage of tertiary education (not leading directly to an advanced research qualification) (ISCED97_5),DROP,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_5__MARITAL_STATUS--_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1068,"Share of employment outside the formal sector (Female, Married) by Education levels according to ISCED97",Pre-primary education (ISCED97_0),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_0__MARITAL_STATUS--MTS_MRD,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1068,"Share of employment outside the formal sector (Female, Married) by Education levels according to ISCED97",Primary education or first stage of basic education (ISCED97_1),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_1__MARITAL_STATUS--MTS_MRD,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1068,"Share of employment outside the formal sector (Female, Married) by Education levels according to ISCED97",Lower secondary or second stage of basic education (ISCED97_2),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_2__MARITAL_STATUS--MTS_MRD,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1068,"Share of employment outside the formal sector (Female, Married) by Education levels according to ISCED97",Upper secondary education (ISCED97_3),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_3__MARITAL_STATUS--MTS_MRD,EMP_PIFL_RT,Share of employment outside the formal sector 
