,GROUPING ID,GROUPING DESCRIPTION,Variable Legend,SELECT,SERIES_CODE,SERIES_DESCRIPTION,VARIABLE_CODE,VARIABLE_DESCRIPTION,Node
,SL_DOM_TSPDDC.3,"Proportion of time spent on unpaid domestic chores, by female rural population, by age (%)",Age = 3 years old and over,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y_GE3__URBANISATION--R__SEX--F,"Proportion of time spent on unpaid domestic chores [3 years old and over, Rural, Female]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y_GE3__URBANISATION--R__SEX--F
,SL_DOM_TSPDDC.3,"Proportion of time spent on unpaid domestic chores, by female rural population, by age (%)",Age = 65 years old and over,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y_GE65__URBANISATION--R__SEX--F,"Proportion of time spent on unpaid domestic chores [65 years old and over, Rural, Female]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y_GE65__URBANISATION--R__SEX--F
,SL_DOM_TSPDDC.4,"Proportion of time spent on unpaid domestic chores, by female urban population, by age (%)",Age = 12 to 14 years old,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y12T14__URBANISATION--U__SEX--F,"Proportion of time spent on unpaid domestic chores [12 to 14 years old, Urban, Female]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y12T14__URBANISATION--U__SEX--F
,SL_DOM_TSPDDC.4,"Proportion of time spent on unpaid domestic chores, by female urban population, by age (%)",Age = 15 to 24 years old,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y15T24__URBANISATION--U__SEX--F,"Proportion of time spent on unpaid domestic chores [15 to 24 years old, Urban, Female]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y15T24__URBANISATION--U__SEX--F
,SL_DOM_TSPDDC.4,"Proportion of time spent on unpaid domestic chores, by female urban population, by age (%)",Age = 25 to 44 years old,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y25T44__URBANISATION--U__SEX--F,"Proportion of time spent on unpaid domestic chores [25 to 44 years old, Urban, Female]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y25T44__URBANISATION--U__SEX--F
,SL_DOM_TSPDDC.4,"Proportion of time spent on unpaid domestic chores, by female urban population, by age (%)",Age = 45 to 54 years old,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y45T54__URBANISATION--U__SEX--F,"Proportion of time spent on unpaid domestic chores [45 to 54 years old, Urban, Female]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y45T54__URBANISATION--U__SEX--F
,SL_DOM_TSPDDC.4,"Proportion of time spent on unpaid domestic chores, by female urban population, by age (%)",Age = 45 to 64 years old,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y45T64__URBANISATION--U__SEX--F,"Proportion of time spent on unpaid domestic chores [45 to 64 years old, Urban, Female]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y45T64__URBANISATION--U__SEX--F
,SL_DOM_TSPDDC.4,"Proportion of time spent on unpaid domestic chores, by female urban population, by age (%)",Age = 55 to 64 years old,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y55T64__URBANISATION--U__SEX--F,"Proportion of time spent on unpaid domestic chores [55 to 64 years old, Urban, Female]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y55T64__URBANISATION--U__SEX--F
,SL_DOM_TSPDDC.4,"Proportion of time spent on unpaid domestic chores, by female urban population, by age (%)",Age = 10 years old and over,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y_GE10__URBANISATION--U__SEX--F,"Proportion of time spent on unpaid domestic chores [10 years old and over, Urban, Female]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y_GE10__URBANISATION--U__SEX--F
,SL_DOM_TSPDDC.4,"Proportion of time spent on unpaid domestic chores, by female urban population, by age (%)",Age = 12 years old and over,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y_GE12__URBANISATION--U__SEX--F,"Proportion of time spent on unpaid domestic chores [12 years old and over, Urban, Female]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y_GE12__URBANISATION--U__SEX--F
,SL_DOM_TSPDDC.4,"Proportion of time spent on unpaid domestic chores, by female urban population, by age (%)",Age = 15 years old and over,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y_GE15__URBANISATION--U__SEX--F,"Proportion of time spent on unpaid domestic chores [15 years old and over, Urban, Female]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y_GE15__URBANISATION--U__SEX--F
,SL_DOM_TSPDDC.4,"Proportion of time spent on unpaid domestic chores, by female urban population, by age (%)",Age = 3 years old and over,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y_GE3__URBANISATION--U__SEX--F,"Proportion of time spent on unpaid domestic chores [3 years old and over, Urban, Female]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y_GE3__URBANISATION--U__SEX--F
,SL_DOM_TSPDDC.4,"Proportion of time spent on unpaid domestic chores, by female urban population, by age (%)",Age = 65 years old and over,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y_GE65__URBANISATION--U__SEX--F,"Proportion of time spent on unpaid domestic chores [65 years old and over, Urban, Female]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y_GE65__URBANISATION--U__SEX--F
,SL_DOM_TSPDDC.5,"Proportion of time spent on unpaid domestic chores, by male rural population, by age (%)",Age = 12 to 14 years old,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y12T14__URBANISATION--R__SEX--M,"Proportion of time spent on unpaid domestic chores [12 to 14 years old, Rural, Male]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y12T14__URBANISATION--R__SEX--M
,SL_DOM_TSPDDC.5,"Proportion of time spent on unpaid domestic chores, by male rural population, by age (%)",Age = 15 to 24 years old,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y15T24__URBANISATION--R__SEX--M,"Proportion of time spent on unpaid domestic chores [15 to 24 years old, Rural, Male]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y15T24__URBANISATION--R__SEX--M
,SL_DOM_TSPDDC.5,"Proportion of time spent on unpaid domestic chores, by male rural population, by age (%)",Age = 25 to 44 years old,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y25T44__URBANISATION--R__SEX--M,"Proportion of time spent on unpaid domestic chores [25 to 44 years old, Rural, Male]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y25T44__URBANISATION--R__SEX--M
,SL_DOM_TSPDDC.5,"Proportion of time spent on unpaid domestic chores, by male rural population, by age (%)",Age = 45 to 54 years old,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y45T54__URBANISATION--R__SEX--M,"Proportion of time spent on unpaid domestic chores [45 to 54 years old, Rural, Male]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y45T54__URBANISATION--R__SEX--M
,SL_DOM_TSPDDC.5,"Proportion of time spent on unpaid domestic chores, by male rural population, by age (%)",Age = 45 to 64 years old,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y45T64__URBANISATION--R__SEX--M,"Proportion of time spent on unpaid domestic chores [45 to 64 years old, Rural, Male]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y45T64__URBANISATION--R__SEX--M
,SL_DOM_TSPDDC.5,"Proportion of time spent on unpaid domestic chores, by male rural population, by age (%)",Age = 55 to 64 years old,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y55T64__URBANISATION--R__SEX--M,"Proportion of time spent on unpaid domestic chores [55 to 64 years old, Rural, Male]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y55T64__URBANISATION--R__SEX--M
,SL_DOM_TSPDDC.5,"Proportion of time spent on unpaid domestic chores, by male rural population, by age (%)",Age = 10 years old and over,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y_GE10__URBANISATION--R__SEX--M,"Proportion of time spent on unpaid domestic chores [10 years old and over, Rural, Male]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y_GE10__URBANISATION--R__SEX--M
,SL_DOM_TSPDDC.5,"Proportion of time spent on unpaid domestic chores, by male rural population, by age (%)",Age = 12 years old and over,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y_GE12__URBANISATION--R__SEX--M,"Proportion of time spent on unpaid domestic chores [12 years old and over, Rural, Male]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y_GE12__URBANISATION--R__SEX--M
,SL_DOM_TSPDDC.5,"Proportion of time spent on unpaid domestic chores, by male rural population, by age (%)",Age = 15 years old and over,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y_GE15__URBANISATION--R__SEX--M,"Proportion of time spent on unpaid domestic chores [15 years old and over, Rural, Male]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y_GE15__URBANISATION--R__SEX--M
,SL_DOM_TSPDDC.5,"Proportion of time spent on unpaid domestic chores, by male rural population, by age (%)",Age = 3 years old and over,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y_GE3__URBANISATION--R__SEX--M,"Proportion of time spent on unpaid domestic chores [3 years old and over, Rural, Male]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y_GE3__URBANISATION--R__SEX--M
,SL_DOM_TSPDDC.5,"Proportion of time spent on unpaid domestic chores, by male rural population, by age (%)",Age = 65 years old and over,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y_GE65__URBANISATION--R__SEX--M,"Proportion of time spent on unpaid domestic chores [65 years old and over, Rural, Male]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y_GE65__URBANISATION--R__SEX--M
,SL_DOM_TSPDDC.6,"Proportion of time spent on unpaid domestic chores, by male urban population, by age (%)",Age = 12 to 14 years old,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y12T14__URBANISATION--U__SEX--M,"Proportion of time spent on unpaid domestic chores [12 to 14 years old, Urban, Male]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y12T14__URBANISATION--U__SEX--M
,SL_DOM_TSPDDC.6,"Proportion of time spent on unpaid domestic chores, by male urban population, by age (%)",Age = 15 to 24 years old,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y15T24__URBANISATION--U__SEX--M,"Proportion of time spent on unpaid domestic chores [15 to 24 years old, Urban, Male]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y15T24__URBANISATION--U__SEX--M
,SL_DOM_TSPDDC.6,"Proportion of time spent on unpaid domestic chores, by male urban population, by age (%)",Age = 25 to 44 years old,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y25T44__URBANISATION--U__SEX--M,"Proportion of time spent on unpaid domestic chores [25 to 44 years old, Urban, Male]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y25T44__URBANISATION--U__SEX--M
,SL_DOM_TSPDDC.6,"Proportion of time spent on unpaid domestic chores, by male urban population, by age (%)",Age = 45 to 54 years old,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y45T54__URBANISATION--U__SEX--M,"Proportion of time spent on unpaid domestic chores [45 to 54 years old, Urban, Male]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y45T54__URBANISATION--U__SEX--M
,SL_DOM_TSPDDC.6,"Proportion of time spent on unpaid domestic chores, by male urban population, by age (%)",Age = 45 to 64 years old,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y45T64__URBANISATION--U__SEX--M,"Proportion of time spent on unpaid domestic chores [45 to 64 years old, Urban, Male]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y45T64__URBANISATION--U__SEX--M
,SL_DOM_TSPDDC.6,"Proportion of time spent on unpaid domestic chores, by male urban population, by age (%)",Age = 55 to 64 years old,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y55T64__URBANISATION--U__SEX--M,"Proportion of time spent on unpaid domestic chores [55 to 64 years old, Urban, Male]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y55T64__URBANISATION--U__SEX--M
,SL_DOM_TSPDDC.6,"Proportion of time spent on unpaid domestic chores, by male urban population, by age (%)",Age = 10 years old and over,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y_GE10__URBANISATION--U__SEX--M,"Proportion of time spent on unpaid domestic chores [10 years old and over, Urban, Male]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y_GE10__URBANISATION--U__SEX--M
,SL_DOM_TSPDDC.6,"Proportion of time spent on unpaid domestic chores, by male urban population, by age (%)",Age = 12 years old and over,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y_GE12__URBANISATION--U__SEX--M,"Proportion of time spent on unpaid domestic chores [12 years old and over, Urban, Male]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y_GE12__URBANISATION--U__SEX--M
,SL_DOM_TSPDDC.6,"Proportion of time spent on unpaid domestic chores, by male urban population, by age (%)",Age = 15 years old and over,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y_GE15__URBANISATION--U__SEX--M,"Proportion of time spent on unpaid domestic chores [15 years old and over, Urban, Male]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y_GE15__URBANISATION--U__SEX--M
,SL_DOM_TSPDDC.6,"Proportion of time spent on unpaid domestic chores, by male urban population, by age (%)",Age = 3 years old and over,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y_GE3__URBANISATION--U__SEX--M,"Proportion of time spent on unpaid domestic chores [3 years old and over, Urban, Male]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y_GE3__URBANISATION--U__SEX--M
,SL_DOM_TSPDDC.6,"Proportion of time spent on unpaid domestic chores, by male urban population, by age (%)",Age = 65 years old and over,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@AGE--Y_GE65__URBANISATION--U__SEX--M,"Proportion of time spent on unpaid domestic chores [65 years old and over, Urban, Male]",dcid:sdg/SL_DOM_TSPDDC.AGE--Y_GE65__URBANISATION--U__SEX--M
,SL_DOM_TSPDDC.7,"Proportion of time spent on unpaid domestic chores, by sex (%)",Sex = Female,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@SEX--F,Proportion of time spent on unpaid domestic chores [Female],dcid:sdg/SL_DOM_TSPDDC.SEX--F
,SL_DOM_TSPDDC.7,"Proportion of time spent on unpaid domestic chores, by sex (%)",Sex = Male,1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",SL_DOM_TSPDDC@SEX--M,Proportion of time spent on unpaid domestic chores [Male],dcid:sdg/SL_DOM_TSPDDC.SEX--M
,SL_EMP_EARN.1,Average hourly earnings of employees 15 years old and over,Total,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15,Average hourly earnings of employees by sex and occupation [15 years old and over],dcid:sdg/SL_EMP_EARN.AGE--Y_GE15
,SL_EMP_EARN.1,"Average hourly earnings of employees 15 years old and over, by sex",Sex = Female,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--F,"Average hourly earnings of employees by sex and occupation [15 years old and over, Female]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--F
,SL_EMP_EARN.1,"Average hourly earnings of employees 15 years old and over, by sex",Sex = Male,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--M,"Average hourly earnings of employees by sex and occupation [15 years old and over, Male]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--M
,SL_EMP_EARN.1,"Average hourly earnings of employees 15 years old and over, by sex",Sex = Other,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--_O,"Average hourly earnings of employees by sex and occupation [15 years old and over, Other]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--_O
,SL_EMP_EARN.2,"Average hourly earnings of employees 15 years old and over, by type of occupation (ISCO 08)",Occupation = Armed forces ,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__OCCUPATION--ISCO08_0,"Average hourly earnings of employees by sex and occupation [15 years old and over, Type of occupation = Armed forces occupations]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__OCCUPATION--ISCO08_0
,SL_EMP_EARN.2,"Average hourly earnings of employees 15 years old and over, by type of occupation (ISCO 08)",Occupation = Managers,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__OCCUPATION--ISCO08_1,"Average hourly earnings of employees by sex and occupation [15 years old and over, Type of occupation = Managers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__OCCUPATION--ISCO08_1
,SL_EMP_EARN.2,"Average hourly earnings of employees 15 years old and over, by type of occupation (ISCO 08)",Occupation = Professionals,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__OCCUPATION--ISCO08_2,"Average hourly earnings of employees by sex and occupation [15 years old and over, Type of occupation = Professionals]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__OCCUPATION--ISCO08_2
,SL_EMP_EARN.2,"Average hourly earnings of employees 15 years old and over, by type of occupation (ISCO 08)",Occupation = Technicians and associate professionals,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__OCCUPATION--ISCO08_3,"Average hourly earnings of employees by sex and occupation [15 years old and over, Type of occupation = Technicians and associate professionals]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__OCCUPATION--ISCO08_3
,SL_EMP_EARN.2,"Average hourly earnings of employees 15 years old and over, by type of occupation (ISCO 08)",Occupation = Clerical support workers,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__OCCUPATION--ISCO08_4,"Average hourly earnings of employees by sex and occupation [15 years old and over, Type of occupation = Clerical support workers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__OCCUPATION--ISCO08_4
,SL_EMP_EARN.2,"Average hourly earnings of employees 15 years old and over, by type of occupation (ISCO 08)",Occupation = Service and sales workers,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__OCCUPATION--ISCO08_5,"Average hourly earnings of employees by sex and occupation [15 years old and over, Type of occupation = Service and sales workers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__OCCUPATION--ISCO08_5
,SL_EMP_EARN.2,"Average hourly earnings of employees 15 years old and over, by type of occupation (ISCO 08)","Occupation = Skilled agricultural, forestry and fishery workers",1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__OCCUPATION--ISCO08_6,"Average hourly earnings of employees by sex and occupation [15 years old and over, Type of occupation = Skilled agricultural, forestry and fishery workers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__OCCUPATION--ISCO08_6
,SL_EMP_EARN.2,"Average hourly earnings of employees 15 years old and over, by type of occupation (ISCO 08)",Occupation = Craft and related trades workers,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__OCCUPATION--ISCO08_7,"Average hourly earnings of employees by sex and occupation [15 years old and over, Type of occupation = Craft and related trades workers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__OCCUPATION--ISCO08_7
,SL_EMP_EARN.2,"Average hourly earnings of employees 15 years old and over, by type of occupation (ISCO 08)","Occupation = Plant and machine operators, and assemblers",1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__OCCUPATION--ISCO08_8,"Average hourly earnings of employees by sex and occupation [15 years old and over, Type of occupation = Plant and machine operators, and assemblers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__OCCUPATION--ISCO08_8
,SL_EMP_EARN.2,"Average hourly earnings of employees 15 years old and over, by type of occupation (ISCO 08)",Occupation = Elementary occupations,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__OCCUPATION--ISCO08_9,"Average hourly earnings of employees by sex and occupation [15 years old and over, Type of occupation = Elementary occupations]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__OCCUPATION--ISCO08_9
,SL_EMP_EARN.2,"Average hourly earnings of employees 15 years old and over, by type of occupation (ISCO 08)",Occupation = Not elsewhere classified,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__OCCUPATION--ISCO08_X,"Average hourly earnings of employees by sex and occupation [15 years old and over, Type of occupation = Not elsewhere classified]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__OCCUPATION--ISCO08_X
,SL_EMP_EARN.3,"Average hourly earnings of employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Armed forces ,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__OCCUPATION--ISCO88_0,"Average hourly earnings of employees by sex and occupation [15 years old and over, Type of occupation = Armed forces]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__OCCUPATION--ISCO88_0
,SL_EMP_EARN.3,"Average hourly earnings of employees 15 years old and over, by type of occupation (ISCO 88)","Occupation = Legislators, senior officials and managers",1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__OCCUPATION--ISCO88_1,"Average hourly earnings of employees by sex and occupation [15 years old and over, Type of occupation = Legislators, senior officials and managers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__OCCUPATION--ISCO88_1
,SL_EMP_EARN.3,"Average hourly earnings of employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Professionals,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__OCCUPATION--ISCO88_2,"Average hourly earnings of employees by sex and occupation [15 years old and over, Type of occupation = Professionals]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__OCCUPATION--ISCO88_2
,SL_EMP_EARN.3,"Average hourly earnings of employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Technicians and associate professionals,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__OCCUPATION--ISCO88_3,"Average hourly earnings of employees by sex and occupation [15 years old and over, Type of occupation = Technicians and associate professionals]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__OCCUPATION--ISCO88_3
,SL_EMP_EARN.3,"Average hourly earnings of employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Clerks,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__OCCUPATION--ISCO88_4,"Average hourly earnings of employees by sex and occupation [15 years old and over, Type of occupation = Clerks]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__OCCUPATION--ISCO88_4
,SL_EMP_EARN.3,"Average hourly earnings of employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Service workers and shop and market sales workers,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__OCCUPATION--ISCO88_5,"Average hourly earnings of employees by sex and occupation [15 years old and over, Type of occupation = Service workers and shop and market sales workers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__OCCUPATION--ISCO88_5
,SL_EMP_EARN.3,"Average hourly earnings of employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Skilled agricultural and fishery workers,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__OCCUPATION--ISCO88_6,"Average hourly earnings of employees by sex and occupation [15 years old and over, Type of occupation = Skilled agricultural and fishery workers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__OCCUPATION--ISCO88_6
,SL_EMP_EARN.3,"Average hourly earnings of employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Craft and related trades workers,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__OCCUPATION--ISCO88_7,"Average hourly earnings of employees by sex and occupation [15 years old and over, Type of occupation = Craft and related trades workers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__OCCUPATION--ISCO88_7
,SL_EMP_EARN.3,"Average hourly earnings of employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Plant and machine operators and assemblers,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__OCCUPATION--ISCO88_8,"Average hourly earnings of employees by sex and occupation [15 years old and over, Type of occupation = Plant and machine operators and assemblers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__OCCUPATION--ISCO88_8
,SL_EMP_EARN.3,"Average hourly earnings of employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Elementary occupations,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__OCCUPATION--ISCO88_9,"Average hourly earnings of employees by sex and occupation [15 years old and over, Type of occupation = Elementary occupations]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__OCCUPATION--ISCO88_9
,SL_EMP_EARN.3,"Average hourly earnings of employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Not elsewhere classified,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__OCCUPATION--ISCO88_X,"Average hourly earnings of employees by sex and occupation [15 years old and over, Type of occupation = Not elsewhere classified]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__OCCUPATION--ISCO88_X
,SL_EMP_EARN.4,"Average hourly earnings of female employees 15 years old and over, by type of occupation (ISCO 08)",Occupation = Armed forces ,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--F__OCCUPATION--ISCO08_0,"Average hourly earnings of employees by sex and occupation [15 years old and over, Female, Type of occupation = Armed forces occupations]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--F__OCCUPATION--ISCO08_0
