Query,SV,Place,Exception,EmptyResult,WrongPlace,ChartSVRank,EmbeddingsSVRank
mean vapor pressure deficit in connecticut,Mean_VaporPressureDeficit,geoId/09,,,,0,0
mean vapor pressure difference in connecticut,Mean_VaporPressureDeficit,geoId/09,,,,0,0
mean vapor pressure differential in connecticut,Mean_VaporPressureDeficit,geoId/09,,,,0,0
mean vapor pressure deficit in forests in new mexico,Mean_VaporPressureDeficit_Forest,geoId/35,,,,0,0
mean vapor pressure deficit for forests in new mexico,Mean_VaporPressureDeficit_Forest,geoId/35,,,,0,0
mean vapor pressure deficit of forests in new mexico,Mean_VaporPressureDeficit_Forest,geoId/35,,,,0,0
the average speed of the wind in lakshadweep,Mean_WindSpeed,wikidataId/Q26927,,,,0,1
the typical speed of the wind in lakshadweep,Mean_WindSpeed,wikidataId/Q26927,,,*,-1,0
the usual speed of the wind in lakshadweep,Mean_WindSpeed,wikidataId/Q26927,,,,0,0
mean 10-meter wind speed in the u-direction in côte d'ivoire,Mean_WindSpeed_UComponent_Height10Meters,country/CIV,,,*,0,0
"mean wind speed at 10 meters, in the u-direction in côte d'ivoire",Mean_WindSpeed_UComponent_Height10Meters,country/CIV,,,*,0,0
"mean wind speed at 10 meters, along the u-axis in côte d'ivoire",Mean_WindSpeed_UComponent_Height10Meters,country/CIV,,,,0,0
mean wind speed in papua new guinea,Mean_WindSpeed_VComponent_Height10Meters,country/PNG,,,,0,1
average wind speed in papua new guinea,Mean_WindSpeed_VComponent_Height10Meters,country/PNG,,,,0,0
the speed of the wind on average in papua new guinea,Mean_WindSpeed_VComponent_Height10Meters,country/PNG,,,,0,1
the average age of mothers when they give birth in leipzig,MedianMothersAge_BirthEvent,nuts/DED5,,,*,0,0
the age at which most mothers give birth in leipzig,MedianMothersAge_BirthEvent,nuts/DED5,,,*,1,1
the age at which half of all mothers give birth in leipzig,MedianMothersAge_BirthEvent,nuts/DED5,,,*,0,0
the average age of a person in a population in arizona,Median_Age_Person,geoId/04,,,,0,0
the middle age of a population in arizona,Median_Age_Person,geoId/04,,,,0,0
the age at which half of the population is older and half is younger in arizona,Median_Age_Person,geoId/04,,,,0,0
the average age of people aged 10 or older in arkansas,Median_Age_Person_1OrMoreYears,geoId/05,,,,0,0
the mean age of people aged 10 and up in arkansas,Median_Age_Person_1OrMoreYears,geoId/05,,,,0,0
the average age of people aged 10 and over in the united states in arkansas,Median_Age_Person_1OrMoreYears,geoId/05,,,*,0,0
number of people aged 1 year or more with a different house abroad in pennsylvania,Median_Age_Person_1OrMoreYears_DifferentHouseAbroad,geoId/42,,,,0,0
number of people aged 1 year or more with a house in another country in pennsylvania,Median_Age_Person_1OrMoreYears_DifferentHouseAbroad,geoId/42,,,,-1,-1
number of people aged 1 year or more with a second home abroad in pennsylvania,Median_Age_Person_1OrMoreYears_DifferentHouseAbroad,geoId/42,,,,0,0
the average age of people living in different houses in different counties in different states in oregon,Median_Age_Person_1OrMoreYears_DifferentHouseInDifferentCountyDifferentState,geoId/41,,,,0,0
the middle age of people living in different houses in different counties in different states in oregon,Median_Age_Person_1OrMoreYears_DifferentHouseInDifferentCountyDifferentState,geoId/41,,,,4,3
the age that half of the people living in different houses in different counties in different states are older than and half are younger than in oregon,Median_Age_Person_1OrMoreYears_DifferentHouseInDifferentCountyDifferentState,geoId/41,,,,0,0
the average age of people who have lived in a different county in the same state for at least one year in kansas,Median_Age_Person_1OrMoreYears_DifferentHouseInDifferentCountySameState,geoId/20,,,,-1,-1
the middle age of people who have moved to a different county in the same state in kansas,Median_Age_Person_1OrMoreYears_DifferentHouseInDifferentCountySameState,geoId/20,,,,2,3
the age that most people are when they move to a different county in the same state in kansas,Median_Age_Person_1OrMoreYears_DifferentHouseInDifferentCountySameState,geoId/20,,,,-1,-1
the average age of people living in different houses in the same county in delaware,Median_Age_Person_1OrMoreYears_DifferentHouseInSameCounty,geoId/10,,,*,3,2
the median age of people living in different houses in the same county in delaware,Median_Age_Person_1OrMoreYears_DifferentHouseInSameCounty,geoId/10,,,,1,2
the middle age of people living in different houses in the same county in delaware,Median_Age_Person_1OrMoreYears_DifferentHouseInSameCounty,geoId/10,,,*,0,0
the average age of american indians or alaska natives in north carolina,Median_Age_Person_AmericanIndianOrAlaskaNativeAlone,geoId/37,,,*,0,0
the median age of american indians or alaska natives in north carolina,Median_Age_Person_AmericanIndianOrAlaskaNativeAlone,geoId/37,,,*,0,0
the middle age of american indians or alaska natives in north carolina,Median_Age_Person_AmericanIndianOrAlaskaNativeAlone,geoId/37,,,*,1,1
the average age of the asian population in oklahoma,Median_Age_Person_AsianAlone,geoId/40,,,,0,0
the middle age of the asian population in oklahoma,Median_Age_Person_AsianAlone,geoId/40,,,,0,0
the age at which half of the asian population is older and half is younger in oklahoma,Median_Age_Person_AsianAlone,geoId/40,,,,0,0
the average age of black or african americans in the united states in new hampshire,Median_Age_Person_BlackOrAfricanAmericanAlone,geoId/33,,,*,0,0
the middle age of black or african americans in the united states in new hampshire,Median_Age_Person_BlackOrAfricanAmericanAlone,geoId/33,,,*,4,2
"the age that divides the black or african american population into two equal groups, half younger and half older in new hampshire",Median_Age_Person_BlackOrAfricanAmericanAlone,geoId/33,,,,0,0
the average age of a female in the united states in arkansas,Median_Age_Person_Female,geoId/05,,,*,0,0
the age at which half of all females in the united states are older and half are younger in arkansas,Median_Age_Person_Female,geoId/05,,,*,0,0
the age at which a female is equally likely to be older or younger than another female in arkansas,Median_Age_Person_Female,geoId/05,,,,0,0
the average age of american indian or alaska native women in puerto rico,Median_Age_Person_Female_AmericanIndianOrAlaskaNativeAlone,geoId/72,,,*,2,1
the middle age of american indian or alaska native women in puerto rico,Median_Age_Person_Female_AmericanIndianOrAlaskaNativeAlone,geoId/72,,,*,4,2
the age at which half of american indian or alaska native women are older and half are younger in puerto rico,Median_Age_Person_Female_AmericanIndianOrAlaskaNativeAlone,geoId/72,,,*,1,1
the average age of asian women in new mexico,Median_Age_Person_Female_AsianAlone,geoId/35,,,,0,0
the middle age of asian women in new mexico,Median_Age_Person_Female_AsianAlone,geoId/35,,,,2,1
the age that half of asian women are older than and half are younger than in new mexico,Median_Age_Person_Female_AsianAlone,geoId/35,,,,0,0
the average age of black or african american women in the united states in oklahoma,Median_Age_Person_Female_BlackOrAfricanAmericanAlone,geoId/40,,,*,0,0
the middle age of black or african american women in the united states in oklahoma,Median_Age_Person_Female_BlackOrAfricanAmericanAlone,geoId/40,,,*,2,1
the age at which half of black or african american women in the united states are older and half are younger in oklahoma,Median_Age_Person_Female_BlackOrAfricanAmericanAlone,geoId/40,,,*,0,0
the average age of women who got divorced in the past year in puerto rico,Median_Age_Person_Female_DivorcedInThePast12Months,geoId/72,,,,0,0
the middle age of women who got divorced in the past year in puerto rico,Median_Age_Person_Female_DivorcedInThePast12Months,geoId/72,,,,2,1
the age at which most women got divorced in the past year in puerto rico,Median_Age_Person_Female_DivorcedInThePast12Months,geoId/72,,,,0,0
the average age of foreign-born women in arkansas,Median_Age_Person_Female_ForeignBorn,geoId/05,,,,0,0
the middle age of women who were born in another country in arkansas,Median_Age_Person_Female_ForeignBorn,geoId/05,,,,0,0
the age at which half of all foreign-born women are older and half are younger in arkansas,Median_Age_Person_Female_ForeignBorn,geoId/05,,,,0,0
the average age of hispanic or latino women in minnesota,Median_Age_Person_Female_HispanicOrLatino,geoId/27,,,,0,0
the middle age of hispanic or latino females in minnesota,Median_Age_Person_Female_HispanicOrLatino,geoId/27,,,,0,0
the age at which hispanic or latino women are most common in minnesota,Median_Age_Person_Female_HispanicOrLatino,geoId/27,,,,0,0
the average age of married women in the past 12 months in indiana,Median_Age_Person_Female_MarriedInThePast12Months,geoId/18,,,,0,0
the middle age of married women in the past 12 months in indiana,Median_Age_Person_Female_MarriedInThePast12Months,geoId/18,,,,0,0
the most common age of married women in the past 12 months in indiana,Median_Age_Person_Female_MarriedInThePast12Months,geoId/18,,,,0,0
the average age of a female at birth in the united states in south carolina,Median_Age_Person_Female_Native,geoId/45,,,*,8,4
the middle age of females born in the united states in south carolina,Median_Age_Person_Female_Native,geoId/45,,,*,-1,0
the age at which half of all females born in the united states are older and half are younger in south carolina,Median_Age_Person_Female_Native,geoId/45,,,*,1,1
the average age of native hawaiian or other pacific islander women in new mexico,Median_Age_Person_Female_NativeHawaiianOrOtherPacificIslanderAlone,geoId/35,*,,,,
the middle age of native hawaiian or other pacific islander women in new mexico,Median_Age_Person_Female_NativeHawaiianOrOtherPacificIslanderAlone,geoId/35,,,,2,1
the age at which half of native hawaiian or other pacific islander women are older and half are younger in new mexico,Median_Age_Person_Female_NativeHawaiianOrOtherPacificIslanderAlone,geoId/35,,,,0,0
the average age of females of some other race in michigan,Median_Age_Person_Female_SomeOtherRaceAlone,geoId/26,,,,0,0
the middle age of females of some other race in michigan,Median_Age_Person_Female_SomeOtherRaceAlone,geoId/26,,,,0,0
the age at which half of the females of some other race are older and half are younger in michigan,Median_Age_Person_Female_SomeOtherRaceAlone,geoId/26,,,,1,1
the average age of women of two or more races in the united states in pennsylvania,Median_Age_Person_Female_TwoOrMoreRaces,geoId/42,,,*,0,0
the middle age of women of two or more races in the us in pennsylvania,Median_Age_Person_Female_TwoOrMoreRaces,geoId/42,,,*,2,1
the age at which half of all women of two or more races in the us are older and half are younger in pennsylvania,Median_Age_Person_Female_TwoOrMoreRaces,geoId/42,,,*,0,0
the average age of white women in illinois,Median_Age_Person_Female_WhiteAlone,geoId/17,,,,0,0
the middle age of white females in illinois,Median_Age_Person_Female_WhiteAlone,geoId/17,,,,0,0
the age at which half of white women are older and half are younger in illinois,Median_Age_Person_Female_WhiteAlone,geoId/17,,,,0,0
the average age of non-hispanic or latino white females in utah,Median_Age_Person_Female_WhiteAloneNotHispanicOrLatino,geoId/49,,,,0,0
the middle age of non-hispanic or latino white females in utah,Median_Age_Person_Female_WhiteAloneNotHispanicOrLatino,geoId/49,,,,0,0
the age at which half of non-hispanic or latino white females are older and half are younger in utah,Median_Age_Person_Female_WhiteAloneNotHispanicOrLatino,geoId/49,,,,0,0
the median number of female workers aged 16 to 64 years in the past 12 months in west virginia,Median_Age_Person_Female_WorkedInThePast12Months,geoId/54,,,,0,0
the middle number of female workers aged 16 to 64 years in the past 12 months in west virginia,Median_Age_Person_Female_WorkedInThePast12Months,geoId/54,,,,0,0
"the number of female workers aged 16 to 64 years in the past 12 months, with half of them working more and half of them working less in west virginia",Median_Age_Person_Female_WorkedInThePast12Months,geoId/54,,,,0,0
the average age of people who were born in another country and now live in the united states in louisiana,Median_Age_Person_ForeignBorn,geoId/22,,,*,0,0
the age at which half of the foreign-born population is older and half is younger in louisiana,Median_Age_Person_ForeignBorn,geoId/22,,,,0,0
"the age that divides the foreign-born population into two equal groups, with half being older and half being younger in louisiana",Median_Age_Person_ForeignBorn,geoId/22,,,,0,0
the average age of people born in africa who live in the united states in washington,Median_Age_Person_ForeignBorn_PlaceOfBirthAfrica,geoId/53,,,*,18,18
the middle age of people who were born in africa and now live in the us in washington,Median_Age_Person_ForeignBorn_PlaceOfBirthAfrica,geoId/53,,,*,-1,-1
the age that most people born in africa who live in the us are in washington,Median_Age_Person_ForeignBorn_PlaceOfBirthAfrica,geoId/53,,,*,-1,-1
the average age of people born in asia who live in the united states in florida,Median_Age_Person_ForeignBorn_PlaceOfBirthAsia,geoId/12,,,*,-1,-1
the middle age of people from asia who live in america in florida,Median_Age_Person_ForeignBorn_PlaceOfBirthAsia,geoId/12,,,*,-1,-1
the age that half of the people born in asia who live in the united states are older than and half are younger than in florida,Median_Age_Person_ForeignBorn_PlaceOfBirthAsia,geoId/12,,,*,8,8
the average age of foreign-born people in the caribbean in connecticut,Median_Age_Person_ForeignBorn_PlaceOfBirthCaribbean,geoId/09,,,*,-1,-1
the middle age of people who were born outside of the caribbean but now live there in connecticut,Median_Age_Person_ForeignBorn_PlaceOfBirthCaribbean,geoId/09,*,,,,
the age that half of the foreign-born population in the caribbean is younger than and half is older than in connecticut,Median_Age_Person_ForeignBorn_PlaceOfBirthCaribbean,geoId/09,,,*,-1,-1
"the average age of foreign-born people in central america, excluding mexico in colorado",Median_Age_Person_ForeignBorn_PlaceOfBirthCentralAmericaExceptMexico,geoId/08,,,*,-1,-1
"the middle age of people who were born in another country and now live in central america, excluding mexico in colorado",Median_Age_Person_ForeignBorn_PlaceOfBirthCentralAmericaExceptMexico,geoId/08,,,*,-1,-1
"the age at which half of the foreign-born population in central america, excluding mexico, is younger and half is older in colorado",Median_Age_Person_ForeignBorn_PlaceOfBirthCentralAmericaExceptMexico,geoId/08,,,*,-1,-1
the average age of foreign-born people in eastern asia in district of columbia,Median_Age_Person_ForeignBorn_PlaceOfBirthEasternAsia,geoId/11,,,*,0,0
the middle age of foreign-born people in eastern asia in district of columbia,Median_Age_Person_ForeignBorn_PlaceOfBirthEasternAsia,geoId/11,,,*,8,5
"the age that divides the foreign-born population in eastern asia into two equal groups, half younger and half older in district of columbia",Median_Age_Person_ForeignBorn_PlaceOfBirthEasternAsia,geoId/11,,,*,-1,2
the average age of foreign-born people in europe in iowa,Median_Age_Person_ForeignBorn_PlaceOfBirthEurope,geoId/19,,,*,3,3
the middle age of foreign-born people in europe in iowa,Median_Age_Person_ForeignBorn_PlaceOfBirthEurope,geoId/19,,,*,8,8
the age at which half of foreign-born people in europe are older and half are younger in iowa,Median_Age_Person_ForeignBorn_PlaceOfBirthEurope,geoId/19,,,*,2,2
the average age of foreign-born people in latin america in massachusetts,Median_Age_Person_ForeignBorn_PlaceOfBirthLatinAmerica,geoId/25,,,*,-1,-1
the median age of immigrants in latin america in massachusetts,Median_Age_Person_ForeignBorn_PlaceOfBirthLatinAmerica,geoId/25,,,*,-1,-1
the middle age of people who were not born in latin america but live there now in massachusetts,Median_Age_Person_ForeignBorn_PlaceOfBirthLatinAmerica,geoId/25,,,*,-1,-1
the average age of foreign-born people in mexico in maryland,Median_Age_Person_ForeignBorn_PlaceOfBirthMexico,geoId/24,,,*,1,1
the middle age of foreign-born people in mexico in maryland,Median_Age_Person_ForeignBorn_PlaceOfBirthMexico,geoId/24,,,*,9,9
"the age that divides the foreign-born population in mexico into two equal groups, half younger and half older in maryland",Median_Age_Person_ForeignBorn_PlaceOfBirthMexico,geoId/24,,,*,11,11
the average age of foreign-born people in north america in texas,Median_Age_Person_ForeignBorn_PlaceOfBirthNorthamerica,geoId/48,,,*,-1,-1
the middle age of people who were born in another country and now live in north america in texas,Median_Age_Person_ForeignBorn_PlaceOfBirthNorthamerica,geoId/48,,,*,-1,-1
the age that half of the foreign-born population in north america is older than and half is younger than in texas,Median_Age_Person_ForeignBorn_PlaceOfBirthNorthamerica,geoId/48,,,*,-1,-1
the number of people born outside of northern western europe who live in northern western europe in oregon,Median_Age_Person_ForeignBorn_PlaceOfBirthNorthernWesternEurope,geoId/41,,,*,4,2
the number of immigrants in northern western europe in oregon,Median_Age_Person_ForeignBorn_PlaceOfBirthNorthernWesternEurope,geoId/41,,,*,-1,17
the number of people who have moved to northern western europe from other countries in oregon,Median_Age_Person_ForeignBorn_PlaceOfBirthNorthernWesternEurope,geoId/41,,,*,4,2
the average age of foreign-born people from oceania in florida,Median_Age_Person_ForeignBorn_PlaceOfBirthOceania,geoId/12,,,*,-1,-1
the middle age of people from oceania who were born in another country in florida,Median_Age_Person_ForeignBorn_PlaceOfBirthOceania,geoId/12,,,*,-1,16
the age at which half of the foreign-born people from oceania are older and half are younger in florida,Median_Age_Person_ForeignBorn_PlaceOfBirthOceania,geoId/12,,,*,7,7
the average age of foreign-born people in south central asia in california,Median_Age_Person_ForeignBorn_PlaceOfBirthSouthCentralAsia,geoId/06,,,*,1,1
the middle age of foreign-born people in south central asia in california,Median_Age_Person_ForeignBorn_PlaceOfBirthSouthCentralAsia,geoId/06,,,*,0,0
the age that half of the foreign-born people in south central asia are older than and half are younger than in california,Median_Age_Person_ForeignBorn_PlaceOfBirthSouthCentralAsia,geoId/06,,,*,0,0
what is the average age of foreign-born people in southeast asia? in utah,Median_Age_Person_ForeignBorn_PlaceOfBirthSouthEasternAsia,geoId/49,,,*,1,1
what is the median age of foreign-born people in southeast asia? in utah,Median_Age_Person_ForeignBorn_PlaceOfBirthSouthEasternAsia,geoId/49,,,*,0,0
what is the middle age of foreign-born people in southeast asia? in utah,Median_Age_Person_ForeignBorn_PlaceOfBirthSouthEasternAsia,geoId/49,,,*,0,0
the average age of foreign-born people in south america in illinois,Median_Age_Person_ForeignBorn_PlaceOfBirthSouthamerica,geoId/17,,,*,-1,-1
the median age of immigrants in south america in illinois,Median_Age_Person_ForeignBorn_PlaceOfBirthSouthamerica,geoId/17,,,*,-1,-1
the middle age of people who were born in another country and now live in south america in illinois,Median_Age_Person_ForeignBorn_PlaceOfBirthSouthamerica,geoId/17,,,*,7,7
the median age of the foreign-born population from southern eastern europe in mississippi,Median_Age_Person_ForeignBorn_PlaceOfBirthSouthernEasternEurope,geoId/28,,,*,0,0
the average age of people who were born in southern eastern europe and now live in the united states in mississippi,Median_Age_Person_ForeignBorn_PlaceOfBirthSouthernEasternEurope,geoId/28,,,*,0,0
the age at which half of the foreign-born population from southern eastern europe is older and half is younger in mississippi,Median_Age_Person_ForeignBorn_PlaceOfBirthSouthernEasternEurope,geoId/28,,,*,0,0
the average age of foreign-born people in western asia in nevada,Median_Age_Person_ForeignBorn_PlaceOfBirthWesternAsia,geoId/32,,,*,-1,0
the middle age of foreign-born people in western asia in nevada,Median_Age_Person_ForeignBorn_PlaceOfBirthWesternAsia,geoId/32,,,*,-1,3
the age at which half of the foreign-born population in western asia is younger and half is older in nevada,Median_Age_Person_ForeignBorn_PlaceOfBirthWesternAsia,geoId/32,,,*,-1,2
the average age of hispanic or latino people in the united states in indiana,Median_Age_Person_HispanicOrLatino,geoId/18,,,*,0,0
the middle age of hispanic or latino people in the us in indiana,Median_Age_Person_HispanicOrLatino,geoId/18,,,*,2,1
the age at which half of hispanic or latino people in the us are older and half are younger in indiana,Median_Age_Person_HispanicOrLatino,geoId/18,,,*,1,1
the average age of a man in the united states in wisconsin,Median_Age_Person_Male,geoId/55,,,*,0,0
the age at which half of the men in the united states are older and half are younger in wisconsin,Median_Age_Person_Male,geoId/55,,,*,0,0
the age at which half of the male population in the united states is older and half is younger in wisconsin,Median_Age_Person_Male,geoId/55,,,*,0,0
the average age of american indian or alaska native males in north dakota,Median_Age_Person_Male_AmericanIndianOrAlaskaNativeAlone,geoId/38,,,*,0,0
the middle age of american indian or alaska native males in north dakota,Median_Age_Person_Male_AmericanIndianOrAlaskaNativeAlone,geoId/38,,,*,0,0
the age at which half of american indian or alaska native males are older and half are younger in north dakota,Median_Age_Person_Male_AmericanIndianOrAlaskaNativeAlone,geoId/38,,,*,0,0
the average age of asian men in kentucky,Median_Age_Person_Male_AsianAlone,geoId/21,,,,0,0
the middle age of asian men in kentucky,Median_Age_Person_Male_AsianAlone,geoId/21,,,,2,1
the age that most asian men are in kentucky,Median_Age_Person_Male_AsianAlone,geoId/21,,,,0,0
the average age of black or african american men in alabama,Median_Age_Person_Male_BlackOrAfricanAmericanAlone,geoId/01,,,,0,0
the middle age of black or african american men in alabama,Median_Age_Person_Male_BlackOrAfricanAmericanAlone,geoId/01,,,,6,3
the age at which half of black or african american men are older and half are younger in alabama,Median_Age_Person_Male_BlackOrAfricanAmericanAlone,geoId/01,,,,0,0
the average age of men who got divorced in the past year in nebraska,Median_Age_Person_Male_DivorcedInThePast12Months,geoId/31,,,,0,0
the age at which most men got divorced in the past year in nebraska,Median_Age_Person_Male_DivorcedInThePast12Months,geoId/31,,,,0,0
the middle age of men who got divorced in the past year in nebraska,Median_Age_Person_Male_DivorcedInThePast12Months,geoId/31,,,,0,0
the average age of foreign-born men in utah,Median_Age_Person_Male_ForeignBorn,geoId/49,,,,0,0
the middle age of men who were born in another country in utah,Median_Age_Person_Male_ForeignBorn,geoId/49,,,,1,1
the age at which half of all foreign-born men are older and half are younger in utah,Median_Age_Person_Male_ForeignBorn,geoId/49,,,,0,0
the average age of hispanic or latino men in massachusetts,Median_Age_Person_Male_HispanicOrLatino,geoId/25,,,,0,0
the middle age of hispanic or latino men in massachusetts,Median_Age_Person_Male_HispanicOrLatino,geoId/25,,,,2,1
the age at which hispanic or latino men are most common in massachusetts,Median_Age_Person_Male_HispanicOrLatino,geoId/25,,,,0,0
the average age of married men in the past 12 months in wisconsin,Median_Age_Person_Male_MarriedInThePast12Months,geoId/55,,,,0,0
the middle age of married men in the past 12 months in wisconsin,Median_Age_Person_Male_MarriedInThePast12Months,geoId/55,,,,0,0
the most common age of married men in the past 12 months in wisconsin,Median_Age_Person_Male_MarriedInThePast12Months,geoId/55,,,,0,0
the average age of a male at birth in the united states in virginia,Median_Age_Person_Male_Native,geoId/51,,,*,1,1
the median age of males born in the us in virginia,Median_Age_Person_Male_Native,geoId/51,,,*,0,0
the middle age of males born in the united states in virginia,Median_Age_Person_Male_Native,geoId/51,,,*,1,1
the average age of native hawaiian or other pacific islander males in kentucky,Median_Age_Person_Male_NativeHawaiianOrOtherPacificIslanderAlone,geoId/21,,,,0,0
the age at which half of native hawaiian or other pacific islander males are older and half are younger in kentucky,Median_Age_Person_Male_NativeHawaiianOrOtherPacificIslanderAlone,geoId/21,,,,0,0
the midpoint of the age range for native hawaiian or other pacific islander males in kentucky,Median_Age_Person_Male_NativeHawaiianOrOtherPacificIslanderAlone,geoId/21,,,,0,0
the average age of men of other races in california,Median_Age_Person_Male_SomeOtherRaceAlone,geoId/06,,,,1,1
the middle age of men of other races in california,Median_Age_Person_Male_SomeOtherRaceAlone,geoId/06,,,,1,1
the age at which half of the men of other races are older and half are younger in california,Median_Age_Person_Male_SomeOtherRaceAlone,geoId/06,,,,1,1
the average age of men of two or more races in the united states in virginia,Median_Age_Person_Male_TwoOrMoreRaces,geoId/51,,,*,0,0
the middle age of men of two or more races in the us in virginia,Median_Age_Person_Male_TwoOrMoreRaces,geoId/51,,,*,0,0
the age at which half of all men of two or more races are older and half are younger in the us in virginia,Median_Age_Person_Male_TwoOrMoreRaces,geoId/51,,,*,0,0
the average age of white males in arizona,Median_Age_Person_Male_WhiteAlone,geoId/04,,,,0,0
the middle age of white males in arizona,Median_Age_Person_Male_WhiteAlone,geoId/04,,,,0,0
the age that half of white males are older than and half are younger than in arizona,Median_Age_Person_Male_WhiteAlone,geoId/04,,,,0,0
the average age of non-hispanic or latino white males in rhode island,Median_Age_Person_Male_WhiteAloneNotHispanicOrLatino,geoId/44,,,,0,0
the middle age of non-hispanic or latino white males in rhode island,Median_Age_Person_Male_WhiteAloneNotHispanicOrLatino,geoId/44,,,,0,0
the age at which half of non-hispanic or latino white males are older and half are younger in rhode island,Median_Age_Person_Male_WhiteAloneNotHispanicOrLatino,geoId/44,,,,0,0
1 the number of men aged 16 to 64 who worked in the past 12 months in connecticut,Median_Age_Person_Male_WorkedInThePast12Months,geoId/09,,,,0,0
2 the male workforce aged 16 to 64 in connecticut,Median_Age_Person_Male_WorkedInThePast12Months,geoId/09,,,,0,0
3 the number of employed men aged 16 to 64 in connecticut,Median_Age_Person_Male_WorkedInThePast12Months,geoId/09,,,,0,0
the average age of a native-born person in puerto rico,Median_Age_Person_Native,geoId/72,,,,0,0
the median age of a person born in the united states in puerto rico,Median_Age_Person_Native,geoId/72,,,*,3,3
the age at which half of the people in the us are native-born in puerto rico,Median_Age_Person_Native,geoId/72,,,*,0,0
the average age of native hawaiian or other pacific islander people in vermont,Median_Age_Person_NativeHawaiianOrOtherPacificIslanderAlone,geoId/50,,,,0,0
the middle age of native hawaiian or other pacific islander people in vermont,Median_Age_Person_NativeHawaiianOrOtherPacificIslanderAlone,geoId/50,,,,0,0
"the age that divides the native hawaiian or other pacific islander population into two equal groups, half younger and half older in vermont",Median_Age_Person_NativeHawaiianOrOtherPacificIslanderAlone,geoId/50,,,,0,0
the average age of people without health insurance in the united states in missouri,Median_Age_Person_NoHealthInsurance,geoId/29,,,*,0,0
the age at which half of the population in the united states does not have health insurance in missouri,Median_Age_Person_NoHealthInsurance,geoId/29,,,*,0,0
the age at which the number of people with health insurance in the united states is equal to the number of people without health insurance in missouri,Median_Age_Person_NoHealthInsurance,geoId/29,,,*,0,0
the average age of foreign-born women who are not us citizens in wisconsin,Median_Age_Person_NotAUSCitizen_Female_ForeignBorn,geoId/55,,,*,0,0
the middle age of foreign-born women who are not us citizens in wisconsin,Median_Age_Person_NotAUSCitizen_Female_ForeignBorn,geoId/55,,,*,5,3
the age that half of foreign-born women who are not us citizens are older than and half are younger than in wisconsin,Median_Age_Person_NotAUSCitizen_Female_ForeignBorn,geoId/55,,,,0,0
the average age of foreign-born non-us citizens in delaware,Median_Age_Person_NotAUSCitizen_ForeignBorn,geoId/10,,,*,0,0
the middle age of foreign-born non-us citizens in delaware,Median_Age_Person_NotAUSCitizen_ForeignBorn,geoId/10,*,,,,
the age that half of foreign-born non-us citizens are older than and half are younger than in delaware,Median_Age_Person_NotAUSCitizen_ForeignBorn,geoId/10,,,*,1,1
the average age of foreign-born males who are not us citizens in hawaii,Median_Age_Person_NotAUSCitizen_Male_ForeignBorn,geoId/15,,,,0,0
the middle age of foreign-born males who are not us citizens in hawaii,Median_Age_Person_NotAUSCitizen_Male_ForeignBorn,geoId/15,,,,0,0
the age that half of foreign-born males who are not us citizens are older than and half are younger than in hawaii,Median_Age_Person_NotAUSCitizen_Male_ForeignBorn,geoId/15,,,,1,1
the average age of people in adult correctional facilities in north dakota,Median_Age_Person_ResidesInAdultCorrectionalFacilities,geoId/38,,,,0,0
the middle age of people in adult correctional facilities in north dakota,Median_Age_Person_ResidesInAdultCorrectionalFacilities,geoId/38,,,,0,0
the age that most people in adult correctional facilities are in north dakota,Median_Age_Person_ResidesInAdultCorrectionalFacilities,geoId/38,,,,0,0
what is the average age of people living in college or university student housing? in massachusetts,Median_Age_Person_ResidesInCollegeOrUniversityStudentHousing,geoId/25,,,,0,0
what is the median age of people living in college or university student housing? in massachusetts,Median_Age_Person_ResidesInCollegeOrUniversityStudentHousing,geoId/25,,,,0,0
what is the age range of people living in college or university student housing? in massachusetts,Median_Age_Person_ResidesInCollegeOrUniversityStudentHousing,geoId/25,,,,0,0
the average age of people living in group quarters in colorado,Median_Age_Person_ResidesInGroupQuarters,geoId/08,,,,0,0
the middle age of people living in group quarters in colorado,Median_Age_Person_ResidesInGroupQuarters,geoId/08,,,,0,0
"the age that divides the population of group quarters into two equal groups, half younger and half older in colorado",Median_Age_Person_ResidesInGroupQuarters,geoId/08,,,,1,1
the average age of people living in group quarters in the united states in district of columbia,Median_Age_Person_ResidesInInstitutionalizedGroupQuarters,geoId/11,,,*,1,1
the middle age of people living in group quarters in the united states in district of columbia,Median_Age_Person_ResidesInInstitutionalizedGroupQuarters,geoId/11,,,*,1,1
the age that half of the people living in group quarters in the united states are older than and half are younger than in district of columbia,Median_Age_Person_ResidesInInstitutionalizedGroupQuarters,geoId/11,,,*,-1,5
the average age of people living in non-institutional group quarters in mississippi,Median_Age_Person_ResidesInNoninstitutionalizedGroupQuarters,geoId/28,,,,0,0
the middle age of people living in non-institutional group quarters in mississippi,Median_Age_Person_ResidesInNoninstitutionalizedGroupQuarters,geoId/28,,,,0,0
the age that most people living in non-institutional group quarters are in mississippi,Median_Age_Person_ResidesInNoninstitutionalizedGroupQuarters,geoId/28,,,,2,1
the average age of people living in nursing homes in district of columbia,Median_Age_Person_ResidesInNursingFacilities,geoId/11,,,*,0,0
the middle age of people in nursing facilities in district of columbia,Median_Age_Person_ResidesInNursingFacilities,geoId/11,,,*,0,0
the age that most people in nursing homes are in district of columbia,Median_Age_Person_ResidesInNursingFacilities,geoId/11,,,*,6,3
the average age of people of some other race in district of columbia,Median_Age_Person_SomeOtherRaceAlone,geoId/11,,,*,-1,0
