dcid,Name,Description,Override_Alternatives,Curated_Alternatives
Median_Income_Person_25OrMoreYears_EducationalAttainmentSomeCollegeOrAssociatesDegree_WithIncome,Median Income: Some College or Associates Degree,Median Income of Population With Some College or Associate's Degree,,
Median_Income_Person_DifferentHouseAbroad,"Median Income: 15 Years or More, With Income, Different House Abroad",Medium Income for Population Aged 15 Years or More With Income Living in Different Houses Abroad,,
Median_Income_Person_DifferentHouseInDifferentCountyDifferentState,"Median Income: 15 Years or More, With Income, Different House in Different County Different State",Median Income For Population Aged 15 Years or More Living in Different Houses in Different Counties in Different States With Income,,
Median_Income_Person_DifferentHouseInDifferentCountySameState,"Median Income: 15 Years or More, With Income, Different House in Different County Same State",Median Income of Population Aged 15 Years or More From Different Houses in Different County Same State,,
Median_Income_Person_DifferentHouseInSameCounty,"Median Income: 15 Years or More, With Income, Different House in Same County",Median Income of Population Aged 15 Years or More With Income in Different Houses in Same County,,
Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthAfrica,"Median Number of Rooms of Housing Unit: Foreign Born, Occupied Housing Unit, Africa",Median Number of Rooms of Housing Units of Foreign-Born Population Occupied Housing Unit In Africa,,
Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthAsia,"Median Number of Rooms of Housing Unit: Foreign Born, Occupied Housing Unit, Asia",Number Of Rooms In Housing Units Occupied By Population Foreign-Born In Asia,,
Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthCaribbean,"Median Number of Rooms of Housing Unit: Foreign Born, Occupied Housing Unit, Caribbean",Median Number of Rooms of Housing Units Occupied by Foreign-Born Population in the Caribbean,,
Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthCentralAmericaExceptMexico,"Median Number of Rooms of Housing Unit: Foreign Born, Occupied Housing Unit, Central America Except Mexico","Median Number of Rooms For Foreign-Born Population Occupying Housing Units in Central America, Except Mexico",,
Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthEasternAsia,"Median Number of Rooms of Housing Unit: Foreign Born, Occupied Housing Unit, Eastern Asia",Median Number of Rooms of Foreign-Born in Eastern Asia Housing Unit With Occupied Housing Unit,,
Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthEurope,"Median Number of Rooms of Housing Unit: Foreign Born, Occupied Housing Unit, Europe",Median Rooms Of Households Occupied By Foreign Born Population Born in Europe,,
Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthLatinAmerica,"Median Number of Rooms of Housing Unit: Foreign Born, Occupied Housing Unit, Latin America",Median Rooms Of Households Occupied By Foreign Born Population Born in Latin America,,
Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthMexico,"Median Number of Rooms of Housing Unit: Foreign Born, Occupied Housing Unit, Country/MEX",Median Number of Rooms For Housing Units Occupied By Foreign-Born Population,,
Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthamerica,"Median Number of Rooms of Housing Unit: Foreign Born, Occupied Housing Unit, Northamerica",Median Number Of Rooms With Foreign Born Population In North America Occupied,,
Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthNorthernWesternEurope,"Median Number of Rooms of Housing Unit: Foreign Born, Occupied Housing Unit, Northern Western Europe",Housing Units with Median Number of Rooms Occupied by Foreign-Born Population in Northern Western Europe,,
Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthOceania,"Median Number of Rooms of Housing Unit: Foreign Born, Occupied Housing Unit, Oceania",Number of Rooms of Housing Units Occupied by Foreign-Born Population in Oceania,,
Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthamerica,"Median Number of Rooms of Housing Unit: Foreign Born, Occupied Housing Unit, Southamerica",Median Number of Rooms of Housing Unit Occupied by Foreign Born Population in South America,,
Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthCentralAsia,"Median Number of Rooms of Housing Unit: Foreign Born, Occupied Housing Unit, South Central Asia",Median Number of Rooms Occupied By Foreign-Born Population in South Central Asia,,
Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthEasternAsia,"Median Number of Rooms of Housing Unit: Foreign Born, Occupied Housing Unit, South Eastern Asia",Median Number of Occupied Rooms for Foreign-Born Population in South Eastern Asia,,
Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthSouthernEasternEurope,"Median Number of Rooms of Housing Unit: Foreign Born, Occupied Housing Unit, Southern Eastern Europe",Foreign-Born in Southern Eastern Europe Occupied Housing Units,,
Median_NumberOfRooms_HousingUnit_ForeignBorn_OccupiedHousingUnit_PlaceOfBirthWesternAsia,"Median Number of Rooms of Housing Unit: Foreign Born, Occupied Housing Unit, Western Asia",Median of Housing Units Occupied by Foreign Borns in Western Asia,,
MedianMothersAge_BirthEvent,Median Mother's Age at Birth,Median Mother's Age at Birth,,
Min_Concentration_AirPollutant_CO,Min Concentration: Carbon Monoxide,,,
Min_Concentration_AirPollutant_NO2,Min Concentration: Nitrogen Dioxide,,,
Min_Concentration_AirPollutant_SO2,Min Concentration: Sulfur Dioxide,,,
Min_Humidity_RelativeHumidity,Min Humidity: Relative Humidity,Minimum Relative Humidity,,
Min_PrecipitableWater_Atmosphere,Min Precipitable Water,Minimum Water Precipitable in The Atmosphere,,
Min_Radiation_Downwelling_ShortwaveRadiation,"Min Radiation: Downwelling, Shortwave Radiation",Minimum Surface Downwelling Shortwave Radiation,,
Min_Rainfall,Min Rainfall,Minimum Rainfall,,
Min_Snowfall,Min Snowfall,Minimum Snowfall,,
Min_Temperature,Min Temperature,Minimum Temperature,,
Min_WindSpeed_UComponent_Height10Meters,"Min Wind Speed: Meter 10, UComponent",Minimum Wind Speed,,
Min_WindSpeed_VComponent_Height10Meters,"Min Wind Speed: Meter 10, VComponent",Component 10 Meters Min Wind Speed,,
MinTemp_Daily_GaussianMixture_1PctProb_LessThan_Atleast1DayADecade_CMIP6_Ensemble_SSP245,MinTemp Ensemble GaussianMixture 1PctProb LessThan Atleast1DayADecade CMIP6 SSP245,,,
MinTemp_Daily_GaussianMixture_1PctProb_LessThan_Atleast1DayADecade_CMIP6_Ensemble_SSP585,MinTemp Ensemble GaussianMixture 1PctProb LessThan Atleast1DayADecade CMIP6 SSP585,,,
MinTemp_Daily_GaussianMixture_1PctProb_LessThan_Atleast1DayAYear_CMIP6_Ensemble_SSP245,MinTemp Ensemble GaussianMixture 1PctProb LessThan Atleast1DayAYear CMIP6 SSP245,,,
MinTemp_Daily_GaussianMixture_1PctProb_LessThan_Atleast1DayAYear_CMIP6_Ensemble_SSP585,MinTemp Ensemble GaussianMixture 1PctProb LessThan Atleast1DayAYear CMIP6 SSP585,,,
MinTemp_Daily_GaussianMixture_5PctProb_LessThan_Atleast1DayADecade_CMIP6_Ensemble_SSP245,MinTemp Ensemble GaussianMixture 5PctProb LessThan Atleast1DayADecade CMIP6 SSP245,,,
MinTemp_Daily_GaussianMixture_5PctProb_LessThan_Atleast1DayADecade_CMIP6_Ensemble_SSP585,MinTemp Ensemble GaussianMixture 5PctProb LessThan Atleast1DayADecade CMIP6 SSP585,,,
MinTemp_Daily_GaussianMixture_5PctProb_LessThan_Atleast1DayAYear_CMIP6_Ensemble_SSP245,MinTemp Ensemble GaussianMixture 5PctProb LessThan Atleast1DayAYear CMIP6 SSP245,,,
MinTemp_Daily_GaussianMixture_5PctProb_LessThan_Atleast1DayAYear_CMIP6_Ensemble_SSP585,MinTemp Ensemble GaussianMixture 5PctProb LessThan Atleast1DayAYear CMIP6 SSP585,,,
MortalityRate_Person_Upto4Years_AsFractionOf_Count_BirthEvent_LiveBirth,Mortality Rate: 4 Years or Less (As Fraction of Count Birth Event Live Birth),Death Rate of Population Aged 4 Years or Less,,
NumberOfDays_Concentration_SmokePM25_Above12PPM,Number of days where the Smoke PM2.5 concentration exceeded 12 ppm,,,
NumberOfDays_Concentration_SmokePM25_Above150PPM,Number of days where the Smoke PM2.5 concentration exceeded 150 ppm,,,
NumberOfDays_Concentration_SmokePM25_Above250PPM,Number of days where the Smoke PM2.5 concentration exceeded 250 ppm,,,
NumberOfDays_Concentration_SmokePM25_Above35PPM,Number of days where the Smoke PM2.5 concentration exceeded 35 ppm,,,
NumberOfDays_Concentration_SmokePM25_Above55PPM,Number of days where the Smoke PM2.5 concentration exceeded 55 ppm,,,
NumberOfDays_HeatWaveEvent,Number of Days of Heat Wave Event,Heat Wave Events,,
NumberOfMonths_WetBulbTemperature_35COrMore_RCP45_MaxRelativeHumidity,Number of Months Reaching Wet Bulb Temperature based on RCP 4.5 Max Relative Humidity,Maximum Relative Humidity 35 Celsius or More Based on RCP 4.5,,
NumberOfMonths_WetBulbTemperature_35COrMore_RCP45_MeanRelativeHumidity,Number of Months Reaching Wet Bulb Temperature based on RCP 4.5 Mean Relative Humidity,Months with Mean Relative Humidity Based on RCP 4.5 35 Celsius or More,,
NumberOfMonths_WetBulbTemperature_35COrMore_RCP45_MinRelativeHumidity,Number of Months Reaching Wet Bulb Temperature based on RCP 4.5 Min Relative Humidity,"Months Based on RCP 4.5 Min Relative Humidity, 35 Celsius or More",,
NumberOfMonths_WetBulbTemperature_35COrMore_RCP60_MaxRelativeHumidity,Number of Months Reaching Wet Bulb Temperature based on RCP 6.0 Max Relative Humidity,Maximum Relative Humidity 35 Celsius Or More Based on RCP 6.0,,
NumberOfMonths_WetBulbTemperature_35COrMore_RCP60_MeanRelativeHumidity,Number of Months Reaching Wet Bulb Temperature based on RCP 6.0 Mean Relative Humidity,Number of Months Based on RCP 6.0 Mean Relative Humidity 35 Celsius or More,,
NumberOfMonths_WetBulbTemperature_35COrMore_RCP60_MinRelativeHumidity,Number of Months Reaching Wet Bulb Temperature based on RCP 6.0 Min Relative Humidity,Number of Months Based on RCP 6.0 Min Relative Humidity 35 Celsius or More,,
NumberOfMonths_WetBulbTemperature_35COrMore_RCP85_MaxRelativeHumidity,Number of Months Reaching Wet Bulb Temperature based on RCP 8.5 Max Relative Humidity,Number of Months Based on RCP 8.5,,
NumberOfMonths_WetBulbTemperature_35COrMore_RCP85_MeanRelativeHumidity,Number of Months Reaching Wet Bulb Temperature based on RCP 8.5 Mean Relative Humidity,"Months Based on RCP 8.5, Mean Relative Humidity, 35 Celsius or More",,
NumberOfMonths_WetBulbTemperature_35COrMore_RCP85_MinRelativeHumidity,Number of Months Reaching Wet Bulb Temperature based on RCP 8.5 Min Relative Humidity,Number of Months Based on RCP 8.5,,
Percent_BurnedArea_FireEvent,Percent of area that burned,Percentage of Area Burned By Fire Event,,
Percent_BurnedArea_FireEvent_Forest,Percent of forest area that burned,Percentage of Forest Area Burned By Fire Event,,
Percent_BurnedArea_FireEvent_Forest_HighSeverity,Percent of forest area that experienced high-severity fire,Percentage of Forest Area That Experienced High-Severity Fire,,
Percent_Daily_TobaccoSmoking_Cigarettes_In_Count_Person,"Percentage Daily, Tobacco Smoking, Cigarettes Among Population",Percentage of Population Smoking Cigarettes Daily,,
Percent_Daily_TobaccoUsing_In_Count_Person,Prevalence of Daily Tobacco Use,Percentage of Population Smoking Daily,,
Percent_Daily_TobaccoUsing_In_Count_Person_Female,Prevalence of Daily Tobacco Use Among Females,Percentage of Female Population Smoking Tobacco Daily,,
Percent_Daily_TobaccoUsing_In_Count_Person_Male,Prevalence of Daily Tobacco Use Among Males,Percentage of Male Population Smoking Tobacco Daily,,
Percent_Person_21To65Years_Female_ReceivedCervicalCancerScreening,"Prevalence of 21 - 65 Years, Female, Received Cervical Cancer Screening",Female Population Aged 21 to 65 Years Received Cervical Cancer Screening,,
Percent_Person_50To74Years_Female_ReceivedMammography,"Prevalence: 50 - 74 Years, Female, Mammography",Prevalence of Female Population Aged 50 to 74 Years who Received Mammography,,
Percent_Person_50To75Years_ReceivedColorectalCancerScreening,"Prevalence: 50 - 75 Years, Colorectal Cancer Screening",Colorectal Cancer Screening Prevalence for Population Aged 50 to 75 Years,,
Percent_Person_65OrMoreYears_Female_ReceivedCorePreventiveServices,"Prevalence: 65 Years or More, Female, Core Preventive Services",Prevalence of Females Aged 65 Years or More Received Core Preventive Services,,
Percent_Person_65OrMoreYears_Male_ReceivedCorePreventiveServices,"Prevalence: 65 Years or More, Male, Core Preventive Services",Prevalence Preventive Services for Males Above 65 Years Old,,
Percent_Person_ReceivedCholesterolScreening,Prevalence: Cholesterol Screening,Prevalence of Persons who Received Cholesterol Screening,,
Percent_Person_ReceivedDentalVisit,Prevalence: Dental Visit,Prevalence of Persons who Received Dental Visits,,
Percent_TobaccoSmoking_Cigarettes_In_Count_Person,Prevalence of Current Cigarette Smoking,Prevalence of Tobacco Smoking Population,,
Percent_TobaccoSmoking_Cigarettes_In_Count_Person_Female,Prevalence of Current Cigarette Smoking Among Females,Prevalence of Tobacco Smoking Female Population,,
Percent_TobaccoSmoking_Cigarettes_In_Count_Person_Male,Prevalence of Current Cigarette Smoking Among Males,Prevalence of Tobacco Smoking Male Population,,
Percent_TobaccoSmoking_TobaccoProducts_In_Count_Person,Percentage Tobacco Smoking Among Population,Prevalence of Tobacco Smoking Tobacco Population,,
Percent_TobaccoSmoking_TobaccoProducts_In_Count_Person_Female,Percentage Tobacco Smoking Among Female Population,Prevalence of Tobacco Smoking Female Population,,
Percent_TobaccoSmoking_TobaccoProducts_In_Count_Person_Male,Percentage Tobacco Smoking Among Male Population,Prevalence of Tobacco Smoking Male Population,,
Percent_TobaccoUsing_In_Count_Person,Prevalence of Current Tobacco Use,Prevalence of Tobacco Using Population,,
Percent_TobaccoUsing_In_Count_Person_Female,Prevalence of Current Tobacco Use Among Females,Prevalence of Tobacco Using Female Population,,
Percent_TobaccoUsing_In_Count_Person_Male,Prevalence of Current Tobacco Use Among Males,Prevalence of Tobacco Using Male Population,,
PopulationWeighted_Concentration_AirPollutant_Ozone,Population-weighted Ozone Concentration,Concentration of Ozone Pollutants Weighted by Population,,
PopulationWeighted_Concentration_AirPollutant_PM2.5,Population-weighted PM2.5 Concentration,Concentration of PM2.5 Pollutants Weighted by Population,,
PopulationWeighted_Count_HeatWaveEvent,Population-weighted Number of Heat Waves,Heat Waves Weighted by Population,,
PopulationWeighted_Intensity_HeatWaveEvent,Population-weighted Intensity of Heat Waves,Intensity of Heat Waves Weighted by Population,,
PopulationWeighted_NumerOfDays_HeatWaveEvent,Population-weighted Length of Heat Waves,Length of Heat Waves Weighted by Population,,
PrecipitationRate,Precipitation Rate,Precipitation Rate,,
Radiation_Downwelling_LongwaveRadiation,"Radiation: Downwelling, Longwave Radiation",Downwelling And Longwave Radiation,,
Radiation_Downwelling_ShortwaveRadiation,"Radiation: Downwelling, Shortwave Radiation",Downwelling Shortwave Radiation,,
Receipts_Establishment_NAICSAdministrativeSupportWasteManagementRemediationServices_WithPayroll,"Receipts of Establishment: Administrative And Support And Waste Management Services (NAICS/56), With Payroll",Receipts of Administrative and Support and Waste Management Services Establishments,,
ReceiptsBillingsOrSales_Establishment_NAICSConstruction_WithPayroll,"Receipts Billings or Sales of Establishment: Construction (NAICS/23), With Payroll",Receipts of Construction Industries With Payroll,,
ReceiptsOrRevenue_Establishment_NAICSArtsEntertainmentRecreation_WithPayroll,"Receipts or Revenue of Establishment: Arts, Entertainment, And Recreation (NAICS/71), With Payroll","Revenue of Arts, Entertainment, and Recreation Establishments With Payroll",,
ReceiptsOrRevenue_Establishment_NAICSArtsEntertainmentRecreation_WithPayroll_ExemptFromFederalIncomeTax,"Receipts or Revenue of Establishment: Arts, Entertainment, And Recreation (NAICS/71), Exempt From Federal Income Tax","Revenue of Arts, Entertainment, And Recreation, Exempt From Federal Income Tax",,
ReceiptsOrRevenue_Establishment_NAICSArtsEntertainmentRecreation_WithPayroll_SubjectToFederalIncomeTax,"Receipts or Revenue of Establishment: Arts, Entertainment, And Recreation (NAICS/71), Subject To Federal Income Tax","Revenue of Arts Entertainment And Recreation Establishments, Subject To Federal Income Tax",,
ReceiptsOrRevenue_Establishment_NAICSEducationalServices_WithPayroll,"Receipts or Revenue of Establishment: Educational Services (NAICS/61), With Payroll",Revenue of Educational Services WIth Payroll,,
ReceiptsOrRevenue_Establishment_NAICSEducationalServices_WithPayroll_ExemptFromFederalIncomeTax,"Receipts or Revenue of Establishment: Educational Services (NAICS/61), Exempt From Federal Income Tax",Revenue of Educational Services exempt from federal income tax,,
ReceiptsOrRevenue_Establishment_NAICSEducationalServices_WithPayroll_SubjectToFederalIncomeTax,"Receipts or Revenue of Establishment: Educational Services (NAICS/61), Subject To Federal Income Tax","Revenue of Educational Services, Subject to Federal Income Tax",,
ReceiptsOrRevenue_Establishment_NAICSHealthCareSocialAssistance_WithPayroll,"Receipts or Revenue of Establishment: Health Care And Social Assistance (NAICS/62), With Payroll",Revenue of Health Care and Social Assistance Establishments With Payroll,,
ReceiptsOrRevenue_Establishment_NAICSHealthCareSocialAssistance_WithPayroll_ExemptFromFederalIncomeTax,"Receipts or Revenue of Establishment: Health Care And Social Assistance (NAICS/62), Exempt From Federal Income Tax",Revenue of Health Care And Social Assistance To Exempt From Federal Income Tax,,
ReceiptsOrRevenue_Establishment_NAICSHealthCareSocialAssistance_WithPayroll_SubjectToFederalIncomeTax,"Receipts or Revenue of Establishment: Health Care And Social Assistance (NAICS/62), Subject To Federal Income Tax","Revenue from Health Care And Social Assistance, Subject To Federal Income Tax",,
ReceiptsOrRevenue_Establishment_NAICSInformation_WithPayroll,"Receipts or Revenue of Establishment: Information (NAICS/51), With Payroll",Receipts of Information Industries With Payroll,,
ReceiptsOrRevenue_Establishment_NAICSOtherServices_WithPayroll,"Receipts or Revenue of Establishment: Other Services, Except Public Administration (NAICS/81), With Payroll","Receipt Of Other Services, Except Public Administration With Payrolls",,
ReceiptsOrRevenue_Establishment_NAICSOtherServices_WithPayroll_ExemptFromFederalIncomeTax,"Receipts or Revenue of Establishment: Other Services, Except Public Administration (NAICS/81), Exempt From Federal Income Tax","Revenue From Other Services, Except Public Administration, Exempted From Federal Income Tax",,
ReceiptsOrRevenue_Establishment_NAICSOtherServices_WithPayroll_SubjectToFederalIncomeTax,"Receipts or Revenue of Establishment: Other Services, Except Public Administration (NAICS/81), Subject To Federal Income Tax","Revenue of Other Services, Except Public Administration, Subjected To Federal Income Tax",,
ReceiptsOrRevenue_Establishment_NAICSProfessionalScientificTechnicalServices_WithPayroll,"Receipts or Revenue of Establishment: Professional, Scientific, And Technical Services (NAICS/54), With Payroll",Receipts of Professional Scientific And Technical Services With Payroll,,
ReceiptsOrRevenue_Establishment_NAICSProfessionalScientificTechnicalServices_WithPayroll_ExemptFromFederalIncomeTax,"Receipts or Revenue of Establishment: Professional, Scientific, And Technical Services (NAICS/54), Exempt From Federal Income Tax","Receipts of Professional, Scientific, And Technical Services Exempt From Federal Income Tax",,
ReceiptsOrRevenue_Establishment_NAICSProfessionalScientificTechnicalServices_WithPayroll_SubjectToFederalIncomeTax,"Receipts or Revenue of Establishment: Professional, Scientific, And Technical Services (NAICS/54), Subject To Federal Income Tax","Receipts of Professional, Scientific, and Technical Services Establishments Subject to Federal Income Tax",,
RetailDrugDistribution_DrugDistribution_Alfentanil,Retail Drug Distribution of Drug Distribution: Drug/dea/9737,Retail Drug Distribution of Alfentanil,,
RetailDrugDistribution_DrugDistribution_Amobarbital,Retail Drug Distribution of Drug Distribution: Drug/dea/2125,Retail Drug Distribution of Amobarbital,,
RetailDrugDistribution_DrugDistribution_AnabolicSteroids,Retail Drug Distribution of Drug Distribution: Drug/dea/4000,Retail Drug Distribution of Anabolic Steroids,,
RetailDrugDistribution_DrugDistribution_BarbituricAcidDerivativeOrSalt,Retail Drug Distribution of Drug Distribution: Drug/dea/2100,Retail Drug Distribution of Barbituric Acid Derivative Or Salt,,
RetailDrugDistribution_DrugDistribution_Buprenorphine,Retail Drug Distribution of Drug Distribution: Drug/dea/9064,Retail Drug Distribution of Buprenorphine,,
RetailDrugDistribution_DrugDistribution_Butalbital,Retail Drug Distribution of Drug Distribution: Drug/dea/2165,Retail Drug Distribution of Butalbital,,
RetailDrugDistribution_DrugDistribution_Cocaine,Retail Drug Distribution of Drug Distribution: Drug/dea/9041 L,Retail Drug Distribution of Cocaine,,
RetailDrugDistribution_DrugDistribution_dea/9809,Retail Drug Distribution of Drug Distribution: Drug/dea/9809,Retail Drug Distribution of Opium combination product 25 mg/du,,
RetailDrugDistribution_DrugDistribution_Dihydrocodeine,Retail Drug Distribution of Drug Distribution: Drug/dea/9120,Retail Drug Distribution of Dihydrocodeine,,
RetailDrugDistribution_DrugDistribution_DlMethamphetamine,Retail Drug Distribution of Drug Distribution: Drug/dea/1105 B,Retail Drug Distribution of DlMethamphetamine,,
RetailDrugDistribution_DrugDistribution_DMethamphetamine,Retail Drug Distribution of Drug Distribution: Drug/dea/1105 D,Retail Drug Distribution of Methamphetamine,,
RetailDrugDistribution_DrugDistribution_Ecgonine,Retail Drug Distribution of Drug Distribution: Drug/dea/9180 L,Retail Drug Distribution of Ecgonine,,
RetailDrugDistribution_DrugDistribution_FDAApprovedGammaHydroxybutyricAcidPreparations,Retail Drug Distribution of Drug Distribution: Drug/dea/2012,Retail Drug Distribution of FDA Approved Gamma Hydroxybutyric Acid Preparations,,
RetailDrugDistribution_DrugDistribution_Fentanyl,Retail Drug Distribution of Drug Distribution: Drug/dea/9801,Retail Drug Distribution of Fentanyl,,
RetailDrugDistribution_DrugDistribution_GammaHydroxybutyricAcid,Retail Drug Distribution of Drug Distribution: Drug/dea/2010,Retail Drug Distribution of Gamma Hydroxybutyric Acid,,
RetailDrugDistribution_DrugDistribution_Hydromorphone,Retail Drug Distribution of Drug Distribution: Drug/dea/9150,Retail Drug Distribution of Hydromorphone,,
RetailDrugDistribution_DrugDistribution_Levorphanol,Retail Drug Distribution of Drug Distribution: Drug/dea/9220 L,Retail Drug Distribution of Levorphanol,,
RetailDrugDistribution_DrugDistribution_Lisdexamfetamine,Retail Drug Distribution of Drug Distribution: Drug/dea/1205,Retail Drug Distribution of Lisdexamfetamine,,
RetailDrugDistribution_DrugDistribution_Lorazepam,Retail Drug Distribution of Drug Distribution: Drug/dea/2885,Retail Drug Distribution of Lorazepam,,
RetailDrugDistribution_DrugDistribution_MarketableOralDronabinol,Retail Drug Distribution of Drug Distribution: Drug/dea/7365,Retail Drug Distribution of Marketable Oral Dronabinol,,
RetailDrugDistribution_DrugDistribution_Methadone,Retail Drug Distribution of Drug Distribution: Drug/dea/9250 B,Retail Drug Distribution of Methadone,,
RetailDrugDistribution_DrugDistribution_Methylphenidate,Retail Drug Distribution of Drug Distribution: Drug/dea/1724,Retail Drug Distribution of Methylphenidate,,
RetailDrugDistribution_DrugDistribution_Nabilone,Retail Drug Distribution of Drug Distribution: Drug/dea/7379,Retail Drug Distribution of Nabilone,,
RetailDrugDistribution_DrugDistribution_Naloxone,Retail Drug Distribution of Drug Distribution: Drug/dea/9411,Retail Drug Distribution of Naloxone,,
RetailDrugDistribution_DrugDistribution_Noroxymorphone,Retail Drug Distribution of Drug Distribution: Drug/dea/9668,Retail Drug Distribution of Noroxymorphone,,
RetailDrugDistribution_DrugDistribution_Oxymorphone,Retail Drug Distribution of Drug Distribution: Drug/dea/9652,Retail Drug Distribution of Oxymorphone,,
RetailDrugDistribution_DrugDistribution_Paregoric,Retail Drug Distribution of Drug Distribution: Drug/dea/9655,Retail Drug Distribution of Paregoric,,
RetailDrugDistribution_DrugDistribution_Pentobarbital,Retail Drug Distribution of Drug Distribution: Drug/dea/2270,Retail Drug Distribution of Pentobarbital,,
RetailDrugDistribution_DrugDistribution_Pethidine,Retail Drug Distribution of Drug Distribution: Drug/dea/9230,Retail Drug Distribution of Pethidine,,
RetailDrugDistribution_DrugDistribution_Phencyclidine,Retail Drug Distribution of Drug Distribution: Drug/dea/7471,Retail Drug Distribution of Phencyclidine,,
RetailDrugDistribution_DrugDistribution_Phendimetrazine,Retail Drug Distribution of Drug Distribution: Drug/dea/1615,Retail Drug Distribution of Phendimetrazine,,
RetailDrugDistribution_DrugDistribution_Phenobarbital,Retail Drug Distribution of Drug Distribution: Drug/dea/2285,Retail Drug Distribution of Phenobarbital,,
RetailDrugDistribution_DrugDistribution_PoppyStrawConcentrate,Retail Drug Distribution of Drug Distribution: Drug/dea/9670,Retail Drug Distribution of Poppy Straw Concentrate,,
RetailDrugDistribution_DrugDistribution_PowderedOpium,Retail Drug Distribution of Drug Distribution: Drug/dea/9639,Retail Drug Distribution of Powdered Opium,,
RetailDrugDistribution_DrugDistribution_Remifentanil,Retail Drug Distribution of Drug Distribution: Drug/dea/9739,Retail Drug Distribution of Remifentanil,,
RetailDrugDistribution_DrugDistribution_Secobarbital,Retail Drug Distribution of Drug Distribution: Drug/dea/2315,Retail Drug Distribution of Secobarbital,,
RetailDrugDistribution_DrugDistribution_Sufentanil,Retail Drug Distribution of Drug Distribution: Drug/dea/9740,Retail Drug Distribution of Sufentanil,,
RetailDrugDistribution_DrugDistribution_Tapentadol,Retail Drug Distribution of Drug Distribution: Drug/dea/9780,Retail Drug Distribution of Tapentadol,,
RetailDrugDistribution_DrugDistribution_Testosterone,Retail Drug Distribution of Drug Distribution: Drug/dea/4187,Retail Drug Distribution of Testosterone,,
RetailDrugDistribution_DrugDistribution_TincuredOpium,Retail Drug Distribution of Drug Distribution: Drug/dea/9630,Retail Drug Distribution of Tincture Opium,,
RetailDrugDistribution_DrugDistribution_Zolpidem,Retail Drug Distribution of Drug Distribution: Drug/dea/2783,Retail Drug Distribution of Zolpidem,,
Revenue_Establishment_NAICSFinanceInsurance_WithPayroll,"Revenue of Establishment: Finance And Insurance (NAICS/52), With Payroll",Revenue of Finance And Insurance With Payroll,,
Revenue_Establishment_NAICSManagementOfCompaniesEnterprises_WithPayroll,"Revenue of Establishment: Management of Companies And Enterprises (NAICS/55), With Payroll",Revenue in Management of Companies And Enterprises With Payroll,,
Revenue_Establishment_NAICSRealEstateRentalLeasing_WithPayroll,"Revenue of Establishment: Real Estate And Rental And Leasing (NAICS/53), With Payroll",Revenue of Real Estate And Rental And Leasing Industries With Payroll,,
Sales_Establishment_ManufacturerSalesBranchesAndOffices_NAICSWholesaleTrade_WithPayroll,"Sales of Establishment: Manufacturer Sales Branches And Offices, Wholesale Trade (NAICS/42)",Sales Of Wholesale Trade Establishments,,
Sales_Establishment_NAICSAccommodationFoodServices_WithPayroll,"Sales of Establishment: Accommodation And Food Services (NAICS/72), With Payroll",Sales of Accommodation and Food Services Establishments With Payroll,,
Sales_Establishment_NAICSWholesaleTrade_WithPayroll,"Sales of Establishment: Wholesale Trade (NAICS/42), With Payroll",Wholesale Trade Establishments With Payrolls,,
Sales_Establishment_USC_MerchantWholesalers_NAICSWholesaleTrade_WithPayroll,"Sales of Establishment: Merchant Wholesalers, Wholesale Trade (NAICS/42)",Wholesale Trade Merchant Wholesalers,,
SettlementAmount_NaturalHazardInsurance_BuildingContents_FloodEvent,"Settlement Amount of Natural Hazard Insurance: Building Contents, Flood Event",Settlement Amount of Flood Insurance for Building Contents in Floods Zone,,
SettlementAmount_NaturalHazardInsurance_BuildingStructure_FloodEvent,"Settlement Amount of Natural Hazard Insurance: Building Structure, Flood Event",Settlement Amount Of Flood Insurance in Building Structures,,
