sentence,dcid
"Count Subsidized Housing Unit: Measurement Denominator Count_ Subsidized Housing Unit_ Project Rental Assistance Contract Section 81 1, Occupancy Status Occupied Housing Unit, Program Type Project Rental Assistance Contract Section 81 1",Count_SubsidizedHousingUnit_OccupiedHousingUnit_ProjectRentalAssistanceContractSection811_AsAFractionOf_Count_SubsidizedHousingUnit_ProjectRentalAssistanceContractSection811
"Count Subsidized Housing Unit: Measurement Denominator Count_ Subsidized Housing Unit_ Public Housing, Occupancy Status Occupied Housing Unit, Program Type Public Housing",Count_SubsidizedHousingUnit_OccupiedHousingUnit_PublicHousing_AsAFractionOf_Count_SubsidizedHousingUnit_PublicHousing
"Count Subsidized Housing Unit: Measurement Denominator Count_ Subsidized Housing Unit_ Rent Sup Rap, Occupancy Status Occupied Housing Unit, Program Type Rent Sup Rap",Count_SubsidizedHousingUnit_OccupiedHousingUnit_RentSupRAP_AsAFractionOf_Count_SubsidizedHousingUnit_RentSupRAP
"Count Subsidized Housing Unit: Measurement Denominator Count_ Subsidized Housing Unit_ S2 36 Bmir, Occupancy Status Occupied Housing Unit, Program Type S2 36 Bmir",Count_SubsidizedHousingUnit_OccupiedHousingUnit_S236BMIR_AsAFractionOf_Count_SubsidizedHousingUnit_S236BMIR
Count Subsidized Housing Unit: Program Type Housing Choice Vouchers,Count_SubsidizedHousingUnit_HousingChoiceVouchers
Count Subsidized Housing Unit: Program Type Mod Rehab,Count_SubsidizedHousingUnit_ModRehab
Count Subsidized Housing Unit: Program Type Project Based Section 8,Count_SubsidizedHousingUnit_ProjectBasedSection8
Count Subsidized Housing Unit: Program Type Project Rental Assistance Contract Section 20 2,Count_SubsidizedHousingUnit_ProjectRentalAssistanceContractSection202
Count Subsidized Housing Unit: Program Type Project Rental Assistance Contract Section 81 1,Count_SubsidizedHousingUnit_ProjectRentalAssistanceContractSection811
Count Subsidized Housing Unit: Program Type Public Housing,Count_SubsidizedHousingUnit_PublicHousing
Count Subsidized Housing Unit: Program Type Rent Sup Rap,Count_SubsidizedHousingUnit_RentSupRAP
Count Subsidized Housing Unit: Program Type S2 36 Bmir,Count_SubsidizedHousingUnit_S236BMIR
Mean Utility Allowance Subsidized Housing Unit,Mean_UtilityAllowance_SubsidizedHousingUnit
Mean Utility Allowance Subsidized Housing Unit: Program Type Housing Choice Vouchers,Mean_UtilityAllowance_SubsidizedHousingUnit_HousingChoiceVouchers
Mean Utility Allowance Subsidized Housing Unit: Program Type Mod Rehab,Mean_UtilityAllowance_SubsidizedHousingUnit_ModRehab
Mean Utility Allowance Subsidized Housing Unit: Program Type Project Based Section 8,Mean_UtilityAllowance_SubsidizedHousingUnit_ProjectBasedSection8
Mean Utility Allowance Subsidized Housing Unit: Program Type Project Rental Assistance Contract Section 20 2,Mean_UtilityAllowance_SubsidizedHousingUnit_ProjectRentalAssistanceContractSection202
Mean Utility Allowance Subsidized Housing Unit: Program Type Project Rental Assistance Contract Section 81 1,Mean_UtilityAllowance_SubsidizedHousingUnit_ProjectRentalAssistanceContractSection811
Mean Utility Allowance Subsidized Housing Unit: Program Type Public Housing,Mean_UtilityAllowance_SubsidizedHousingUnit_PublicHousing
Mean Utility Allowance Subsidized Housing Unit: Program Type Rent Sup Rap,Mean_UtilityAllowance_SubsidizedHousingUnit_RentSupRAP
Mean Utility Allowance Subsidized Housing Unit: Program Type S2 36 Bmir,Mean_UtilityAllowance_SubsidizedHousingUnit_S236BMIR
Monthly Expenditure Household,Monthly_Expenditure_Household
Monthly Expenditure Household: Program Type Housing Choice Vouchers,Monthly_Expenditure_Household_HousingChoiceVouchers
Monthly Expenditure Household: Program Type Mod Rehab,Monthly_Expenditure_Household_ModRehab
Monthly Expenditure Household: Program Type Project Based Section 8,Monthly_Expenditure_Household_ProjectBasedSection8
Monthly Expenditure Household: Program Type Project Rental Assistance Contract Section 20 2,Monthly_Expenditure_Household_ProjectRentalAssistanceContractSection202
Monthly Expenditure Household: Program Type Project Rental Assistance Contract Section 81 1,Monthly_Expenditure_Household_ProjectRentalAssistanceContractSection811
Monthly Expenditure Household: Program Type Public Housing,Monthly_Expenditure_Household_PublicHousing
Monthly Expenditure Household: Program Type Rent Sup Rap,Monthly_Expenditure_Household_RentSupRAP
Monthly Expenditure Household: Program Type S2 36 Bmir,Monthly_Expenditure_Household_S236BMIR
Monthly Income Household,Monthly_Income_Household
Monthly Income Household: Program Type Housing Choice Vouchers,Monthly_Income_Household_HousingChoiceVouchers
Monthly Income Household: Program Type Mod Rehab,Monthly_Income_Household_ModRehab
Monthly Income Household: Program Type Project Based Section 8,Monthly_Income_Household_ProjectBasedSection8
Monthly Income Household: Program Type Project Rental Assistance Contract Section 20 2,Monthly_Income_Household_ProjectRentalAssistanceContractSection202
Monthly Income Household: Program Type Project Rental Assistance Contract Section 81 1,Monthly_Income_Household_ProjectRentalAssistanceContractSection811
Monthly Income Household: Program Type Public Housing,Monthly_Income_Household_PublicHousing
Monthly Income Household: Program Type Rent Sup Rap,Monthly_Income_Household_RentSupRAP
Monthly Income Household: Program Type S2 36 Bmir,Monthly_Income_Household_S236BMIR
Monthly Income Person,Monthly_Income_Person
Monthly Income Person: Program Type Housing Choice Vouchers,Monthly_Income_Person_HousingChoiceVouchers
Monthly Income Person: Program Type Mod Rehab,Monthly_Income_Person_ModRehab
Monthly Income Person: Program Type Project Based Section 8,Monthly_Income_Person_ProjectBasedSection8
Monthly Income Person: Program Type Project Rental Assistance Contract Section 20 2,Monthly_Income_Person_ProjectRentalAssistanceContractSection202
Monthly Income Person: Program Type Project Rental Assistance Contract Section 81 1,Monthly_Income_Person_ProjectRentalAssistanceContractSection811
Monthly Income Person: Program Type Public Housing,Monthly_Income_Person_PublicHousing
Monthly Income Person: Program Type Rent Sup Rap,Monthly_Income_Person_RentSupRAP
Monthly Income Person: Program Type S2 36 Bmir,Monthly_Income_Person_S236BMIR
Monthly Rent Household,Monthly_Rent_Household
Monthly Rent Household: Program Type Housing Choice Vouchers,Monthly_Rent_Household_HousingChoiceVouchers
Monthly Rent Household: Program Type Mod Rehab,Monthly_Rent_Household_ModRehab
Monthly Rent Household: Program Type Project Based Section 8,Monthly_Rent_Household_ProjectBasedSection8
Monthly Rent Household: Program Type Project Rental Assistance Contract Section 20 2,Monthly_Rent_Household_ProjectRentalAssistanceContractSection202
Monthly Rent Household: Program Type Project Rental Assistance Contract Section 81 1,Monthly_Rent_Household_ProjectRentalAssistanceContractSection811
Monthly Rent Household: Program Type Public Housing,Monthly_Rent_Household_PublicHousing
Monthly Rent Household: Program Type Rent Sup Rap,Monthly_Rent_Household_RentSupRAP
Monthly Rent Household: Program Type S2 36 Bmir,Monthly_Rent_Household_S236BMIR
