sentence,dcid
sustainable development goal Ensure universal access to sexual and reproductive health and reproductive rights as agreed in accordance with the Programme of Action of the International Conference on Population and Development and the Beijing Platform for Action and the outcome documents of their review conferences,dc/topic/sdg_5.6
"sustainable development goal Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",dc/topic/sdg_5.5
"sustainable development goal Existence of a developed and operationalized national strategy for youth employment, as a distinct strategy or as part of a national employment strategy",dc/topic/sdg_8.b.1
sustainable development goal Existence of independent national human rights institutions in compliance with the Paris Principles,dc/topic/sdg_16.a.1
sustainable development goal Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,dc/topic/sdg_17.15.1
sustainable development goal Extent to which (i) global citizenship education and (ii) education for sustainable development are mainstreamed in (a) national education policies,dc/topic/sdg_12.8.1;dc/topic/sdg_13.3.1;dc/topic/sdg_4.7.1
"sustainable development goal Facilitate orderly, safe, regular and responsible migration and mobility of people, including through the implementation of planned and well-managed migration policies",dc/topic/sdg_10.7
"sustainable development goal Facilitate sustainable and resilient infrastructure development in developing countries through enhanced financial, technological and technical support to African countries, least developed countries, landlocked developing countries and small island developing States",dc/topic/sdg_9.a
"sustainable development goal Fatal and non-fatal occupational injuries per 100K workers, by sex and migrant status",dc/topic/sdg_8.8.1
sustainable development goal Financial Soundness Indicators,dc/topic/sdg_10.5.1
"sustainable development goal Fixed Internet broadband subscriptions per 100 inhabitants, by speed",dc/topic/sdg_17.6.1
sustainable development goal Forest area as a proportion of total land area,dc/topic/sdg_15.1.1
"sustainable development goal Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology",dc/topic/sdg_17.8
sustainable development goal Gender Equality,dc/topic/sdg_5
sustainable development goal Good Health and Well-being,dc/topic/sdg_3
sustainable development goal Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,dc/topic/sdg_10.1.1
sustainable development goal Health worker density and distribution,dc/topic/sdg_3.c.1
sustainable development goal Hepatitis B incidence per 100K population,dc/topic/sdg_3.3.4
"sustainable development goal Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable",dc/topic/sdg_1.3
"sustainable development goal Implement the 10-Year Framework of Programmes on Sustainable Consumption and Production Patterns, all countries taking action, with developed countries taking the lead, taking into account the development and capabilities of developing countries",dc/topic/sdg_12.1
sustainable development goal Implement the commitment undertaken by developed-country parties to the United Nations Framework Convention on Climate Change to a goal of mobilizing jointly $100 billion annually by 2020 from all sources to address the needs of developing countries in the context of meaningful mitigation actions and transparency on implementation and fully operationalize the Green Climate Fund through its capitalization as soon as possible,dc/topic/sdg_13.a
"sustainable development goal Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements",dc/topic/sdg_10.a
"sustainable development goal Improve education, awareness-raising and human and institutional capacity on climate change mitigation, adaptation, impact reduction and early warning",dc/topic/sdg_13.3
"sustainable development goal Improve progressively, through 2030, global resource efficiency in consumption and production and endeavour to decouple economic growth from environmental degradation, in accordance with the 10-Year Framework of Programmes on Sustainable Consumption and Production, with developed countries taking the lead",dc/topic/sdg_8.4
sustainable development goal Improve the regulation and monitoring of global financial markets and institutions and strengthen the implementation of such regulations,dc/topic/sdg_10.5
"sustainable development goal Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries",dc/topic/sdg_8.a
"sustainable development goal Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",dc/topic/sdg_2.a
"sustainable development goal Increase scientific knowledge, develop research capacity and transfer marine technology, taking into account the Intergovernmental Oceanographic Commission Criteria and Guidelines on the Transfer of Marine Technology, in order to improve ocean health and to enhance the contribution of marine biodiversity to the development of developing countries, in particular small island developing States and least developed countries",dc/topic/sdg_14.a
"sustainable development goal Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",dc/topic/sdg_9.3
sustainable development goal Indicator of food price anomalies,dc/topic/sdg_2.c.1
"sustainable development goal Industry, Innovation and Infrastructure",dc/topic/sdg_9
sustainable development goal Installed renewable energy-generating capacity in developing countries (in watts per capita),dc/topic/sdg_12.a.1;dc/topic/sdg_7.b.1
"sustainable development goal Integrate climate change measures into national policies, strategies and planning",dc/topic/sdg_13.2
sustainable development goal International Health Regulations (IHR) capacity and health emergency preparedness,dc/topic/sdg_3.d.1
"sustainable development goal International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems",dc/topic/sdg_7.a.1
sustainable development goal Labour share of GDP,dc/topic/sdg_10.4.1
"sustainable development goal Level of national compliance with labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation, by sex and migrant status",dc/topic/sdg_8.8.2
sustainable development goal Level of water stress,dc/topic/sdg_6.4.2
