dcid,sentence
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDNiue,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Niue;Climate finance provided;Climate finance disbursements provided to Niue through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDNorthMacedonia,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - North Macedonia;Climate finance provided;Climate finance disbursements provided to North Macedonia through oda grants in current USD
custom/statvar_747,"Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - North of Sahara, regional;Climate finance provided;Climate finance disbursements provided to North of Sahara, regional through oda grants in current USD"
custom/statvar_748,"Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Oceania, regional;Climate finance provided;Climate finance disbursements provided to Oceania, regional through oda grants in current USD"
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDPakistan,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Pakistan;Climate finance provided;Climate finance disbursements provided to Pakistan through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDPalau,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Palau;Climate finance provided;Climate finance disbursements provided to Palau through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDPanama,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Panama;Climate finance provided;Climate finance disbursements provided to Panama through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDPapuaNewGuinea,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Papua New Guinea;Climate finance provided;Climate finance disbursements provided to Papua New Guinea through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDParaguay,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Paraguay;Climate finance provided;Climate finance disbursements provided to Paraguay through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDPeru,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Peru;Climate finance provided;Climate finance disbursements provided to Peru through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDPhilippines,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Philippines;Climate finance provided;Climate finance disbursements provided to Philippines through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDRwanda,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Rwanda;Climate finance provided;Climate finance disbursements provided to Rwanda through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDSaintHelena,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Saint Helena;Climate finance provided;Climate finance disbursements provided to Saint Helena through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDSaintKittsandNevis,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Saint Kitts and Nevis;Climate finance provided;Climate finance disbursements provided to Saint Kitts and Nevis through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDSaintLucia,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Saint Lucia;Climate finance provided;Climate finance disbursements provided to Saint Lucia through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDSaintVincentandtheGrenadines,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Saint Vincent and the Grenadines;Climate finance provided;Climate finance disbursements provided to Saint Vincent and the Grenadines through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDSamoa,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Samoa;Climate finance provided;Climate finance disbursements provided to Samoa through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDSaoTomeandPrincipe,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Sao Tome and Principe;Climate finance provided;Climate finance disbursements provided to Sao Tome and Principe through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDSenegal,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Senegal;Climate finance provided;Climate finance disbursements provided to Senegal through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDSerbia,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Serbia;Climate finance provided;Climate finance disbursements provided to Serbia through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDSeychelles,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Seychelles;Climate finance provided;Climate finance disbursements provided to Seychelles through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDSierraLeone,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Sierra Leone;Climate finance provided;Climate finance disbursements provided to Sierra Leone through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDSolomonIslands,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Solomon Islands;Climate finance provided;Climate finance disbursements provided to Solomon Islands through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDSomalia,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Somalia;Climate finance provided;Climate finance disbursements provided to Somalia through oda grants in current USD
custom/statvar_749,"Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - South & Central Asia, regional;Climate finance provided;Climate finance disbursements provided to South & Central Asia, regional through oda grants in current USD"
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDSouthAfrica,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - South Africa;Climate finance provided;Climate finance disbursements provided to South Africa through oda grants in current USD
custom/statvar_750,"Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - South America, regional;Climate finance provided;Climate finance disbursements provided to South America, regional through oda grants in current USD"
custom/statvar_751,"Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - South Asia, regional;Climate finance provided;Climate finance disbursements provided to South Asia, regional through oda grants in current USD"
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDSouthSudan,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - South Sudan;Climate finance provided;Climate finance disbursements provided to South Sudan through oda grants in current USD
custom/statvar_752,"Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Southern Africa, regional;Climate finance provided;Climate finance disbursements provided to Southern Africa, regional through oda grants in current USD"
custom/statvar_753,"Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - South of Sahara, regional;Climate finance provided;Climate finance disbursements provided to South of Sahara, regional through oda grants in current USD"
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDSriLanka,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Sri Lanka;Climate finance provided;Climate finance disbursements provided to Sri Lanka through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDStatesExYugoslaviaunspecified,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - States Ex-Yugoslavia unspecified;Climate finance provided;Climate finance disbursements provided to States Ex-Yugoslavia unspecified through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDSudan,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Sudan;Climate finance provided;Climate finance disbursements provided to Sudan through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDSuriname,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Suriname;Climate finance provided;Climate finance disbursements provided to Suriname through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDSyrianArabRepublic,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Syrian Arab Republic;Climate finance provided;Climate finance disbursements provided to Syrian Arab Republic through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDTajikistan,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Tajikistan;Climate finance provided;Climate finance disbursements provided to Tajikistan through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDTanzania,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Tanzania;Climate finance provided;Climate finance disbursements provided to Tanzania through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDThailand,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Thailand;Climate finance provided;Climate finance disbursements provided to Thailand through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDTimorLeste,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Timor-Leste;Climate finance provided;Climate finance disbursements provided to Timor-Leste through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDTogo,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Togo;Climate finance provided;Climate finance disbursements provided to Togo through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDTokelau,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Tokelau;Climate finance provided;Climate finance disbursements provided to Tokelau through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDTonga,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Tonga;Climate finance provided;Climate finance disbursements provided to Tonga through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDTunisia,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Tunisia;Climate finance provided;Climate finance disbursements provided to Tunisia through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDTurkmenistan,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Turkmenistan;Climate finance provided;Climate finance disbursements provided to Turkmenistan through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDTuvalu,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Tuvalu;Climate finance provided;Climate finance disbursements provided to Tuvalu through oda grants in current USD
custom/statvar_754,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Türkiye;Climate finance provided;Climate finance disbursements provided to Türkiye through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDUganda,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Uganda;Climate finance provided;Climate finance disbursements provided to Uganda through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDUkraine,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Ukraine;Climate finance provided;Climate finance disbursements provided to Ukraine through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDUruguay,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Uruguay;Climate finance provided;Climate finance disbursements provided to Uruguay through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDUzbekistan,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Uzbekistan;Climate finance provided;Climate finance disbursements provided to Uzbekistan through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDVanuatu,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Vanuatu;Climate finance provided;Climate finance disbursements provided to Vanuatu through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDVenezuela,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Venezuela;Climate finance provided;Climate finance disbursements provided to Venezuela through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDVietNam,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Viet Nam;Climate finance provided;Climate finance disbursements provided to Viet Nam through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDWallisandFutuna,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Wallis and Futuna;Climate finance provided;Climate finance disbursements provided to Wallis and Futuna through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDWestBankandGazaStrip,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - West Bank and Gaza Strip;Climate finance provided;Climate finance disbursements provided to West Bank and Gaza Strip through oda grants in current USD
custom/statvar_755,"Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Western Africa, regional;Climate finance provided;Climate finance disbursements provided to Western Africa, regional through oda grants in current USD"
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDYemen,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Yemen;Climate finance provided;Climate finance disbursements provided to Yemen through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDZambia,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Zambia;Climate finance provided;Climate finance disbursements provided to Zambia through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsByRecipientCurrentUSDZimbabwe,Climate finance disbursements (provider perspective) ODA grants by recipient (current USD) - Zimbabwe;Climate finance provided;Climate finance disbursements provided to Zimbabwe through oda grants in current USD
climateFinanceProvidedDisbursementsOdaGrantsCurrentUSD,Climate finance disbursements (provider perspective) ODA grants (current USD);Climate finance provided;Climate finance disbursements provided through oda grants in current USD
custom/statvar_756,"Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Africa, regional;Climate finance provided;Climate finance disbursements provided to Africa, regional through oda loans in current USD"
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDAlbania,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Albania;Climate finance provided;Climate finance disbursements provided to Albania through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDAlgeria,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Algeria;Climate finance provided;Climate finance disbursements provided to Algeria through oda loans in current USD
custom/statvar_757,"Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - America, regional;Climate finance provided;Climate finance disbursements provided to America, regional through oda loans in current USD"
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDAngola,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Angola;Climate finance provided;Climate finance disbursements provided to Angola through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDAntiguaandBarbuda,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Antigua and Barbuda;Climate finance provided;Climate finance disbursements provided to Antigua and Barbuda through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDArgentina,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Argentina;Climate finance provided;Climate finance disbursements provided to Argentina through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDArmenia,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Armenia;Climate finance provided;Climate finance disbursements provided to Armenia through oda loans in current USD
custom/statvar_758,"Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Asia, regional;Climate finance provided;Climate finance disbursements provided to Asia, regional through oda loans in current USD"
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDAzerbaijan,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Azerbaijan;Climate finance provided;Climate finance disbursements provided to Azerbaijan through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDBangladesh,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Bangladesh;Climate finance provided;Climate finance disbursements provided to Bangladesh through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDBelarus,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Belarus;Climate finance provided;Climate finance disbursements provided to Belarus through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDBenin,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Benin;Climate finance provided;Climate finance disbursements provided to Benin through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDBhutan,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Bhutan;Climate finance provided;Climate finance disbursements provided to Bhutan through oda loans in current USD
custom/statvar_759,"Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Bilateral, unspecified;Climate finance provided;Climate finance disbursements provided to Bilateral, unspecified through oda loans in current USD"
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDBolivia,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Bolivia;Climate finance provided;Climate finance disbursements provided to Bolivia through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDBosniaandHerzegovina,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Bosnia and Herzegovina;Climate finance provided;Climate finance disbursements provided to Bosnia and Herzegovina through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDBrazil,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Brazil;Climate finance provided;Climate finance disbursements provided to Brazil through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDBurkinaFaso,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Burkina Faso;Climate finance provided;Climate finance disbursements provided to Burkina Faso through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDCaboVerde,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Cabo Verde;Climate finance provided;Climate finance disbursements provided to Cabo Verde through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDCambodia,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Cambodia;Climate finance provided;Climate finance disbursements provided to Cambodia through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDCameroon,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Cameroon;Climate finance provided;Climate finance disbursements provided to Cameroon through oda loans in current USD
custom/statvar_760,"Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Caribbean & Central America, regional;Climate finance provided;Climate finance disbursements provided to Caribbean & Central America, regional through oda loans in current USD"
custom/statvar_761,"Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Caribbean, regional;Climate finance provided;Climate finance disbursements provided to Caribbean, regional through oda loans in current USD"
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDChile,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Chile;Climate finance provided;Climate finance disbursements provided to Chile through oda loans in current USD
custom/statvar_762,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - China (People's Republic of);Climate finance provided;Climate finance disbursements provided to China (People's Republic of) through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDColombia,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Colombia;Climate finance provided;Climate finance disbursements provided to Colombia through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDComoros,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Comoros;Climate finance provided;Climate finance disbursements provided to Comoros through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDCongo,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Congo;Climate finance provided;Climate finance disbursements provided to Congo through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDCostaRica,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Costa Rica;Climate finance provided;Climate finance disbursements provided to Costa Rica through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDCuba,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Cuba;Climate finance provided;Climate finance disbursements provided to Cuba through oda loans in current USD
custom/statvar_763,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Côte d'Ivoire;Climate finance provided;Climate finance disbursements provided to Côte d'Ivoire through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDDemocraticRepublicoftheCongo,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Democratic Republic of the Congo;Climate finance provided;Climate finance disbursements provided to Democratic Republic of the Congo through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDDjibouti,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Djibouti;Climate finance provided;Climate finance disbursements provided to Djibouti through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDDominica,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Dominica;Climate finance provided;Climate finance disbursements provided to Dominica through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDDominicanRepublic,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Dominican Republic;Climate finance provided;Climate finance disbursements provided to Dominican Republic through oda loans in current USD
custom/statvar_764,"Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Eastern Africa, regional;Climate finance provided;Climate finance disbursements provided to Eastern Africa, regional through oda loans in current USD"
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDEcuador,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Ecuador;Climate finance provided;Climate finance disbursements provided to Ecuador through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDEgypt,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Egypt;Climate finance provided;Climate finance disbursements provided to Egypt through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDElSalvador,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - El Salvador;Climate finance provided;Climate finance disbursements provided to El Salvador through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDEthiopia,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Ethiopia;Climate finance provided;Climate finance disbursements provided to Ethiopia through oda loans in current USD
custom/statvar_765,"Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Europe, regional;Climate finance provided;Climate finance disbursements provided to Europe, regional through oda loans in current USD"
custom/statvar_766,"Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Far East Asia, regional;Climate finance provided;Climate finance disbursements provided to Far East Asia, regional through oda loans in current USD"
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDFiji,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Fiji;Climate finance provided;Climate finance disbursements provided to Fiji through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDGabon,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Gabon;Climate finance provided;Climate finance disbursements provided to Gabon through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDGambia,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Gambia;Climate finance provided;Climate finance disbursements provided to Gambia through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDGeorgia,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Georgia;Climate finance provided;Climate finance disbursements provided to Georgia through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDGhana,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Ghana;Climate finance provided;Climate finance disbursements provided to Ghana through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDGrenada,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Grenada;Climate finance provided;Climate finance disbursements provided to Grenada through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDGuatemala,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Guatemala;Climate finance provided;Climate finance disbursements provided to Guatemala through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDGuinea,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Guinea;Climate finance provided;Climate finance disbursements provided to Guinea through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDGuineaBissau,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Guinea-Bissau;Climate finance provided;Climate finance disbursements provided to Guinea-Bissau through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDGuyana,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Guyana;Climate finance provided;Climate finance disbursements provided to Guyana through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDHaiti,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Haiti;Climate finance provided;Climate finance disbursements provided to Haiti through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDHonduras,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Honduras;Climate finance provided;Climate finance disbursements provided to Honduras through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDIndia,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - India;Climate finance provided;Climate finance disbursements provided to India through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDIndonesia,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Indonesia;Climate finance provided;Climate finance disbursements provided to Indonesia through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDIraq,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Iraq;Climate finance provided;Climate finance disbursements provided to Iraq through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDJamaica,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Jamaica;Climate finance provided;Climate finance disbursements provided to Jamaica through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDJordan,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Jordan;Climate finance provided;Climate finance disbursements provided to Jordan through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDKenya,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Kenya;Climate finance provided;Climate finance disbursements provided to Kenya through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDKosovo,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Kosovo;Climate finance provided;Climate finance disbursements provided to Kosovo through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDKyrgyzstan,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Kyrgyzstan;Climate finance provided;Climate finance disbursements provided to Kyrgyzstan through oda loans in current USD
custom/statvar_767,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Lao People's Democratic Republic;Climate finance provided;Climate finance disbursements provided to Lao People's Democratic Republic through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDLebanon,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Lebanon;Climate finance provided;Climate finance disbursements provided to Lebanon through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDLesotho,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Lesotho;Climate finance provided;Climate finance disbursements provided to Lesotho through oda loans in current USD
climateFinanceProvidedDisbursementsOdaLoansByRecipientCurrentUSDLiberia,Climate finance disbursements (provider perspective) ODA loans by recipient (current USD) - Liberia;Climate finance provided;Climate finance disbursements provided to Liberia through oda loans in current USD
