dcid,Name,Description,Override_Alternatives,Curated_Alternatives
sdg/SP_PSR_SATIS_GOV.POPULATION_GROUP--POP_A__SERVICE_ATTRIBUTE--SA_EQUALITY,"Proportion of population satisfied with their last experience of public services, government services [Population Group = Population Group A | Service Attribute = Equal treatment]","Proportion of population satisfied with their last experience of public services, government services [Population Group = Population Group A | Service Attribute = Equal treatment]",,
sdg/SP_PSR_SATIS_GOV.POPULATION_GROUP--POP_A__SERVICE_ATTRIBUTE--SA_QUALITY,"Proportion of population satisfied with their last experience of public services, government services [Population Group = Population Group A | Service Attribute = Clean and in good condition facilities]","Proportion of population satisfied with their last experience of public services, government services [Population Group = Population Group A | Service Attribute = Clean and in good condition facilities]",,
sdg/SP_PSR_SATIS_GOV.POPULATION_GROUP--POP_B__SERVICE_ATTRIBUTE--SA_ACCESS,"Proportion of population satisfied with their last experience of public services, government services [Population Group = Population Group B | Service Attribute = Easy to get to the place]","Proportion of population satisfied with their last experience of public services, government services [Population Group = Population Group B | Service Attribute = Easy to get to the place]",,
sdg/SP_PSR_SATIS_GOV.POPULATION_GROUP--POP_B__SERVICE_ATTRIBUTE--SA_AFFORD,"Proportion of population satisfied with their last experience of public services, government services [Population Group = Population Group B | Service Attribute = Affordable]","Proportion of population satisfied with their last experience of public services, government services [Population Group = Population Group B | Service Attribute = Affordable]",,
sdg/SP_PSR_SATIS_GOV.POPULATION_GROUP--POP_B__SERVICE_ATTRIBUTE--SA_ATTITUDE,"Proportion of population satisfied with their last experience of public services, government services [Population Group = Population Group B | Service Attribute = Attitude or courtesy of staff]","Proportion of population satisfied with their last experience of public services, government services [Population Group = Population Group B | Service Attribute = Attitude or courtesy of staff]",,
sdg/SP_PSR_SATIS_GOV.POPULATION_GROUP--POP_B__SERVICE_ATTRIBUTE--SA_AVERAGE,"Proportion of population satisfied with their last experience of public services, government services [Population Group = Population Group B | Service Attribute = Average of positive responses for the five other aspects]","Proportion of population satisfied with their last experience of public services, government services [Population Group = Population Group B | Service Attribute = Average of positive responses for the five other aspects]",,
sdg/SP_PSR_SATIS_GOV.POPULATION_GROUP--POP_B__SERVICE_ATTRIBUTE--SA_EQUALITY,"Proportion of population satisfied with their last experience of public services, government services [Population Group = Population Group B | Service Attribute = Equal treatment]","Proportion of population satisfied with their last experience of public services, government services [Population Group = Population Group B | Service Attribute = Equal treatment]",,
sdg/SP_PSR_SATIS_GOV.POPULATION_GROUP--POP_B__SERVICE_ATTRIBUTE--SA_QUALITY,"Proportion of population satisfied with their last experience of public services, government services [Population Group = Population Group B | Service Attribute = Clean and in good condition facilities]","Proportion of population satisfied with their last experience of public services, government services [Population Group = Population Group B | Service Attribute = Clean and in good condition facilities]",,
sdg/SP_PSR_SATIS_GOV.SERVICE_ATTRIBUTE--SA_ACCESS,"Proportion of population satisfied with their last experience of public services, government services [Service Attribute = Easy to get to the place]","Proportion of population satisfied with their last experience of public services, government services [Service Attribute = Easy to get to the place]",,
sdg/SP_PSR_SATIS_GOV.SERVICE_ATTRIBUTE--SA_AFFORD,"Proportion of population satisfied with their last experience of public services, government services [Service Attribute = Affordable]","Proportion of population satisfied with their last experience of public services, government services [Service Attribute = Affordable]",,
sdg/SP_PSR_SATIS_GOV.SERVICE_ATTRIBUTE--SA_ATTITUDE,"Proportion of population satisfied with their last experience of public services, government services [Service Attribute = Attitude or courtesy of staff]","Proportion of population satisfied with their last experience of public services, government services [Service Attribute = Attitude or courtesy of staff]",,
sdg/SP_PSR_SATIS_GOV.SERVICE_ATTRIBUTE--SA_AVERAGE,"Proportion of population satisfied with their last experience of public services, government services [Service Attribute = Average of positive responses for the five other aspects]","Proportion of population satisfied with their last experience of public services, government services [Service Attribute = Average of positive responses for the five other aspects]",,
sdg/SP_PSR_SATIS_GOV.SERVICE_ATTRIBUTE--SA_EQUALITY,"Proportion of population satisfied with their last experience of public services, government services [Service Attribute = Equal treatment]","Proportion of population satisfied with their last experience of public services, government services [Service Attribute = Equal treatment]",,
sdg/SP_PSR_SATIS_GOV.SERVICE_ATTRIBUTE--SA_QUALITY,"Proportion of population satisfied with their last experience of public services, government services [Service Attribute = Clean and in good condition facilities]","Proportion of population satisfied with their last experience of public services, government services [Service Attribute = Clean and in good condition facilities]",,
sdg/SP_PSR_SATIS_GOV.SEX--F__SERVICE_ATTRIBUTE--SA_ACCESS,"Proportion of population satisfied with their last experience of public services, government services [Sex = Female | Service Attribute = Easy to get to the place]","Proportion of population satisfied with their last experience of public services, government services [Sex = Female | Service Attribute = Easy to get to the place]",,
sdg/SP_PSR_SATIS_GOV.SEX--F__SERVICE_ATTRIBUTE--SA_AFFORD,"Proportion of population satisfied with their last experience of public services, government services [Sex = Female | Service Attribute = Affordable]","Proportion of population satisfied with their last experience of public services, government services [Sex = Female | Service Attribute = Affordable]",,
sdg/SP_PSR_SATIS_GOV.SEX--F__SERVICE_ATTRIBUTE--SA_ATTITUDE,"Proportion of population satisfied with their last experience of public services, government services [Sex = Female | Service Attribute = Attitude or courtesy of staff]","Proportion of population satisfied with their last experience of public services, government services [Sex = Female | Service Attribute = Attitude or courtesy of staff]",,
sdg/SP_PSR_SATIS_GOV.SEX--F__SERVICE_ATTRIBUTE--SA_AVERAGE,"Proportion of population satisfied with their last experience of public services, government services [Sex = Female | Service Attribute = Average of positive responses for the five other aspects]","Proportion of population satisfied with their last experience of public services, government services [Sex = Female | Service Attribute = Average of positive responses for the five other aspects]",,
sdg/SP_PSR_SATIS_GOV.SEX--F__SERVICE_ATTRIBUTE--SA_EQUALITY,"Proportion of population satisfied with their last experience of public services, government services [Sex = Female | Service Attribute = Equal treatment]","Proportion of population satisfied with their last experience of public services, government services [Sex = Female | Service Attribute = Equal treatment]",,
sdg/SP_PSR_SATIS_GOV.SEX--F__SERVICE_ATTRIBUTE--SA_QUALITY,"Proportion of population satisfied with their last experience of public services, government services [Sex = Female | Service Attribute = Clean and in good condition facilities]","Proportion of population satisfied with their last experience of public services, government services [Sex = Female | Service Attribute = Clean and in good condition facilities]",,
sdg/SP_PSR_SATIS_GOV.SEX--M__SERVICE_ATTRIBUTE--SA_ACCESS,"Proportion of population satisfied with their last experience of public services, government services [Sex = Male | Service Attribute = Easy to get to the place]","Proportion of population satisfied with their last experience of public services, government services [Sex = Male | Service Attribute = Easy to get to the place]",,
sdg/SP_PSR_SATIS_GOV.SEX--M__SERVICE_ATTRIBUTE--SA_AFFORD,"Proportion of population satisfied with their last experience of public services, government services [Sex = Male | Service Attribute = Affordable]","Proportion of population satisfied with their last experience of public services, government services [Sex = Male | Service Attribute = Affordable]",,
sdg/SP_PSR_SATIS_GOV.SEX--M__SERVICE_ATTRIBUTE--SA_ATTITUDE,"Proportion of population satisfied with their last experience of public services, government services [Sex = Male | Service Attribute = Attitude or courtesy of staff]","Proportion of population satisfied with their last experience of public services, government services [Sex = Male | Service Attribute = Attitude or courtesy of staff]",,
sdg/SP_PSR_SATIS_GOV.SEX--M__SERVICE_ATTRIBUTE--SA_AVERAGE,"Proportion of population satisfied with their last experience of public services, government services [Sex = Male | Service Attribute = Average of positive responses for the five other aspects]","Proportion of population satisfied with their last experience of public services, government services [Sex = Male | Service Attribute = Average of positive responses for the five other aspects]",,
sdg/SP_PSR_SATIS_GOV.SEX--M__SERVICE_ATTRIBUTE--SA_EQUALITY,"Proportion of population satisfied with their last experience of public services, government services [Sex = Male | Service Attribute = Equal treatment]","Proportion of population satisfied with their last experience of public services, government services [Sex = Male | Service Attribute = Equal treatment]",,
sdg/SP_PSR_SATIS_GOV.SEX--M__SERVICE_ATTRIBUTE--SA_QUALITY,"Proportion of population satisfied with their last experience of public services, government services [Sex = Male | Service Attribute = Clean and in good condition facilities]","Proportion of population satisfied with their last experience of public services, government services [Sex = Male | Service Attribute = Clean and in good condition facilities]",,
sdg/SP_PSR_SATIS_GOV.URBANISATION--R__SERVICE_ATTRIBUTE--SA_ACCESS,"Proportion of population satisfied with their last experience of public services, government services [Location = Rural | Service Attribute = Easy to get to the place]","Proportion of population satisfied with their last experience of public services, government services [Location = Rural | Service Attribute = Easy to get to the place]",,
sdg/SP_PSR_SATIS_GOV.URBANISATION--R__SERVICE_ATTRIBUTE--SA_AFFORD,"Proportion of population satisfied with their last experience of public services, government services [Location = Rural | Service Attribute = Affordable]","Proportion of population satisfied with their last experience of public services, government services [Location = Rural | Service Attribute = Affordable]",,
sdg/SP_PSR_SATIS_GOV.URBANISATION--R__SERVICE_ATTRIBUTE--SA_ATTITUDE,"Proportion of population satisfied with their last experience of public services, government services [Location = Rural | Service Attribute = Attitude or courtesy of staff]","Proportion of population satisfied with their last experience of public services, government services [Location = Rural | Service Attribute = Attitude or courtesy of staff]",,
sdg/SP_PSR_SATIS_GOV.URBANISATION--R__SERVICE_ATTRIBUTE--SA_AVERAGE,"Proportion of population satisfied with their last experience of public services, government services [Location = Rural | Service Attribute = Average of positive responses for the five other aspects]","Proportion of population satisfied with their last experience of public services, government services [Location = Rural | Service Attribute = Average of positive responses for the five other aspects]",,
sdg/SP_PSR_SATIS_GOV.URBANISATION--R__SERVICE_ATTRIBUTE--SA_EQUALITY,"Proportion of population satisfied with their last experience of public services, government services [Location = Rural | Service Attribute = Equal treatment]","Proportion of population satisfied with their last experience of public services, government services [Location = Rural | Service Attribute = Equal treatment]",,
sdg/SP_PSR_SATIS_GOV.URBANISATION--R__SERVICE_ATTRIBUTE--SA_QUALITY,"Proportion of population satisfied with their last experience of public services, government services [Location = Rural | Service Attribute = Clean and in good condition facilities]","Proportion of population satisfied with their last experience of public services, government services [Location = Rural | Service Attribute = Clean and in good condition facilities]",,
sdg/SP_PSR_SATIS_GOV.URBANISATION--U__SERVICE_ATTRIBUTE--SA_ACCESS,"Proportion of population satisfied with their last experience of public services, government services [Location = Urban | Service Attribute = Easy to get to the place]","Proportion of population satisfied with their last experience of public services, government services [Location = Urban | Service Attribute = Easy to get to the place]",,
sdg/SP_PSR_SATIS_GOV.URBANISATION--U__SERVICE_ATTRIBUTE--SA_AFFORD,"Proportion of population satisfied with their last experience of public services, government services [Location = Urban | Service Attribute = Affordable]","Proportion of population satisfied with their last experience of public services, government services [Location = Urban | Service Attribute = Affordable]",,
sdg/SP_PSR_SATIS_GOV.URBANISATION--U__SERVICE_ATTRIBUTE--SA_ATTITUDE,"Proportion of population satisfied with their last experience of public services, government services [Location = Urban | Service Attribute = Attitude or courtesy of staff]","Proportion of population satisfied with their last experience of public services, government services [Location = Urban | Service Attribute = Attitude or courtesy of staff]",,
sdg/SP_PSR_SATIS_GOV.URBANISATION--U__SERVICE_ATTRIBUTE--SA_AVERAGE,"Proportion of population satisfied with their last experience of public services, government services [Location = Urban | Service Attribute = Average of positive responses for the five other aspects]","Proportion of population satisfied with their last experience of public services, government services [Location = Urban | Service Attribute = Average of positive responses for the five other aspects]",,
sdg/SP_PSR_SATIS_GOV.URBANISATION--U__SERVICE_ATTRIBUTE--SA_EQUALITY,"Proportion of population satisfied with their last experience of public services, government services [Location = Urban | Service Attribute = Equal treatment]","Proportion of population satisfied with their last experience of public services, government services [Location = Urban | Service Attribute = Equal treatment]",,
sdg/SP_PSR_SATIS_GOV.URBANISATION--U__SERVICE_ATTRIBUTE--SA_QUALITY,"Proportion of population satisfied with their last experience of public services, government services [Location = Urban | Service Attribute = Clean and in good condition facilities]","Proportion of population satisfied with their last experience of public services, government services [Location = Urban | Service Attribute = Clean and in good condition facilities]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y0T24__SERVICE_ATTRIBUTE--SA_ACCESS,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = under 25 years old | Service Attribute = Easy to get to the place]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = under 25 years old | Service Attribute = Easy to get to the place]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y0T24__SERVICE_ATTRIBUTE--SA_AFFORD,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = under 25 years old | Service Attribute = Affordable]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = under 25 years old | Service Attribute = Affordable]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y0T24__SERVICE_ATTRIBUTE--SA_ATTITUDE,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = under 25 years old | Service Attribute = Attitude or courtesy of staff]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = under 25 years old | Service Attribute = Attitude or courtesy of staff]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y0T24__SERVICE_ATTRIBUTE--SA_AVERAGE,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = under 25 years old | Service Attribute = Average of positive responses for the five other aspects]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = under 25 years old | Service Attribute = Average of positive responses for the five other aspects]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y0T24__SERVICE_ATTRIBUTE--SA_EQUALITY,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = under 25 years old | Service Attribute = Equal treatment]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = under 25 years old | Service Attribute = Equal treatment]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y0T24__SERVICE_ATTRIBUTE--SA_QUALITY,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = under 25 years old | Service Attribute = Clean and in good condition facilities]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = under 25 years old | Service Attribute = Clean and in good condition facilities]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y25T34__SERVICE_ATTRIBUTE--SA_ACCESS,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 25 to 34 years old | Service Attribute = Easy to get to the place]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 25 to 34 years old | Service Attribute = Easy to get to the place]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y25T34__SERVICE_ATTRIBUTE--SA_AFFORD,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 25 to 34 years old | Service Attribute = Affordable]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 25 to 34 years old | Service Attribute = Affordable]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y25T34__SERVICE_ATTRIBUTE--SA_ATTITUDE,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 25 to 34 years old | Service Attribute = Attitude or courtesy of staff]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 25 to 34 years old | Service Attribute = Attitude or courtesy of staff]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y25T34__SERVICE_ATTRIBUTE--SA_AVERAGE,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 25 to 34 years old | Service Attribute = Average of positive responses for the five other aspects]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 25 to 34 years old | Service Attribute = Average of positive responses for the five other aspects]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y25T34__SERVICE_ATTRIBUTE--SA_EQUALITY,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 25 to 34 years old | Service Attribute = Equal treatment]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 25 to 34 years old | Service Attribute = Equal treatment]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y25T34__SERVICE_ATTRIBUTE--SA_QUALITY,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 25 to 34 years old | Service Attribute = Clean and in good condition facilities]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 25 to 34 years old | Service Attribute = Clean and in good condition facilities]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y35T44__SERVICE_ATTRIBUTE--SA_ACCESS,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 35 to 44 years old | Service Attribute = Easy to get to the place]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 35 to 44 years old | Service Attribute = Easy to get to the place]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y35T44__SERVICE_ATTRIBUTE--SA_AFFORD,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 35 to 44 years old | Service Attribute = Affordable]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 35 to 44 years old | Service Attribute = Affordable]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y35T44__SERVICE_ATTRIBUTE--SA_ATTITUDE,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 35 to 44 years old | Service Attribute = Attitude or courtesy of staff]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 35 to 44 years old | Service Attribute = Attitude or courtesy of staff]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y35T44__SERVICE_ATTRIBUTE--SA_AVERAGE,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 35 to 44 years old | Service Attribute = Average of positive responses for the five other aspects]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 35 to 44 years old | Service Attribute = Average of positive responses for the five other aspects]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y35T44__SERVICE_ATTRIBUTE--SA_EQUALITY,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 35 to 44 years old | Service Attribute = Equal treatment]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 35 to 44 years old | Service Attribute = Equal treatment]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y35T44__SERVICE_ATTRIBUTE--SA_QUALITY,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 35 to 44 years old | Service Attribute = Clean and in good condition facilities]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 35 to 44 years old | Service Attribute = Clean and in good condition facilities]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y45T54__SERVICE_ATTRIBUTE--SA_ACCESS,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 45 to 54 years old | Service Attribute = Easy to get to the place]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 45 to 54 years old | Service Attribute = Easy to get to the place]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y45T54__SERVICE_ATTRIBUTE--SA_AFFORD,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 45 to 54 years old | Service Attribute = Affordable]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 45 to 54 years old | Service Attribute = Affordable]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y45T54__SERVICE_ATTRIBUTE--SA_ATTITUDE,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 45 to 54 years old | Service Attribute = Attitude or courtesy of staff]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 45 to 54 years old | Service Attribute = Attitude or courtesy of staff]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y45T54__SERVICE_ATTRIBUTE--SA_AVERAGE,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 45 to 54 years old | Service Attribute = Average of positive responses for the five other aspects]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 45 to 54 years old | Service Attribute = Average of positive responses for the five other aspects]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y45T54__SERVICE_ATTRIBUTE--SA_EQUALITY,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 45 to 54 years old | Service Attribute = Equal treatment]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 45 to 54 years old | Service Attribute = Equal treatment]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y45T54__SERVICE_ATTRIBUTE--SA_QUALITY,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 45 to 54 years old | Service Attribute = Clean and in good condition facilities]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 45 to 54 years old | Service Attribute = Clean and in good condition facilities]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y55T64__SERVICE_ATTRIBUTE--SA_ACCESS,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 55 to 64 years old | Service Attribute = Easy to get to the place]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 55 to 64 years old | Service Attribute = Easy to get to the place]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y55T64__SERVICE_ATTRIBUTE--SA_AFFORD,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 55 to 64 years old | Service Attribute = Affordable]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 55 to 64 years old | Service Attribute = Affordable]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y55T64__SERVICE_ATTRIBUTE--SA_ATTITUDE,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 55 to 64 years old | Service Attribute = Attitude or courtesy of staff]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 55 to 64 years old | Service Attribute = Attitude or courtesy of staff]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y55T64__SERVICE_ATTRIBUTE--SA_AVERAGE,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 55 to 64 years old | Service Attribute = Average of positive responses for the five other aspects]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 55 to 64 years old | Service Attribute = Average of positive responses for the five other aspects]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y55T64__SERVICE_ATTRIBUTE--SA_EQUALITY,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 55 to 64 years old | Service Attribute = Equal treatment]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 55 to 64 years old | Service Attribute = Equal treatment]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y55T64__SERVICE_ATTRIBUTE--SA_QUALITY,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 55 to 64 years old | Service Attribute = Clean and in good condition facilities]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 55 to 64 years old | Service Attribute = Clean and in good condition facilities]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y_GE65__SERVICE_ATTRIBUTE--SA_ACCESS,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 65 years old and over | Service Attribute = Easy to get to the place]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 65 years old and over | Service Attribute = Easy to get to the place]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y_GE65__SERVICE_ATTRIBUTE--SA_AFFORD,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 65 years old and over | Service Attribute = Affordable]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 65 years old and over | Service Attribute = Affordable]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y_GE65__SERVICE_ATTRIBUTE--SA_ATTITUDE,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 65 years old and over | Service Attribute = Attitude or courtesy of staff]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 65 years old and over | Service Attribute = Attitude or courtesy of staff]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y_GE65__SERVICE_ATTRIBUTE--SA_AVERAGE,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 65 years old and over | Service Attribute = Average of positive responses for the five other aspects]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 65 years old and over | Service Attribute = Average of positive responses for the five other aspects]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y_GE65__SERVICE_ATTRIBUTE--SA_EQUALITY,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 65 years old and over | Service Attribute = Equal treatment]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 65 years old and over | Service Attribute = Equal treatment]",,
sdg/SP_PSR_SATIS_HLTH.AGE--Y_GE65__SERVICE_ATTRIBUTE--SA_QUALITY,"Proportion of population satisfied with their last experience of public services, healthcare services [Age = 65 years old and over | Service Attribute = Clean and in good condition facilities]","Proportion of population satisfied with their last experience of public services, healthcare services [Age = 65 years old and over | Service Attribute = Clean and in good condition facilities]",,
sdg/SP_PSR_SATIS_HLTH.DISABILITY_STATUS--PD__SERVICE_ATTRIBUTE--SA_ACCESS,"Proportion of population satisfied with their last experience of public services, healthcare services [Disability status = Persons with disability | Service Attribute = Easy to get to the place]","Proportion of population satisfied with their last experience of public services, healthcare services [Disability status = Persons with disability | Service Attribute = Easy to get to the place]",,
sdg/SP_PSR_SATIS_HLTH.DISABILITY_STATUS--PD__SERVICE_ATTRIBUTE--SA_AFFORD,"Proportion of population satisfied with their last experience of public services, healthcare services [Disability status = Persons with disability | Service Attribute = Affordable]","Proportion of population satisfied with their last experience of public services, healthcare services [Disability status = Persons with disability | Service Attribute = Affordable]",,
sdg/SP_PSR_SATIS_HLTH.DISABILITY_STATUS--PD__SERVICE_ATTRIBUTE--SA_ATTITUDE,"Proportion of population satisfied with their last experience of public services, healthcare services [Disability status = Persons with disability | Service Attribute = Attitude or courtesy of staff]","Proportion of population satisfied with their last experience of public services, healthcare services [Disability status = Persons with disability | Service Attribute = Attitude or courtesy of staff]",,
sdg/SP_PSR_SATIS_HLTH.DISABILITY_STATUS--PD__SERVICE_ATTRIBUTE--SA_AVERAGE,"Proportion of population satisfied with their last experience of public services, healthcare services [Disability status = Persons with disability | Service Attribute = Average of positive responses for the five other aspects]","Proportion of population satisfied with their last experience of public services, healthcare services [Disability status = Persons with disability | Service Attribute = Average of positive responses for the five other aspects]",,
sdg/SP_PSR_SATIS_HLTH.DISABILITY_STATUS--PD__SERVICE_ATTRIBUTE--SA_EQUALITY,"Proportion of population satisfied with their last experience of public services, healthcare services [Disability status = Persons with disability | Service Attribute = Equal treatment]","Proportion of population satisfied with their last experience of public services, healthcare services [Disability status = Persons with disability | Service Attribute = Equal treatment]",,
sdg/SP_PSR_SATIS_HLTH.DISABILITY_STATUS--PD__SERVICE_ATTRIBUTE--SA_QUALITY,"Proportion of population satisfied with their last experience of public services, healthcare services [Disability status = Persons with disability | Service Attribute = Clean and in good condition facilities]","Proportion of population satisfied with their last experience of public services, healthcare services [Disability status = Persons with disability | Service Attribute = Clean and in good condition facilities]",,
sdg/SP_PSR_SATIS_HLTH.DISABILITY_STATUS--PWD__SERVICE_ATTRIBUTE--SA_ACCESS,"Proportion of population satisfied with their last experience of public services, healthcare services [Disability status = Persons without disability | Service Attribute = Easy to get to the place]","Proportion of population satisfied with their last experience of public services, healthcare services [Disability status = Persons without disability | Service Attribute = Easy to get to the place]",,
sdg/SP_PSR_SATIS_HLTH.DISABILITY_STATUS--PWD__SERVICE_ATTRIBUTE--SA_AFFORD,"Proportion of population satisfied with their last experience of public services, healthcare services [Disability status = Persons without disability | Service Attribute = Affordable]","Proportion of population satisfied with their last experience of public services, healthcare services [Disability status = Persons without disability | Service Attribute = Affordable]",,
sdg/SP_PSR_SATIS_HLTH.DISABILITY_STATUS--PWD__SERVICE_ATTRIBUTE--SA_ATTITUDE,"Proportion of population satisfied with their last experience of public services, healthcare services [Disability status = Persons without disability | Service Attribute = Attitude or courtesy of staff]","Proportion of population satisfied with their last experience of public services, healthcare services [Disability status = Persons without disability | Service Attribute = Attitude or courtesy of staff]",,
sdg/SP_PSR_SATIS_HLTH.DISABILITY_STATUS--PWD__SERVICE_ATTRIBUTE--SA_AVERAGE,"Proportion of population satisfied with their last experience of public services, healthcare services [Disability status = Persons without disability | Service Attribute = Average of positive responses for the five other aspects]","Proportion of population satisfied with their last experience of public services, healthcare services [Disability status = Persons without disability | Service Attribute = Average of positive responses for the five other aspects]",,
sdg/SP_PSR_SATIS_HLTH.DISABILITY_STATUS--PWD__SERVICE_ATTRIBUTE--SA_EQUALITY,"Proportion of population satisfied with their last experience of public services, healthcare services [Disability status = Persons without disability | Service Attribute = Equal treatment]","Proportion of population satisfied with their last experience of public services, healthcare services [Disability status = Persons without disability | Service Attribute = Equal treatment]",,
sdg/SP_PSR_SATIS_HLTH.DISABILITY_STATUS--PWD__SERVICE_ATTRIBUTE--SA_QUALITY,"Proportion of population satisfied with their last experience of public services, healthcare services [Disability status = Persons without disability | Service Attribute = Clean and in good condition facilities]","Proportion of population satisfied with their last experience of public services, healthcare services [Disability status = Persons without disability | Service Attribute = Clean and in good condition facilities]",,
