DCID	Starter Summary	The Carl Sagan inspired prompt	Strict
geoId/39	Ohio is a state in United States. The population in Ohio was 11,756,058 in 2022. The median age in Ohio was 39.4 in 2021. The median income in Ohio was $32,980 in 2021. The unemployment rate in Ohio was 3% in 2023. The life expectancy in Ohio was 75.3 in 2020. The percentage of people with obesity in Ohio was 39.1% in 2021. The percentage of people who binge drink in Ohio was 18.0% in 2021. The percentage of people who smoke in Ohio was 19.72% in 2021.		Ohio, a state in the Midwestern United States, had a population of 11,756,058 in 2022. The median age in 2021 was 39.4 years, with a median income of $32,980. Ohio's unemployment rate in 2023 stood at 3%. Life expectancy in the state was 75.3 years in 2020. Additionally, in 2021, 39.1% of the population was classified as obese, 18% reported binge drinking, and 19.72% were smokers.
geoId/3915000	Cincinnati is a city in Hamilton County, Ohio, United States. The population in Cincinnati was 309,513 in 2022. The median age in Cincinnati was 32.7 in 2021. The median income in Cincinnati was $28,803 in 2021. The unemployment rate in Cincinnati was 3.3% in 2023. The percentage of people with obesity in Cincinnati was 39.8% in 2021. The percentage of people who binge drink in Cincinnati was 18.2% in 2021. The percentage of people who smoke in Cincinnati was 21.3% in 2021.		Cincinnati, a city within Hamilton County, Ohio, had a population of 309,513 in 2022. The median age in 2021 was 32.7 years, with a median income of $28,803. Cincinnati's unemployment rate in 2023 stood at 3.3%. Additionally, in 2021, 39.8% of the population was classified as obese, 18.2% reported binge drinking, and 21.3% were smokers.
geoId/3916000	Cleveland is a city in Cuyahoga County, Ohio, United States. The population in Cleveland was 361,607 in 2022. The median age in Cleveland was 36.2 in 2021. The median income in Cleveland was $22,837 in 2021. The unemployment rate in Cleveland was 3.6% in 2023. The percentage of people with obesity in Cleveland was 42.1% in 2021. The percentage of people who binge drink in Cleveland was 14.8% in 2021. The percentage of people who smoke in Cleveland was 27.1% in 2021.		Cleveland, a city in Cuyahoga County, Ohio, had a population of 361,607 in 2022. The median age in 2021 was 36.2 years, with a median income of $22,837. Cleveland's unemployment rate in 2023 stood at 3.6%. Additionally, in 2021, 42.1% of the population was classified as obese, 14.8% reported binge drinking, and 27.1% were smokers.
geoId/3918000	Columbus is a city in Franklin County, Fairfield County, Delaware County, Ohio, United States. The population in Columbus was 907,971 in 2022. The median age in Columbus was 32.5 in 2021. The median income in Columbus was $34,153 in 2021. The unemployment rate in Columbus was 2.9% in 2023. The percentage of people with obesity in Columbus was 38% in 2021. The percentage of people who binge drink in Columbus was 17.7% in 2021. The percentage of people who smoke in Columbus was 19.6% in 2021.		Columbus, a city spanning Franklin, Fairfield, and Delaware counties in Ohio, had a population of 907,971 in 2022. The median age in 2021 was 32.5 years, with a median income of $34,153. The city's unemployment rate in 2023 stood at 2.9%. Additionally, in 2021, 38% of the population was classified as obese, 17.7% reported binge drinking, and 19.6% were smokers.
geoId/3977000	Toledo is a city in Lucas County, Ohio, United States. The population in Toledo was 266,301 in 2022. The median age in Toledo was 35.5 in 2021. The median income in Toledo was $25,711 in 2021. The unemployment rate in Toledo was 4.4% in 2023. The percentage of people with obesity in Toledo was 45.1% in 2021. The percentage of people who binge drink in Toledo was 14.8% in 2021. The percentage of people who smoke in Toledo was 24.5% in 2021.		Toledo, a city in Lucas County, Ohio, had a population of 266,301 in 2022. The median age in 2021 was 35.5 years, with a median income of $25,711. The city's unemployment rate in 2023 stood at 4.4%. Additionally, in 2021, 45.1% of the population was classified as obese, 14.8% reported binge drinking, and 24.5% were smokers.
geoId/40	Oklahoma is a state in United States. The population in Oklahoma was 4,019,800 in 2022. The median age in Oklahoma was 36.8 in 2021. The median income in Oklahoma was $30,736 in 2021. The unemployment rate in Oklahoma was 3.2% in 2023. The life expectancy in Oklahoma was 74.1 in 2020. The percentage of people with obesity in Oklahoma was 39.22% in 2021. The percentage of people who binge drink in Oklahoma was 14.15% in 2021. The percentage of people who smoke in Oklahoma was 19.04% in 2021.		Oklahoma, a state in the United States, had a population of 4,019,800 in 2022. The median age in 2021 was 36.8 years, with a median income of $30,736. The unemployment rate in Oklahoma stood at 3.2% in 2023. Life expectancy in the state was 74.1 years in 2020. Additionally, in 2021, 39.22% of the population was classified as obese, 14.15% reported binge drinking, and 19.04% were smokers.
geoId/4055000	Oklahoma City is a city in Pottawatomie County, Oklahoma County, Cleveland County, Canadian County, Oklahoma, United States. The population in Oklahoma City was 694,800 in 2022. The median age in Oklahoma City was 34.9 in 2021. The median income in Oklahoma City was $34,017 in 2021. The unemployment rate in Oklahoma City was 3.1% in 2023. The percentage of people with obesity in Oklahoma City was 38% in 2021. The percentage of people who binge drink in Oklahoma City was 13.1% in 2021. The percentage of people who smoke in Oklahoma City was 18.2% in 2021.		Oklahoma City, spanning Pottawatomie, Oklahoma, Cleveland, and Canadian counties in Oklahoma, had a population of 694,800 in 2022. The median age in 2021 was 34.9 years, with a median income of $34,017. The city's unemployment rate in 2023 stood at 3.1%. Additionally, in 2021, 38% of the population was classified as obese, 13.1% reported binge drinking, and 18.2% were smokers.
geoId/4075000	Tulsa is a city in Wagoner County, Tulsa County, Rogers County, Osage County, Oklahoma, United States. The population in Tulsa was 411,867 in 2022. The median age in Tulsa was 35.6 in 2021. The median income in Tulsa was $30,946 in 2021. The unemployment rate in Tulsa was 3.5% in 2023. The percentage of people with obesity in Tulsa was 38.1% in 2021. The percentage of people who binge drink in Tulsa was 13.3% in 2021. The percentage of people who smoke in Tulsa was 18.7% in 2021.		Tulsa, a city spanning Tulsa, Osage, Rogers, and Wagoner counties in Oklahoma, had a population of 411,867 in 2022.  In 2021, the median age was 35.6 years, with a median income of $30,946. Tulsa's unemployment rate in 2023 stood at 3.5%. Additionally, in 2021, 38.1% of the population was classified as obese, 13.3% reported binge drinking, and 18.7% were smokers.
geoId/41	Oregon is a state in United States. The population in Oregon was 4,240,137 in 2022. The median age in Oregon was 39.6 in 2021. The median income in Oregon was $34,478 in 2021. The unemployment rate in Oregon was 3.4% in 2023. The life expectancy in Oregon was 78.8 in 2020. The percentage of people with obesity in Oregon was 31.52% in 2021. The percentage of people who binge drink in Oregon was 17.86% in 2021. The percentage of people who smoke in Oregon was 14.21% in 2021.		Oregon, a state in the Pacific Northwest region of the United States, had a population of 4,240,137 in 2022. The median age in 2021 was 39.6 years, and the median income that year was $34,478. Oregon's unemployment rate in 2023 stood at 3.4%. Life expectancy in 2020 was 78.8 years. Additionally, in 2021, 31.52% of the population was classified as obese, 17.86% reported binge drinking, and 14.21% were smokers.
geoId/4159000	Portland is a city in Washington County, Multnomah County, Clackamas County, Oregon, United States. The population in Portland was 635,067 in 2022. The median age in Portland was 37.9 in 2021. The median income in Portland was $40,576 in 2021. The unemployment rate in Portland was 3.4% in 2023. The percentage of people with obesity in Portland was 25.6% in 2021. The percentage of people who binge drink in Portland was 20.8% in 2021. The percentage of people who smoke in Portland was 13% in 2021.		Portland, a city spanning Multnomah, Clackamas, and Washington counties in Oregon, had a population of 635,067 in 2022. The median age in 2021 was 37.9 years, with a median income of $40,576. The city's unemployment rate in 2023 stood at 3.4%. Additionally, in 2021, 25.6% of the population was classified as obese, 20.8% reported binge drinking, and 13% were smokers.
geoId/42	Pennsylvania is a state in United States. The population in Pennsylvania was 12,972,008 in 2022. The median age in Pennsylvania was 40.8 in 2021. The median income in Pennsylvania was $34,229 in 2021. The unemployment rate in Pennsylvania was 2.9% in 2023. The life expectancy in Pennsylvania was 76.8 in 2020. The percentage of people with obesity in Pennsylvania was 34.4% in 2021. The percentage of people who binge drink in Pennsylvania was 18.03% in 2021. The percentage of people who smoke in Pennsylvania was 18.1% in 2021.		Pennsylvania, a state in the northeastern United States, had a population of 12,972,008 in 2022. The median age in 2021 was 40.8 years, with a median income of $34,229. Pennsylvania's unemployment rate in 2023 stood at 2.9%. Life expectancy in the state was 76.8 years in 2020. Additionally, in 2021, 34.4% of the population was classified as obese, 18.03% reported binge drinking, and 18.1% were smokers.
geoId/4260000	Philadelphia is a city in Philadelphia County, Pennsylvania, United States. The population in Philadelphia was 1,567,258 in 2022. The median age in Philadelphia was 34.8 in 2021. The median income in Philadelphia was $30,080 in 2021. The unemployment rate in Philadelphia was 3.9% in 2023. The percentage of people with obesity in Philadelphia was 32.1% in 2021. The percentage of people who binge drink in Philadelphia was 17.1% in 2021. The percentage of people who smoke in Philadelphia was 20.4% in 2021.		Philadelphia, a city and county in Pennsylvania, had a population of 1,567,258 in 2022. The median age in 2021 was 34.8 years, with a median income of $30,080. The city's unemployment rate in 2023 stood at 3.9%. Additionally, in 2021, 32.1% of the population was classified as obese, 17.1% reported binge drinking, and 20.4% were smokers.
geoId/4261000	Pittsburgh is a city in Allegheny County, Pennsylvania, United States. The population in Pittsburgh was 302,898 in 2022. The median age in Pittsburgh was 33.7 in 2021. The median income in Pittsburgh was $31,010 in 2021. The unemployment rate in Pittsburgh was 2.5% in 2023. The percentage of people with obesity in Pittsburgh was 35% in 2021. The percentage of people who binge drink in Pittsburgh was 19.3% in 2021. The percentage of people who smoke in Pittsburgh was 18.8% in 2021.		Pittsburgh, a city within Allegheny County, Pennsylvania, had a population of 302,898 in 2022. In 2021, the median age was 33.7 years, with a median income of $31,010. Pittsburgh's unemployment rate in 2023 stood at 2.5%. Additionally, in 2021, 35% of the population was classified as obese, 19.3% reported binge drinking, and 18.8% were smokers.
geoId/44	Rhode Island is a state in United States. The population in Rhode Island was 1,093,734 in 2022. The median age in Rhode Island was 40 in 2021. The median income in Rhode Island was $35,705 in 2021. The unemployment rate in Rhode Island was 3.2% in 2023. The life expectancy in Rhode Island was 78.2 in 2020. The percentage of people with obesity in Rhode Island was 31.13% in 2021. The percentage of people who binge drink in Rhode Island was 17.81% in 2021. The percentage of people who smoke in Rhode Island was 14.76% in 2021.		Rhode Island, a state in the northeastern United States, had a population of 1,093,734 in 2022. The median age in 2021 was 40 years, with a median income of $35,705. The state's unemployment rate in 2023 stood at 3.2%. Life expectancy in Rhode Island was 78.2 years in 2020. Additionally, in 2021, 31.13% of the population was classified as obese, 17.81% reported binge drinking, and 14.76% were smokers.
geoId/45	South Carolina is a state in United States. The population in South Carolina was 5,282,634 in 2022. The median age in South Carolina was 39.8 in 2021. The median income in South Carolina was $30,649 in 2021. The unemployment rate in South Carolina was 2.9% in 2023. The life expectancy in South Carolina was 74.8 in 2020. The percentage of people with obesity in South Carolina was 36.65% in 2021. The percentage of people who binge drink in South Carolina was 17.57% in 2021. The percentage of people who smoke in South Carolina was 17.55% in 2021.		South Carolina, a state in the southeastern United States, had a population of 5,282,634 in 2022. The median age in 2021 was 39.8 years, with a median income of $30,649. The unemployment rate in South Carolina stood at 2.9% in 2023. Life expectancy in the state was 74.8 years in 2020. Additionally, in 2021, 36.65% of the population was classified as obese, 17.57% reported binge drinking, and 17.55% were smokers.
geoId/46	South Dakota is a state in United States. The population in South Dakota was 909,824 in 2022. The median age in South Dakota was 37.1 in 2021. The median income in South Dakota was $33,961 in 2021. The unemployment rate in South Dakota was 1.7% in 2023. The life expectancy in South Dakota was 76.7 in 2020. The percentage of people with obesity in South Dakota was 36.35% in 2021. The percentage of people who binge drink in South Dakota was 20.34% in 2021. The percentage of people who smoke in South Dakota was 17.21% in 2021.		South Dakota, a state in the Midwestern United States, had a population of 909,824 in 2022. The median age in 2021 was 37.1 years, with a median income of $33,961. The state's unemployment rate in 2023 was an impressively low 1.7%. Life expectancy in South Dakota was 76.7 years in 2020. Additionally, in 2021, 36.35% of the population was classified as obese, 20.34% reported binge drinking, and 17.21% were smokers.
geoId/47	Tennessee is a state in United States. The population in Tennessee was 7,051,339 in 2022. The median age in Tennessee was 38.8 in 2021. The median income in Tennessee was $30,955 in 2021. The unemployment rate in Tennessee was 3.4% in 2023. The life expectancy in Tennessee was 73.8 in 2020. The percentage of people with obesity in Tennessee was 35.92% in 2021. The percentage of people who binge drink in Tennessee was 15.42% in 2021. The percentage of people who smoke in Tennessee was 20.06% in 2021.		Tennessee, a state in the southeastern United States, had a population of 7,051,339 in 2022. The median age in 2021 was 38.8 years, with a median income of $30,955. The state's unemployment rate in 2023 stood at 3.4%. Life expectancy in Tennessee was 73.8 years in 2020. Additionally, in 2021, 35.92% of the population was classified as obese, 15.42% reported binge drinking, and 20.06% were smokers.
geoId/4748000	Memphis is a city in Shelby County, Tennessee, United States. The population in Memphis was 621,056 in 2022. The median age in Memphis was 34.2 in 2021. The median income in Memphis was $27,564 in 2021. The unemployment rate in Memphis was 4.9% in 2023. The percentage of people with obesity in Memphis was 41.2% in 2021. The percentage of people who binge drink in Memphis was 13.7% in 2021. The percentage of people who smoke in Memphis was 23% in 2021.		Memphis, a city within Shelby County, Tennessee, had a population of 621,056 in 2022. The median age in 2021 was 34.2 years, with a median income of $27,564. The city's unemployment rate in 2023 stood at 4.9%. Additionally, in 2021, 41.2% of the population was classified as obese, 13.7% reported binge drinking, and 23% were smokers.
geoId/4752000	Nashville is a city in Davidson County, Tennessee, United States. The population in Nashville was 692,587 in 2018.		Nashville, a city in Davidson County, Tennessee, United States, had a population of 692,587 in 2018.
geoId/4752006	Nashville-Davidson metropolitan government (balance) is a city in Davidson County, Tennessee, United States. The population in Nashville-Davidson metropolitan government (balance) was 683,622 in 2022. The median age in Nashville-Davidson metropolitan government (balance) was 34.5 in 2021. The median income in Nashville-Davidson metropolitan government (balance) was $36,307 in 2021. The percentage of people with obesity in Nashville-Davidson metropolitan government (balance) was 33.1% in 2021. The percentage of people who binge drink in Nashville-Davidson metropolitan government (balance) was 16.6% in 2021. The percentage of people who smoke in Nashville-Davidson metropolitan government (balance) was 18.3% in 2021.		Nashville-Davidson metropolitan government (balance), a statistical entity in Davidson County, Tennessee, had a population of 683,622 in 2022. The median age in 2021 was 34.5 years, with a median income of $36,307. Additionally, in 2021, 33.1% of the population was classified as obese, 16.6% reported binge drinking, and 18.3% were smokers.
geoId/48	Texas is a state in United States. The population in Texas was 30,029,572 in 2022. The median age in Texas was 35 in 2021. The median income in Texas was $33,644 in 2021. The unemployment rate in Texas was 3.5% in 2023. The life expectancy in Texas was 76.5 in 2020. The percentage of people with obesity in Texas was 36.29% in 2021. The percentage of people who binge drink in Texas was 17.5% in 2021. The percentage of people who smoke in Texas was 15.33% in 2021.		Texas, a state in the southern United States, had a population of 30,029,572 in 2022. The median age in 2021 was 35 years, with a median income of $33,644. The state's unemployment rate in 2023 stood at 3.5%. Life expectancy in Texas was 76.5 years in 2020. Additionally, in 2021, 36.29% of the population was classified as obese, 17.5% reported binge drinking, and 15.33% were smokers.
geoId/4804000	Arlington is a city in Tarrant County, Texas, United States. The population in Arlington was 394,602 in 2022. The median age in Arlington was 33.1 in 2021. The median income in Arlington was $33,562 in 2021. The unemployment rate in Arlington was 3.3% in 2023. The percentage of people with obesity in Arlington was 35.2% in 2021. The percentage of people who binge drink in Arlington was 16.2% in 2021. The percentage of people who smoke in Arlington was 15.8% in 2021.		Arlington, a city within Tarrant County, Texas, had a population of 394,602 in 2022. The median age in 2021 was 33.1 years, with a median income of $33,562. The city's unemployment rate in 2023 stood at 3.3%. Additionally, in 2021, 35.2% of the population was classified as obese, 16.2% reported binge drinking, and 15.8% were smokers.
geoId/4805000	Austin is a city in Williamson County, Travis County, Hays County, Bastrop County, Texas, United States. The population in Austin was 974,447 in 2022. The median age in Austin was 33.9 in 2021. The median income in Austin was $43,993 in 2021. The unemployment rate in Austin was 2.9% in 2023. The percentage of people with obesity in Austin was 28.8% in 2021. The percentage of people who binge drink in Austin was 19.4% in 2021. The percentage of people who smoke in Austin was 11.2% in 2021.		Austin, a city spanning Williamson, Travis, Hays, and Bastrop counties in Texas, had a population of 974,447 in 2022. The median age in 2021 was 33.9 years, with a median income of $43,993. The city's unemployment rate in 2023 stood at 2.9%. Additionally, in 2021, 28.8% of the population was classified as obese, 19.4% reported binge drinking, and 11.2% were smokers.
geoId/4817000	Corpus Christi is a city in San Patricio County, Nueces County, Kleberg County, Aransas County, Texas, United States. The population in Corpus Christi was 316,239 in 2022. The median age in Corpus Christi was 35.6 in 2021. The median income in Corpus Christi was $30,463 in 2021. The unemployment rate in Corpus Christi was 3.7% in 2023. The percentage of people with obesity in Corpus Christi was 40.4% in 2021. The percentage of people who binge drink in Corpus Christi was 19.2% in 2021. The percentage of people who smoke in Corpus Christi was 16% in 2021.		Corpus Christi, a city spanning San Patricio, Nueces, Kleberg, and Aransas counties in Texas, had a population of 316,239 in 2022. The median age in 2021 was 35.6 years, with a median income of $30,463. The city's unemployment rate in 2023 stood at 3.7%. Additionally, in 2021, 40.4% of the population was classified as obese, 19.2% reported binge drinking, and 16% were smokers.
geoId/4819000	Dallas is a city in Rockwall County, Kaufman County, Denton County, Dallas County, Collin County, Texas, United States. The population in Dallas was 1,299,544 in 2022. The median age in Dallas was 33.1 in 2021. The median income in Dallas was $34,120 in 2021. The unemployment rate in Dallas was 3.4% in 2023. The percentage of people with obesity in Dallas was 36.6% in 2021. The percentage of people who binge drink in Dallas was 17.2% in 2021. The percentage of people who smoke in Dallas was 17.4% in 2021.		Dallas, a city spanning Rockwall, Kaufman, Denton, Dallas, and Collin counties in Texas, had a population of 1,299,544 in 2022. The median age in 2021 was 33.1 years, with a median income of $34,120. The city's unemployment rate in 2023 stood at 3.4%. Additionally, in 2021, 36.6% of the population was classified as obese, 17.2% reported binge drinking, and 17.4% were smokers.
geoId/4824000	El Paso is a city in El Paso County, Texas, United States. The population in El Paso was 677,456 in 2022. The median age in El Paso was 33.5 in 2021. The median income in El Paso was $25,732 in 2021. The unemployment rate in El Paso was 3.8% in 2023. The percentage of people with obesity in El Paso was 37.6% in 2021. The percentage of people who binge drink in El Paso was 15.7% in 2021. The percentage of people who smoke in El Paso was 15.2% in 2021.		El Paso, a city in El Paso County, Texas, had a population of 677,456 in 2022. The median age in 2021 was 33.5 years, with a median income of $25,732. The city's unemployment rate in 2023 stood at 3.8%. Additionally, in 2021, 37.6% of the population was classified as obese, 15.7% reported binge drinking, and 15.2% were smokers.
geoId/4827000	Fort Worth is a city in Wise County, Tarrant County, Parker County, Johnson County, Denton County, Texas, United States. The population in Fort Worth was 956,709 in 2022. The median age in Fort Worth was 33 in 2021. The median income in Fort Worth was $34,728 in 2021. The unemployment rate in Fort Worth was 3.5% in 2023. The percentage of people with obesity in Fort Worth was 36.7% in 2021. The percentage of people who binge drink in Fort Worth was 16.2% in 2021. The percentage of people who smoke in Fort Worth was 16.7% in 2021.		Fort Worth, a city spanning Wise, Tarrant, Parker, Johnson, and Denton counties in Texas, had a population of 956,709 in 2022. The median age in 2021 was 33 years, with a median income of $34,728. The city's unemployment rate in 2023 stood at 3.5%. Additionally, in 2021, 36.7% of the population was classified as obese, 16.2% reported binge drinking, and 16.7% were smokers.
geoId/4835000	Houston is a city in Waller County, Montgomery County, Harris County, Fort Bend County, Texas, United States. The population in Houston was 2,302,878 in 2022. The median age in Houston was 33.7 in 2021. The median income in Houston was $31,672 in 2021. The unemployment rate in Houston was 4.2% in 2023. The percentage of people with obesity in Houston was 38% in 2021. The percentage of people who binge drink in Houston was 17.1% in 2021. The percentage of people who smoke in Houston was 17.2% in 2021.		Houston, a city spanning Waller, Montgomery, Harris, and Fort Bend counties in Texas, had a population of 2,302,878 in 2022. The median age in 2021 was 33.7 years, with a median income of $31,672. The city's unemployment rate in 2023 stood at 4.2%. Additionally, in 2021, 38% of the population was classified as obese, 17.1% reported binge drinking, and 17.2% were smokers.
geoId/4841464	Laredo is a city in Webb County, Texas, United States. The population in Laredo was 256,187 in 2022. The median age in Laredo was 29.1 in 2021. The median income in Laredo was $25,165 in 2021. The unemployment rate in Laredo was 3.5% in 2023. The percentage of people with obesity in Laredo was 45% in 2021. The percentage of people who binge drink in Laredo was 15.2% in 2021. The percentage of people who smoke in Laredo was 17.3% in 2021.		Laredo, a city in Webb County, Texas, had a population of 256,187 in 2022. The median age in 2021 was 29.1 years, with a median income of $25,165. The city's unemployment rate in 2023 stood at 3.5%. Additionally, in 2021, 45% of the population was classified as obese, 15.2% reported binge drinking, and 17.3% were smokers.
geoId/4845000	Lubbock is a city in Lubbock County, Texas, United States. The population in Lubbock was 263,930 in 2022. The median age in Lubbock was 29.8 in 2021. The median income in Lubbock was $27,857 in 2021. The unemployment rate in Lubbock was 2.9% in 2023. The percentage of people with obesity in Lubbock was 40.3% in 2021. The percentage of people who binge drink in Lubbock was 18.2% in 2021. The percentage of people who smoke in Lubbock was 17.6% in 2021.		Lubbock, a city in Lubbock County, Texas, had a population of 263,930 in 2022. The median age in 2021 was 29.8 years, with a median income of $27,857. The city's unemployment rate in 2023 stood at 2.9%. Additionally, in 2021, 40.3% of the population was classified as obese, 18.2% reported binge drinking, and 17.6% were smokers.
geoId/4858016	Plano is a city in Denton County, Collin County, Texas, United States. The population in Plano was 289,547 in 2022. The median age in Plano was 38.8 in 2021. The median income in Plano was $50,289 in 2021. The unemployment rate in Plano was 3.1% in 2023. The percentage of people with obesity in Plano was 26.4% in 2021. The percentage of people who binge drink in Plano was 17.1% in 2021. The percentage of people who smoke in Plano was 10.4% in 2021.		Plano, a city spanning Denton and Collin counties in Texas, had a population of 289,547 in 2022. The median age in 2021 was 38.8 years, with a median income of $50,289. The city's unemployment rate in 2023 stood at 3.1%. Additionally, in 2021, 26.4% of the population was classified as obese, 17.1% reported binge drinking, and 10.4% were smokers.
geoId/4865000	San Antonio is a city in Medina County, Comal County, Bexar County, Texas, United States. The population in San Antonio was 1,472,909 in 2022. The median age in San Antonio was 33.9 in 2021. The median income in San Antonio was $29,688 in 2021. The unemployment rate in San Antonio was 3.2% in 2023. The percentage of people with obesity in San Antonio was 39.9% in 2021. The percentage of people who binge drink in San Antonio was 16.9% in 2021. The percentage of people who smoke in San Antonio was 14.6% in 2021.		San Antonio, a city spanning Medina, Comal, and Bexar counties in Texas, had a population of 1,472,909 in 2022. The median age in 2021 was 33.9 years, with a median income of $29,688. The city's unemployment rate in 2023 stood at 3.2%. Additionally, in 2021, 39.9% of the population was classified as obese, 16.9% reported binge drinking, and 14.6% were smokers.
geoId/49	Utah is a state in United States. The population in Utah was 3,380,800 in 2022. The median age in Utah was 31.3 in 2021. The median income in Utah was $34,103 in 2021. The unemployment rate in Utah was 2.6% in 2023. The life expectancy in Utah was 78.6 in 2020. The percentage of people with obesity in Utah was 31.99% in 2021. The percentage of people who binge drink in Utah was 12.58% in 2021. The percentage of people who smoke in Utah was 9.02% in 2021.		Utah, a state in the western United States, had a population of 3,380,800 in 2022. The median age in 2021 was 31.3 years, with a median income of $34,103. The state's unemployment rate in 2023 stood at 2.6%. Life expectancy in Utah was 78.6 years in 2020. Additionally, in 2021, 31.99% of the population was classified as obese, 12.58% reported binge drinking, and 9.02% were smokers.
geoId/50	Vermont is a state in United States. The population in Vermont was 647,064 in 2022. The median age in Vermont was 42.7 in 2021. The median income in Vermont was $34,798 in 2021. The unemployment rate in Vermont was 2% in 2023. The life expectancy in Vermont was 78.8 in 2020. The percentage of people with obesity in Vermont was 29.2% in 2021. The percentage of people who binge drink in Vermont was 19.07% in 2021. The percentage of people who smoke in Vermont was 15.3% in 2021.		Vermont, a state in the northeastern United States, had a population of 647,064 in 2022. The median age in 2021 was 42.7 years, with a median income of $34,798. Vermont's unemployment rate in 2023 was 2%. Life expectancy in the state was 78.8 years in 2020. Additionally, in 2021, 29.2% of the population was classified as obese, 19.07% reported binge drinking, and 15.3% were smokers.
geoId/51	Virginia is a state in United States. The population in Virginia was 8,683,619 in 2022. The median age in Virginia was 38.5 in 2021. The median income in Virginia was $39,236 in 2021. The unemployment rate in Virginia was 2.9% in 2023. The life expectancy in Virginia was 77.6 in 2020. The percentage of people with obesity in Virginia was 34.67% in 2021. The percentage of people who binge drink in Virginia was 16.74% in 2021. The percentage of people who smoke in Virginia was 14.37% in 2021.		Virginia, a state in the southeastern United States, had a population of 8,683,619 in 2022. The median age in 2021 was 38.5 years, with a median income of $39,236. Virginia's unemployment rate in 2023 was 2.9%. Life expectancy in 2020 was 77.6 years. Additionally, in 2021, 34.67% of the population was classified as obese, 16.74% reported binge drinking, and 14.37% were smokers.
geoId/5116000	Chesapeake is a city in Chesapeake, Virginia, United States. The population in Chesapeake was 252,488 in 2022. The median age in Chesapeake was 37.1 in 2021. The median income in Chesapeake was $41,392 in 2021. The unemployment rate in Chesapeake was 3% in 2023. The percentage of people with obesity in Chesapeake was 36.1% in 2021. The percentage of people who binge drink in Chesapeake was 16.1% in 2021. The percentage of people who smoke in Chesapeake was 14.8% in 2021.		Chesapeake, an independent city in Virginia, had a population of 252,488 in 2022. The median age in 2021 was 37.1 years, with a median income of $41,392. Chesapeake's unemployment rate in 2023 stood at 3%. Additionally, in 2021, 36.1% of the population was classified as obese, 16.1% reported binge drinking, and 14.8% were smokers.
geoId/5157000	Norfolk is a city in Norfolk, Virginia, United States. The population in Norfolk was 232,995 in 2022. The median age in Norfolk was 30.9 in 2021. The median income in Norfolk was $29,582 in 2021. The unemployment rate in Norfolk was 3.4% in 2023. The percentage of people with obesity in Norfolk was 42.9% in 2021. The percentage of people who binge drink in Norfolk was 17.5% in 2021. The percentage of people who smoke in Norfolk was 18.9% in 2021.		Norfolk, an independent city in Virginia, had a population of 232,995 in 2022. The median age in 2021 was 30.9 years, with a median income of $29,582. The city's unemployment rate in 2023 stood at 3.4%. Additionally, in 2021, 42.9% of the population was classified as obese, 17.5% reported binge drinking, and 18.9% were smokers.
geoId/5182000	Virginia Beach is a city in Virginia Beach, Virginia, United States. The population in Virginia Beach was 455,618 in 2022. The median age in Virginia Beach was 36.7 in 2021. The median income in Virginia Beach was $41,436 in 2021. The unemployment rate in Virginia Beach was 2.9% in 2023. The percentage of people with obesity in Virginia Beach was 31.6% in 2021. The percentage of people who binge drink in Virginia Beach was 17% in 2021. The percentage of people who smoke in Virginia Beach was 14.2% in 2021.		Virginia Beach, an independent city in Virginia, had a population of 455,618 in 2022. The median age in 2021 was 36.7 years, with a median income of $41,436. The city's unemployment rate in 2023 stood at 2.9%. Additionally, in 2021, 31.6% of the population was classified as obese, 17% reported binge drinking, and 14.2% were smokers.
geoId/53	Washington is a state in United States. The population in Washington was 7,785,786 in 2022. The median age in Washington was 37.9 in 2021. The median income in Washington was $40,404 in 2021. The unemployment rate in Washington was 4.2% in 2023. The life expectancy in Washington was 79.2 in 2020. The percentage of people with obesity in Washington was 29.78% in 2021. The percentage of people who binge drink in Washington was 17.07% in 2021. The percentage of people who smoke in Washington was 12.57% in 2021.		Washington, a state in the Pacific Northwest region of the United States, had a population of 7,785,786 in 2022.  The median age in 2021 was 37.9 years, with a median income of $40,404. Washington's unemployment rate in 2023 stood at 4.2%. Life expectancy in 2020 was 79.2 years. Additionally, in 2021, 29.78% of the population was classified as obese, 17.07% reported binge drinking, and 12.57% were smokers.
geoId/5363000	Seattle is a city in King County, Washington, United States. The population in Seattle was 749,256 in 2022. The median age in Seattle was 35.3 in 2021. The median income in Seattle was $56,758 in 2021. The unemployment rate in Seattle was 3.7% in 2023. The percentage of people with obesity in Seattle was 23.8% in 2021. The percentage of people who binge drink in Seattle was 17.6% in 2021. The percentage of people who smoke in Seattle was 8.6% in 2021.		Seattle, a city within King County, Washington, had a population of 749,256 in 2022. The median age in 2021 was 35.3 years, with a median income of $56,758. Seattle's unemployment rate in 2023 stood at 3.7%. Additionally, in 2021, 23.8% of the population was classified as obese, 17.6% reported binge drinking, and 8.6% were smokers.
